symbol,shortName,price,changePct,volume
SIG,Signet Jewelers Limited,102.48,23.96,4475646
ASO,"Academy Sports and Outdoors, In",51.15,14.4,6030986
NET,"Cloudflare, Inc.",314.18,10.51,4759162
SSL,Sasol Ltd.,14.58,9.62,4952130
PLSE,"Pulse Biosciences, Inc",52.97,8.57,1560251
AMBA,"Ambarella, Inc.",68.8,8.38,5064246
CMPS,COMPASS Pathways Plc - American,15.17,8.05,7705555
MXL,"MaxLinear, Inc",71.51,7.53,3156985
JMKE,Jersey Mike's Subs Inc.,22.37,7.44,7985047
DDOG,"Datadog, Inc.",225.27,7.15,4971176
SKHY,SK hynix Inc.,198.63,7.05,29704322
CHYM,"Chime Financial, Inc.",34.55,6.93,13447150
COHU,"Cohu, Inc.",56.68,6.6,1493888
META,"Meta Platforms, Inc.",653.69,6.55,35359694
SUNB,"Sunbelt Rentals Holdings, Inc.",73.42,5.91,15479463
