buySell,clientName,date,name,qty,remarks,symbol,watp
BUY,WHITEOAK CAPITAL MUTUAL FUND,04-Sep-2026,Nexus Select Trust,7495149,,NXST,164
SELL,BREP ASIA SG FORUM HOLDING (NQ) PTE LIMITED,04-Sep-2026,Nexus Select Trust,7495149,,NXST,164
