symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
ESDS,EQ,1582.7,143.85,  10.00,10,1582.7,1330,1582.7,756,156.76632,2349.06492204
MOLBIO,EQ,1509.4,251.5,  19.99,20,1509.4,1271,1509.4,926.35,113.297,1602.4387789
LOTUSDEV,BE,207.88,9.89,   5.00,5,207.88,195,207.88,102.2,140.78555,284.429046665
MILKYMIST,EQ,278.83,13.27,   5.00,5,278.83,265.32,288.45,165,80.13334,218.788058202
AEROPLANE,EQ,207.23,7.76,   3.89,5,209.44,200.1,209.44,117.02,19.76088,41.055204288
CORDELIA,EQ,109.45,5.2,   4.99,5,109.46,104.18,110.49,62.31,36.59034,39.931038042000004
DIACABS,BE,351.5,16.7,   4.99,5,351.5,332.2,379,115.57,10.22436,35.382420216
BIRLACABLE,EQ,374.65,17.8,   4.99,5,374.65,360.4,395,104,9.29542,34.49530362
MVKAGRO,SM,287.2,13.65,   4.99,5,287.2,287.2,819,152.05,9.906,28.450032
STLNETWORK,EQ,34.86,1.66,   5.00,5,34.86,33.63,35.4,15.75,81.27111,28.03853295
STALLION,BE,234.57,11.17,   5.00,5,234.57,225.4,359.15,99.32,9.55209,22.226758221
BHAGYANGR,EQ,432.2,20.55,   4.99,5,432.2,415.75,432.3,88.25,4.87769,20.959921699000002
SIGMAADV,BE,792.85,37.75,   5.00,5,792.85,780,801,140.1,2.50035,19.69525695
KAVDEFENCE,EQ,72,8.81,  13.94,20,75.82,61,162.87,51.51,23.62626,17.190466775999997
SETL,EQ,445.9,21.2,   4.99,5,445.9,440.05,445.9,104.56,3.44586,15.342002478
MERCURYEV,EQ,41.61,3.78,   9.99,10,41.61,37.73,41.61,30.16,37.94734,15.334520094
ANNU,BE,61.43,2.92,   4.99,5,61.43,56.5,75.6,56.5,23.62524,14.125530996
INDIAGLYCO,BE,307.6,6.3,   2.09,5,316.3,291,1222,217,3.95575,12.38070635
WEL,EQ,74.95,2.1,   2.88,5,76.49,73.28,183.53,68.04,12.02294,9.012395823999999
MODISONLTD,EQ,514.8,24.5,   5.00,5,514.8,485.05,546,114,1.70543,8.703491462
VALIANTORG,BE,377.45,17.95,   4.99,5,377.45,345,397,195,2.28476,8.526267368000001
UNITECH,EQ,4.23,0.31,   7.91,10,4.31,3.92,7.93,3.1,174.05158,7.3797869920000005
HEXAGON,BE,70.5,3.08,   4.57,5,70.79,66.5,78.25,48.1,10.57255,7.196734784999999
DAVANGERE,EQ,1.92,0.17,   9.71,10,1.92,1.75,5.5,1.74,344.19354,6.36758049
GAYAPROJ,EQ,24.82,1.18,   4.99,5,24.82,23.3,26,8.46,21.85895,5.366372225
SUMAX,ST,120.45,5.7,   4.97,5,120.45,120.45,120.45,101.2,4.092,4.928814
CFEL,EQ,44.7,6.05,  15.65,20,46.38,40.32,46.38,24.36,10.72863,4.822519185
DIGJAMLMTD,EQ,61.84,10.3,  19.98,20,61.84,52.97,61.84,36.03,7.32362,4.5040263
HTEL,BE,81.53,3.88,   5.00,5,81.53,81.53,81.53,71.1,5.38142,4.387471725999999
EMPOWER,EQ,2.2,0.1,   4.76,5,2.2,2.13,2.82,1.3,188.16331,4.120776489
SHANTIINOR,ST,176.15,8.35,   4.98,5,176.15,173,176.15,150,2.176,3.8323712
VALIANTLAB,BE,124.98,5.15,   4.30,5,125.82,121,125.82,49.51,2.86847,3.5761215490000002
SPECTRUM,BE,2878.6,137,   5.00,5,2878.6,2878,2878.6,1050,0.10777,3.102234889
PURPLEUTED,ST,443.55,21.1,   4.99,5,443.55,430,587.95,244.45,0.705,3.091284
BIOFILCHEM,EQ,36,4.54,  14.43,20,37.75,31.46,46.34,25.6,6.81889,2.488212961
SSDL,EQ,67.84,11.3,  19.99,20,67.84,58.5,91.9,46.15,2.96352,1.9496998079999999
DHARIWAL,SM,28.95,1.2,   4.32,5,29.1,26.8,48.3,16.55,6.45,1.84083
NIMBSPROJ,EQ,163.63,7.79,   5.00,5,163.63,150,231.23,141.04,1.14752,1.808032512
KANORICHEM,BE,175.14,8.34,   5.00,5,175.14,169,175.14,56,1.00439,1.7510535260000002
GRAVISSHO,EQ,35.59,5.93,  19.99,20,35.59,28.65,35.6,25.2,4.91934,1.7306238120000002
MAXVOLT,SM,332.7,15.8,   4.99,5,332.7,315,509,213,0.476,1.561518
NRL,BE,135,5.5,   4.25,5,135.97,128.2,137.79,45.1,1.15844,1.537713256
BIRLAPREC,BE,59.3,2.82,   4.99,5,59.3,54.8,61.4,32.25,2.51521,1.47894348
FASCINATE,SM,55.4,1,   1.84,5,57.1,55.4,120.8,53.25,2.12,1.201616
VEDAVAAG,EQ,22.21,3.7,  19.99,20,22.21,18.51,22.21,16.98,5.26243,1.119318861
BHADORA,ST,125,5.55,   4.65,5,125.4,122,128.85,49.5,0.888,1.1094672
SAAKSHI,ST,350.4,16.65,   4.99,5,350.4,334,350.4,147.4,0.306,1.0669608
METALIC,ST,140,3.95,   2.90,5,142.85,137.2,161.95,81.4,0.736,1.031136
GREENCHEF,SM,70.9,4.6,   6.94,10,72.9,67.95,74.05,40.4,1.408,1.0195328
MANGALAM,EQ,34.88,3.17,  10.00,10,34.88,31.71,79.49,22.8,2.8479,0.97939281
AARADHYA,SM,140.95,6.7,   4.99,5,140.95,140.95,182,64.2,0.672,0.947184
NURECA,BE,342.5,8.5,   2.54,5,350.7,335,358,204,0.21935,0.7627018849999999
SSFL,ST,299.95,14.25,   4.99,5,299.95,282,299.95,86,0.245,0.723387
SONUINFRA,ST,52,2.35,   4.73,5,52.1,49.65,107.35,33.3,1.32,0.683364
AVG,BE,182.49,8.69,   5.00,5,182.49,172,256.73,113.26,0.37463,0.672498313
SPECIALITY,BE,141.88,6.75,   5.00,5,141.88,131.2,167.46,82.7,0.47006,0.650281004
PSRAJ,ST,94.95,3.7,   4.05,5,95.8,88.25,95.8,28.6,0.625,0.5913125
MANAKSTEEL,BE,115.01,5.47,   4.99,5,115.01,115.01,115.01,45.11,0.50215,0.5775227150000001
TAMBOLIIN,BE,299.95,14.25,   4.99,5,299.95,286,299.95,141.5,0.17326,0.5168345799999999
KSR,EQ,41.14,1.95,   4.98,5,41.14,39,41.14,14.04,1.16736,0.47581593600000005
TSC,ST,52.25,2.45,   4.92,5,52.25,51.5,70.95,25.25,0.84,0.438732
RCOM,BE,0.97,0.04,   4.30,5,0.97,0.96,1.51,0.75,45.34123,0.435275808
INDOTHAI,EQ,43.43,2.06,   4.98,5,43.43,43.43,466.35,33.97,0.97714,0.42437190199999997
JYOTIGLOBL,SM,47.75,2.25,   4.95,5,47.75,45.1,77.75,27.05,0.82,0.384908
LANCORHOL,BE,37.93,1.8,   4.98,5,37.93,37.1,41.75,18.12,0.99878,0.378637498
FILATFASH,EQ,0.19,0.01,   5.56,5,0.19,0.18,0.68,0.14,191.61585,0.34490853
KOTARISUG,BE,29.67,1.31,   4.62,5,29.77,28.2,39.94,22.5,1.09662,0.323612562
SMARTLINK,BE,219.4,9.93,   4.74,5,219.94,203.61,233,103.5,0.14673,0.31957794
EMAMIREAL,EQ,72.45,3.45,   5.00,5,72.45,70,122.14,48.2,0.43862,0.316727502
OPTIVALUE,ST,181.3,8.6,   4.98,5,181.3,175,202,56.05,0.176,0.3161488
AMEYA,SM,116,2,   1.75,5,119.7,114.4,128.45,86,0.24,0.283896
EPWINDIA,ST,255.05,12.1,   4.98,5,255.05,240,282.05,98,0.108,0.2711988
HPTL,SM,341.1,16.2,   4.99,5,341.1,340.95,360,190,0.072,0.2455704
CLASSICEIL,SM,59.1,0.3,   0.51,5,61.7,59.1,113.9,34.75,0.384,0.233856
DHANSA,SM,34.05,1.6,   4.93,5,34.05,31.5,47,16.2,0.6,0.20118
ARVINDPORT,SM,35.75,3.25,  10.00,10,35.75,32.25,71.25,24.4,0.54,0.186084
TECHLABS,SM,134.05,6.35,   4.97,5,134.05,130,649.9,105,0.125,0.1668375
KORE,ST,165.05,7.85,   4.99,5,165.05,165,212.3,85,0.095,0.156788
TOYAMSL,EQ,0.64,-0.01,  -1.54,5,0.68,0.63,0.69,0.6,21.74611,0.143524326
MRIL,ST,69.4,3.3,   4.99,5,69.4,66.8,82,29.05,0.208,0.14352
MYSORPETRO,BE,148.5,1.41,   0.96,5,154.44,147.09,182.03,111,0.09286,0.139605724
