symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
RITES,RITESEQN,230.8,12.86,96672487,96672487,22277207904.28,204.51,10-Feb-2026,,299.8,175,26.29,207.37,233.19,241.3,206,2026-07-01 16:00:25
HDFCBANK,HDFCBANKEQN,796,-0.24,26094378,26094378,20820443262.42,797.95,19-Jun-2026,,1020.5,726.65,-1.95,793.5,796.15,802.25,793.5,2026-07-01 16:00:25
MARUTI,MARUTIEQN,14340,1.59,1397790,1397790,20044588158,14115,07-Aug-2026,,17370,12201,225,14151,14395,14549,14070,2026-07-01 16:00:25
ETERNAL,ETERNALEQN,280,5.82,66845146,66845146,18367040766.42,264.6,,,368.45,212.6,15.4,266.3,279.7,280.6,265.3,2026-07-01 16:00:25
ICICIBANK,ICICIBANKEQN,1377.6,0.17,11948034,11948034,16454473983.78,1375.2,12-Aug-2025,,1500,1187.6,2.4,1371.4,1379.8,1385.1,1367.7,2026-07-01 16:00:25
MCX,MCXEQN,2963,4.43,5251828,5251828,15537112991.76,2837.2,02-Jan-2026,,3480,1460.8,125.8,2858.5,2962,2993,2855,2026-07-01 16:00:25
KPITTECH,KPITTECHEQN,561,-16.46,26085834,26085834,14837883237.54,671.55,04-Feb-2026,,1328,555.5,-110.55,604.4,557.55,604.4,555.5,2026-07-01 16:00:25
SAKSOFT,SAKSOFTEQN,186.04,-10,64754456,64754456,13517492690,206.71,14-Nov-2025,,253.99,107.59,-20.67,210.84,194.98,217.33,186.04,2026-07-01 16:00:25
INFY,INFYEQN,986,-1.44,13037982,13037982,12959362968.54,1000.4,10-Jun-2026,,1728,982.4,-14.4,1006,985.3,1014,982.4,2026-07-01 16:00:25
HSCL,HSCLEQN,645,-5.04,18649588,18649588,12474522917.32,679.2,22-May-2026,,718,418.5,-34.2,678.7,645.55,684,640,2026-07-01 16:00:25
OLAELEC,OLAELECEQN,44.92,2.65,274002773,274002773,12384925339.6,43.76,,,71.25,22.25,1.16,43.97,45.02,45.9,43.85,2026-07-01 16:00:25
ADANIENT,ADANIENTEQN,3143,3.52,3415655,3415655,10630884622,3036,12-Jun-2026,,3149.8,1753,107,3041,3143.6,3149.8,3012.8,2026-07-01 16:00:25
RPOWER,RPOWEREQN,27.06,8.94,347938381,347938381,9735315900.38,24.84,12-Sep-2018,,70.9,20.17,2.22,25.14,27.17,29.4,24.97,2026-07-01 16:00:25
TCS,TCSEQN,1981.8,-2.45,4658295,4658295,9348033491.25,2031.5,25-May-2026,,3489.9,1976.8,-49.7,2039.9,1982.6,2052,1976.8,2026-07-01 16:00:25
VEDPOWER,VEDPOWEREQN,44.65,10.85,208285426,208285426,9170807306.78,40.28,,,47.24,39,4.37,40.39,44.21,47.24,39.84,2026-07-01 16:00:25
RELIANCE,RELIANCEEQN,1306.5,0.97,7001401,7001401,9151531247.1,1293.9,05-Jun-2026,,1611.8,1253.2,12.6,1298.9,1308,1312.2,1296.5,2026-07-01 16:00:25
DELHIVERY,DELHIVERYEQN,509.1,7.85,18031256,18031256,9019775188.88,472.05,20-Sep-2023,,510,374.45,37.05,471.95,507.7,510,470.5,2026-07-01 16:00:25
BSE,BSEEQN,3945,2.05,2285604,2285604,8979589571.04,3865.6,10-Jul-2026,,4446.8,2021.5,79.4,3870,3944.1,3954,3870,2026-07-01 16:00:25
ADANIPOWER,ADANIPOWEREQN,226.21,1.09,39061121,39061121,8852421852.23,223.77,22-Sep-2025,,254.2,109.75,2.44,223.77,226.86,229.8,223.21,2026-07-01 16:00:25
M&M,M&MEQN,3132,2.06,2754707,2754707,8647466026.12,3068.8,03-Jul-2026,,3839.9,2896,63.2,3088,3130,3166.3,3088,2026-07-01 16:00:25
