changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
-3007,28-Jul-2026,Index Options,2046,229.6,Put,-19.78,1265.33004,286.2,5053,23850,NIFTY,1265.33004,SS,24005.85,8385,OPTIDXNIFTY28-07-2026PE23850,OPTIDX,-59.51
-1436,07-Jul-2026,Index Options,6389,0.6,Call,-20,8.06358,0.75,7825,26200,NIFTY,8.06358,SS,24005.85,17979,OPTIDXNIFTY07-07-2026CE26200,OPTIDX,-18.35
-1231,14-Jul-2026,Index Options,2650,5.5,Call,-29.03,64.82018,7.75,3881,25100,NIFTY,64.82018,SS,24005.85,13736,OPTIDXNIFTY14-07-2026CE25100,OPTIDX,-31.72
-1032,28-Jul-2026,Stock Futures,21923,1327,-,-1.42,37698.21656,1346.1,22955,0,DRREDDY,37698.21656,SS,1337.3,4537,FUTSTKDRREDDY28-07-2026XX0,FUTSTK,-4.5
-1023,07-Jul-2026,Index Options,1915,1.25,Call,-39.02,25.54063,2.05,2938,25350,NIFTY,25.54063,SS,24005.85,25188,OPTIDXNIFTY07-07-2026CE25350,OPTIDX,-34.82
-832,14-Jul-2026,Index Options,4182,16.95,Put,-27.72,293.16327,23.45,5014,23100,NIFTY,293.16327,SS,24005.85,23454,OPTIDXNIFTY14-07-2026PE23100,OPTIDX,-16.59
-727,29-Sep-2026,Index Options,16839,173.85,Call,-0.06,578.57904,173.95,17566,25500,NIFTY,578.57904,SS,24005.85,4985,OPTIDXNIFTY29-09-2026CE25500,OPTIDX,-4.14
-655,28-Jul-2026,Index Options,28238,382.3,Put,-12.77,2197.98388,438.25,28893,24200,NIFTY,2197.98388,SS,24005.85,8677,OPTIDXNIFTY28-07-2026PE24200,OPTIDX,-2.27
-646,28-Jul-2026,Stock Futures,42146,1043.2,-,-0.14,41868.72558,1044.7,42792,0,SHRIRAMFIN,41868.72558,SS,1045,4842,FUTSTKSHRIRAMFIN28-07-2026XX0,FUTSTK,-1.51
-638,14-Jul-2026,Index Options,684,11.2,Put,-27.97,30.34558,15.55,1322,22950,NIFTY,30.34558,SS,24005.85,3304,OPTIDXNIFTY14-07-2026PE22950,OPTIDX,-48.26
-572,29-Dec-2026,Index Options,17849,1504,Put,-1.05,2007.90139,1519.9,18422,26000,NIFTY,2007.90139,SS,24005.85,2069,OPTIDXNIFTY29-12-2026PE26000,OPTIDX,-3.1
-550,28-Jul-2026,Stock Futures,78723,4117,-,-1.17,57792.05432,4165.6,79273,0,LT,57792.05432,SS,4092,8008,FUTSTKLT28-07-2026XX0,FUTSTK,-0.69
-528,07-Jul-2026,Index Options,7041,0.6,Call,-25,11.66772,0.8,7569,26100,NIFTY,11.66772,SS,24005.85,26015,OPTIDXNIFTY07-07-2026CE26100,OPTIDX,-6.98
-527,28-Jul-2026,Stock Futures,42379,234.8,-,-0.63,20553.09682,236.3,42906,0,ONGC,20553.09682,SS,234.92,3881,FUTSTKONGC28-07-2026XX0,FUTSTK,-1.23
-510,28-Jul-2026,Index Options,3234,33.95,Put,-19.93,93.71054,42.4,3744,52500,BANKNIFTY,93.71054,SS,58033.05,8907,OPTIDXBANKNIFTY28-07-2026PE52500,OPTIDX,-13.62
-489,07-Jul-2026,Index Options,84919,0.95,Call,-42.42,226.34913,1.65,85408,25500,NIFTY,226.34913,SS,24005.85,297632,OPTIDXNIFTY07-07-2026CE25500,OPTIDX,-0.57
-461,28-Jul-2026,Stock Options,2319,47,Put,-40.66,869.59496,79.2,2780,3000,ADANIENT,869.59496,SS,3143,4647,OPTSTKADANIENT28-07-2026PE3000,OPTSTK,-16.58
-453,25-Aug-2026,Index Options,10561,67.3,Put,-8.31,322.97005,73.4,11014,22500,NIFTY,322.97005,SS,24005.85,7221,OPTIDXNIFTY25-08-2026PE22500,OPTIDX,-4.11
-451,29-Sep-2026,Index Options,26797,37,Put,-1.46,260.05824,37.55,27248,21000,NIFTY,260.05824,SS,24005.85,10419,OPTIDXNIFTY29-09-2026PE21000,OPTIDX,-1.66
-392,14-Jul-2026,Index Options,1603,63.2,Put,-22.36,243.05973,81.4,1995,23550,NIFTY,243.05973,SS,24005.85,5613,OPTIDXNIFTY14-07-2026PE23550,OPTIDX,-19.65
-358,29-Sep-2026,Index Options,17375,115.45,Put,-7.64,366.09368,125,17733,22500,NIFTY,366.09368,SS,24005.85,4767,OPTIDXNIFTY29-09-2026PE22500,OPTIDX,-2.02
-353,28-Jul-2026,Stock Futures,18306,2113,-,-0.81,29484.8552,2130.3,18659,0,BHARATFORG,29484.8552,SS,2111.7,2797,FUTSTKBHARATFORG28-07-2026XX0,FUTSTK,-1.89
-297,28-Jul-2026,Stock Futures,16994,309.7,-,-0.78,14097.625,312.15,17291,0,NYKAA,14097.625,SS,308.65,1450,FUTSTKNYKAA28-07-2026XX0,FUTSTK,-1.72
-294,28-Jul-2026,Stock Options,535,11,Call,-50.56,18.4621,22.25,829,8000,ABB,18.4621,SS,6932,1058,OPTSTKABB28-07-2026CE8000,OPTSTK,-35.46
-282,28-Jul-2026,Stock Options,843,48.35,Put,-39.45,35.42247,79.85,1125,9200,BAJAJ-AUTO,35.42247,SS,9845,827,OPTSTKBAJAJ-AUTO28-07-2026PE9200,OPTSTK,-25.07
