symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
KPITTECH,58810,17593,41217,234.28,195222,106014.81176,81579559862,134363.29039,28348.47862,561
FINNIFTY,1184,458,726,158.52,3335,2623.22289,5098891603,3274.68893,651.46603,26797
TATAELXSI,50480,29611,20869,70.48,98101,70493.71921,39687961405,81914.20826,11420.48905,3584
MIDCPNIFTY,65074,44996,20078,44.62,98667,36410.22402,170006062916,54995.54318,18585.31916,14536
DABUR,38457,29147,9310,31.94,92285,71963.771,45027771837,80395.98937,8432.21837,445
NIFTY,6571666,5067719,1503947,29.68,45016349,641897.66924,70464854280189,3484511.49114,2842613.82189,24005
RADICO,6057,4709,1348,28.63,5479,4241.30481,2593822165,4683.05146,441.74665,3952
360ONE,17305,14088,3217,22.84,8622,20570.6799,2727143555,21144.11545,573.43555,1069
PAGEIND,18811,15416,3395,22.02,28842,40265.19513,21435100296,44723.0981,4457.90296,43540
DELHIVERY,23420,19295,4125,21.38,64686,85362.58939,60768227809,100330.45498,14967.86559,509
BAJAJHLDNG,4880,4055,825,20.35,4161,6437.07693,2547722337,6804.0753,366.99837,10709
PGEL,20553,17294,3259,18.84,17562,13351.96215,8127572620,15812.07835,2460.1162,551
CAMS,11991,10251,1740,16.97,7588,11346.47316,3987909601,12210.65917,864.18601,792
BANKNIFTY,789250,674991,114259,16.93,1472423,368282.35375,2549776405718,630851.31093,262568.95718,58033
POLYCAB,27548,23725,3823,16.11,24215,55200.87165,24496130231,60153.67396,4952.80231,9710
JINDALSTEL,30956,26878,4078,15.17,18588,35333.78731,9065753075,37031.06806,1697.28075,1027
TITAN,72489,63002,9487,15.06,72932,55771.69127,52546114178,65322.85805,9551.16678,4395
VMM,10175,8848,1327,15,4269,9319.51119,1585106051,9681.32071,361.80951,117
PRESTIGE,16334,14266,2068,14.5,12695,21638.7234,7257149307,23877.28647,2238.56307,1625
POWERINDIA,31317,27368,3949,14.43,29507,41017.5096,22308636294,45430.74754,4413.23794,34290
APLAPOLLO,20948,18381,2567,13.97,20673,30078.94246,10124191374,32109.5062,2030.56374,1785
MARICO,19825,17451,2374,13.6,15422,20190.99276,14093318376,22521.71652,2330.72376,850
TECHM,50520,44476,6044,13.59,32584,44695.85322,23033577462,49810.82784,5114.97462,1360
LT,123956,109244,14712,13.47,70891,60894.69064,46342366563,68242.26377,7347.57313,4092
BAJAJFINSV,71604,63162,8442,13.37,49869,35427.20004,23853710562,40110.22566,4683.02562,1799
DMART,26828,23682,3146,13.28,38516,53687.46405,19963315684,58171.59589,4484.13184,4310
ASHOKLEY,59947,52963,6984,13.19,82051,124883.6655,57100639700,140468.3125,15584.647,162
APOLLOHOSP,27040,23910,3130,13.09,13188,12900.42241,13135102391,14221.57132,1321.14891,8620
CDSL,37218,32919,4299,13.06,33598,28526.99838,19044307681,32936.7052,4409.70681,1334
TMPV,95651,84732,10919,12.89,75166,50435.86992,39579571888,58452.1488,8016.27888,347
COFORGE,61489,54494,6995,12.84,50223,69373.54195,27704861476,77653.47671,8279.93476,1367
BRITANNIA,27765,24645,3120,12.66,20875,25553.14562,11234950736,27281.84048,1728.69486,5246
SUNPHARMA,81777,72605,9172,12.63,44349,25489.44181,26879552458,28124.73639,2635.29458,1867
KEI,16272,14451,1821,12.6,10801,21448.38435,7963781383,23286.36068,1837.97633,5251
CIPLA,49806,44302,5504,12.42,23124,10907.41084,13448257392,12820.58476,1913.17392,1457
DIVISLAB,45162,40204,4958,12.33,17663,14482.04527,10314670656,15789.80183,1307.75656,6542
ANGELONE,15338,13669,1669,12.21,12108,24180.697,8202200100,26803.573,2622.876,340
MPHASIS,22382,19989,2393,11.97,8504,13898.66857,3710582537,14758.97145,860.30287,2126
TATAPOWER,74640,66716,7924,11.88,35225,35939.07925,16563122988,39046.40663,3107.32738,375
DLF,69593,62221,7372,11.85,43624,58735.76542,21188731400,64569.59943,5833.834,648
YESBANK,63895,57245,6650,11.62,33832,27714.33582,24787471902,32465.73784,4751.40202,24
HCLTECH,154995,139190,15805,11.35,67969,57729.209,23732908256,63728.77156,5999.56256,1035
HDFCLIFE,49015,44050,4965,11.27,19416,26673.23615,9891030017,28364.93132,1691.69517,570
HINDALCO,101934,91811,10123,11.03,39229,49353.04829,22135207871,53804.457,4451.40871,939
WIPRO,176307,158800,17507,11.02,60650,86670.8796,23378211300,92554.9926,5884.113,169
HEROMOTOCO,81382,73353,8029,10.95,91345,66983.77968,61661655618,78097.81086,11114.03118,4828
ADANIPORTS,69437,62656,6781,10.82,83866,90956.51495,66574371282,104499.48277,13542.96782,1848
CGPOWER,30430,27459,2971,10.82,22747,36108.94018,15757992410,40546.14928,4437.2091,976
ADANIPOWER,52625,47597,5028,10.56,25924,69036.52127,14861756529,74150.83906,5114.31779,226
MARUTI,127856,115729,12127,10.48,354590,181489.65344,243208382986,218926.5333,37436.87986,14340
KAYNES,36141,32845,3296,10.04,17243,29713.0273,5543043720,31605.4645,1892.4372,3148
COALINDIA,83159,75630,7529,9.96,36463,25778.49381,19441011069,28709.0595,2930.56569,435
NAM-INDIA,12294,11192,1102,9.85,5081,9480.31068,2935429143,10423.47712,943.16643,1195
LUPIN,18744,17085,1659,9.71,8539,13214.43651,7262508039,14089.8269,875.39039,2397
KALYANKJIL,40816,37208,3608,9.7,18932,20937.01783,8217092817,23516.3335,2579.31567,383
MAXHEALTH,35241,32133,3108,9.67,16445,13808.21762,8677721745,15641.69507,1833.47745,1141
TATASTEEL,119741,109210,10531,9.64,47362,33067.133,22127011857,37300.58282,4233.44982,185
ASIANPAINT,50540,46132,4408,9.56,46124,32688.60585,28611402487,37458.43072,4769.82487,2715
