symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
BALRAMCHIN,EQ,778,127.2,  19.55,20,780.95,655.05,780.95,393.55,335.14941,2470.5203608740003
STYLEBAAZA,EQ,441,18.25,   4.32,5,443.85,426.1,443.85,229.95,39.75364,173.3258704
CPPLUS,EQ,3468.6,165.1,   5.00,5,3468.6,3328,4094,1086.15,3.06265,104.94813381499999
KRONOX,EQ,186.19,31.03,  20.00,20,186.19,155.01,186.19,96,58.89347,104.689032272
CORDELIA,EQ,907.75,82.5,  10.00,10,907.75,820.55,925.65,623.1,7.00284,61.472330088
BLISSGVS,BE,582,8.2,   1.43,5,602.45,572,602.45,118,8.10528,47.907067968
INDOTECH,EQ,3734,24.2,   0.65,5,3895.2,3601,3976.8,1100,0.67204,25.282413616
ANAWIL,ST,443,21.05,   4.99,5,443,412,444.6,313.2,3.832,16.7807112
SUMEETINDS,EQ,13.38,0.63,   4.94,5,13.38,12.24,35.67,12.24,109.31355,14.32007505
UFBL,BE,815,35.7,   4.58,5,818.25,779.3,845,172.34,1.5477,12.489939
MON100,EQ,330.99,-5.39,  -1.60,20,330.99,330.99,342.55,200.21,3.35996,11.121131604
METALIC,SM,151.7,24.6,  19.35,20,152.5,131.55,152.5,81.4,6.336,9.1802304
SOMICONVEY,EQ,101,14.39,  16.61,20,103.93,95,169.4,80.16,6.87119,6.859508977
MYSORPETRO,EQ,165.49,27.58,  20.00,20,165.49,155.3,165.49,111,3.83979,6.263081468999999
MENONBE,BE,279.16,13.29,   5.00,5,279.16,253.21,279.16,101.5,1.87898,5.15498163
AMANTA,BE,186.51,8.88,   5.00,5,186.51,171,189,92,2.28371,4.206365449000001
CORDSCABLE,BE,241,5.02,   2.13,5,247.77,235.1,259.4,127.01,1.46811,3.592758792
MAHKTECH,EQ,23.2,0.01,   0.04,20,23.32,23.11,35.59,21,14.12491,3.282629084
BODALCHEM,BE,75.33,3.58,   4.99,5,75.33,72.5,81.9,42.81,4.30917,3.215933571
MCLEODRUSS,EQ,49.95,2.37,   4.98,5,49.95,47.1,78.41,28.5,6.57587,3.204421451
FRESHARA,ST,388.95,18.5,   4.99,5,388.95,370.5,388.95,130,0.714,2.719269
MERCURYEV,EQ,39.17,1.54,   4.09,10,41.39,37.61,41.39,30.16,6.38614,2.5614807539999997
CRSL,EQ,3.09,0.51,  19.77,20,3.09,2.7,3.09,1.72,81.60299,2.439929401
GATECH,BE,0.87,0.04,   4.82,5,0.87,0.86,0.93,0.4,281.11712,2.417607232
AUTOIND,BE,89.29,4.25,   5.00,5,89.29,85,104,48.35,2.65491,2.32835607
AARTECH,BE,51.44,2.36,   4.81,5,51.53,48.4,64.75,33.51,4.64391,2.3108096160000002
ESCONET,SM,187.35,17,   9.98,10,187.35,165,280,91.25,1.036,1.9184648
GULFPETRO,BE,67.6,2.99,   4.63,5,67.84,63.01,67.84,23.25,2.75742,1.82954817
KCPSUGIND,BE,33.63,1.6,   5.00,5,33.63,31.5,36.95,21.45,5.31196,1.75029082
SAHASRA,ST,321,13.6,   4.42,5,322.75,301.25,373,188.35,0.516,1.6356684
SHIVALIK,BE,268.91,12.8,   5.00,5,268.91,254,522.05,206.4,0.61584,1.634500944
KILITCH,BE,162.53,4.43,   2.80,5,166,156,219.5,117.25,0.98322,1.6005838380000001
PRIZOR,ST,925.5,44.05,   5.00,5,925.5,900,939.2,216.65,0.168,1.5513456
NIMBSPROJ,EQ,180,4,   2.27,5,184.8,175.99,231.23,165.81,0.83244,1.506383424
GANESHBE,BE,118.06,5.62,   5.00,5,118.06,113.03,129.99,68.4,1.16981,1.3627116689999998
MAFANG,EQ,205.4,-2.08,  -1.00,20,205.4,205.4,211.42,149.74,0.51808,1.06413632
GPECO,ST,380,8.85,   2.38,5,389.7,355,616.5,264.05,0.286,1.0518508
BLUEWATER,ST,429,20.4,   4.99,5,429,424,490.5,128,0.24,1.026816
KOTYARK,BE,36.27,1.72,   4.98,5,36.27,33.61,45.5,17.38,2.90371,1.01049108
QMSMEDI,BE,141.33,6.73,   5.00,5,141.33,134.1,141.33,68.95,0.69221,0.9625180050000001
MOLDTECH,BE,189.07,9,   5.00,5,189.07,183.8,221,101.1,0.4613,0.87061149
JKIPL,EQ,99.01,3.7,   3.88,5,100.07,95.51,126.95,45.4,0.87871,0.8658808339999999
UHTL,ST,123.95,5.9,   5.00,5,123.95,123.95,131.55,44,0.66,0.81807
CHEMBONDCH,BE,283.26,13.48,   5.00,5,283.26,269.78,283.26,104.85,0.21659,0.607686563
OSIAHYPER,BE,2.97,0.14,   4.95,5,2.97,2.83,33.08,2.4,18.2726,0.5390417
