symbol,shortName,price,changePct,volume
MARA,"MARA Holdings, Inc.",11.15,15.54,79700697
IOVA,"Iovance Biotherapeutics, Inc.",8.99,12.52,43585626
ANDG,Andersen Group Inc.,50.32,11.77,3237318
XXI,"Twenty One Capital, Inc.",6.19,11.53,2692448
LIME,"Neutron Holdings, Inc.",42.03,11.4,371877
ALM,Almonty Industries Inc.,17.69,9.33,10438400
TEM,"Tempus AI, Inc.",66.65,8.82,19965934
STDN,"Standard Nuclear, Inc.",12.97,8.35,319062
BTDR,Bitdeer Technologies Group,10.43,8.31,21360732
CIFR,Cipher Digital Inc.,17.21,8.31,35425441
RIOT,"Riot Platforms, Inc.",20.98,8.26,21658912
HUT,Hut 8 Corp.,88.65,8.0,4439530
CAI,"Caris Life Sciences, Inc.",24.58,8.0,5793610
NDSN,Nordson Corporation,334.7,8.0,1221030
CLSK,"CleanSpark, Inc.",12.6,7.97,27554489
