symbol,shortName,price,changePct,volume
PSN,Parsons Corporation,40.32,-35.0,11669547
LMND,"Lemonade, Inc.",47.38,-23.72,6802341
LII,"Lennox International, Inc.",430.02,-20.97,1764765
FRVO,Fervo Energy Company,17.08,-19.13,6842431
AAUC,Allied Gold Corporation,17.03,-18.28,3068940
VFC,V.F. Corporation,15.08,-17.37,27814721
PLBL,Polibeli Group Ltd,5.58,-17.33,390833
VRT,"Vertiv Holdings, LLC",223.04,-17.26,21107703
DBD,Diebold Nixdorf Incorporated,75.17,-17.17,593858
INIO,INNIO N.V.,21.77,-16.97,7347985
ACHC,"Acadia Healthcare Company, Inc.",27.35,-16.34,7921449
ARX,Accelerant Holdings,12.4,-15.76,4251014
HIMS,"Hims & Hers Health, Inc.",25.0,-14.73,29052633
MOD,Modine Manufacturing Company,178.04,-14.43,4394341
RIOT,"Riot Platforms, Inc.",18.24,-14.12,22848636
