symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
SOFI,"SoFi Technologies, Inc.",15.25,-1.49,-8.9,190825010,77903736,19561803776
INTC,Intel Corporation,81.88,-4.42,-5.12,146515373,130005529,413002694656
NVDA,NVIDIA Corporation,190.01,-7.0,-3.55,136609393,154252880,4602232045568
F,Ford Motor Company,15.28,0.32,2.14,97775130,64200313,60886102016
NOK,Nokia Corporation Sponsored,8.41,-0.52,-5.82,93509619,111771857,46949109760
JBLU,JetBlue Airways Corporation,5.72,-0.28,-4.67,89253024,29553373,2127947904
T,AT&T Inc.,23.94,-0.72,-2.92,68646338,61681773,164046127104
IREN,IREN LIMITED,29.31,-4.62,-13.62,69575723,48102109,10474769408
SKHY,SK hynix Inc.,126.79,-3.38,-2.6,64325800,54356292,900025024512
MU,"Micron Technology, Inc.",739.0,-81.53,-9.94,67355489,52691573,834621538304
AAL,"American Airlines Group, Inc.",14.84,-0.52,-3.39,64626602,110491636,9823633408
PATH,"UiPath, Inc.",12.59,0.4,3.28,60630317,58177668,6523133952
PLUG,"Plug Power, Inc.",1.9,-0.06,-3.06,60495071,66662644,2650631168
GRAB,Grab Holdings Limited,3.35,-0.1,-2.9,62396116,50559754,13701498880
RIG,Transocean Ltd (Switzerland),4.95,-0.04,-0.8,51012137,36166955,5478463488
ONDS,Ondas Inc,6.8,-1.06,-13.49,57968263,85551090,3874902528
SPCX,Space Exploration Technologies ,112.55,-3.86,-3.32,52607375,116844174,1482754752512
BSX,Boston Scientific Corporation,46.04,-0.02,-0.04,47259708,20368178,68431794176
WULF,TeraWulf Inc.,15.09,-2.0,-11.7,46050152,31397603,7477587456
RKT,"Rocket Companies, Inc.",13.7,-0.28,-2.0,45832267,28920698,38763188224
SOUN,"SoundHound AI, Inc.",5.7,-0.54,-8.65,46327436,30425227,2483342848
NU,Nu Holdings Ltd.,14.04,-0.64,-4.36,47254880,74524601,67820003328
AAPL,Apple Inc.,338.19,-1.89,-0.56,48852885,55895206,4967117094912
BE,Bloom Energy Corporation,163.75,-3.09,-1.85,41823955,12775209,46577684480
MARA,"MARA Holdings, Inc.",10.05,-1.33,-11.69,42992322,45691555,3831768576
