symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
APCOTEXIND,EQ,684,92.9,  15.72,20,709.3,600.15,709.3,310.45,56.45793,383.891340828
DIACABS,EQ,337.45,16.06,   5.00,5,337.45,312.01,337.45,115.57,91.26492,296.099906448
LASERPOWER,EQ,306.71,21.05,   7.37,10,314.22,280.2,317,250,77.35392,234.800088768
SMLMAH,EQ,4566,761,  20.00,20,4566,3805,5348,2719,4.7566,207.37253888
EXPLEOSOL,EQ,929.7,120.4,  14.88,20,971.15,884,1245,640,16.62306,153.52227063
VISL,EQ,30.98,1.47,   4.98,5,30.98,29.25,44.78,19.06,247.66856,74.67207084
MON100,EQ,315.36,-3.1,  -0.97,20,315.36,315.36,342.55,197.81,5.73197,18.076340591999998
AXISCADES,EQ,1565.7,74.5,   5.00,5,1565.7,1489.1,2211,1063.3,1.15347,17.807731248
KALPATARU,EQ,297.4,27,   9.99,10,297.4,274.15,429.3,258,5.75121,16.777429812
DSSL,EQ,1243,47.7,   3.99,5,1255,1216.7,1924.8,781,0.91434,11.395236552
SASKEN,EQ,1800,57.8,   3.32,5,1829.3,1747.1,2780.2,991,0.57763,10.365743639
TIPSFILMS,EQ,403.5,43.15,  11.97,20,432.4,357.8,574.1,276.75,2.42528,10.046237344
BLUEWATER,ST,451.3,-15.85,  -3.39,5,490.5,445.05,490.5,128,1.83,8.804313
SIGMA,EQ,45.06,7.51,  20.00,20,45.06,37.67,65.5,35.46,18.44132,7.378372131999999
BLUSPRING,EQ,112.28,5.2,   4.86,10,117.78,104.93,131.82,43.98,6.19309,6.9244939290000005
MAFANG,EQ,191.36,0.24,   0.13,20,191.36,191.06,208.38,148.67,3.54789,6.788532726000001
RPSGVENT,EQ,941,44.2,   4.93,5,941.6,896.35,1179,551.9,0.71136,6.644600352
SIGMAADV,BE,605.4,28.8,   4.99,5,605.4,605.4,638.1,107.1,1.04246,6.311052839999999
OPTIVALUE,SM,155,12.3,   8.62,10,156.95,148,156.95,56.05,3.968,6.0900864
VENUSREM,BE,1607.2,76.5,   5.00,5,1607.2,1471.1,2044.3,424,0.35889,5.5784784929999995
ALMONDZ,EQ,15.07,2.51,  19.98,20,15.07,13,23,10.68,27.63547,4.120448577
UNIVASTU,BE,131,5.52,   4.40,5,131.75,119.5,131.75,56.02,2.9334,3.7371516
MODISONLTD,BE,265.5,6.5,   2.51,5,271.95,248.5,362.7,114,1.16861,3.083377485
GALLANTT,EQ,603.3,28.7,   4.99,5,603.3,592.85,948,496.25,0.4903,2.9421432100000002
METALIC,ST,87.2,4.15,   5.00,5,87.2,81.4,90.9,81.4,3.392,2.9337408
BODALCHEM,BE,71.53,3.4,   4.99,5,71.53,66.15,81.9,42.81,3.06835,2.13802628
KCK,SM,19,1.55,   8.88,10,19.15,18,50.9,11.6,10.875,2.0086125
SADBHAV,EQ,10.05,0.91,   9.96,10,10.05,9.42,17.85,6.05,14.81304,1.47389748
FORCAS,ST,199.6,9.45,   4.97,5,199.65,192.05,199.65,91.5,0.688,1.371184
LEMERITE,EQ,23.44,1.09,   4.88,5,23.46,22.18,107.57,19.52,5.76999,1.3357526849999999
SICALLOG,EQ,110.3,3.29,   3.07,5,112.36,108.2,112.36,60.11,1.13019,1.249085988
MAHKTECH,EQ,23.16,0.2,   0.87,20,23.16,23.16,35.59,21,5.13436,1.189117776
VARDHACRLC,BE,46.6,0.36,   0.78,5,48.55,46.3,51.64,27.01,2.33176,1.111549992
