changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
127091,04-Aug-2026,Index Options,141919,114.2,Put,-53.26,206017.59863,244.35,14828,24200,NIFTY,206017.59863,RS,24250.2,2580607,OPTIDXNIFTY04-08-2026PE24200,OPTIDX,857.1
56557,04-Aug-2026,Index Options,95452,4.85,Put,-29.71,1186.48946,6.9,38895,23200,NIFTY,1186.48946,RS,24250.2,381079,OPTIDXNIFTY04-08-2026PE23200,OPTIDX,145.41
49787,04-Aug-2026,Index Options,140738,52.15,Put,-60.02,42634.00804,130.45,90951,24000,NIFTY,42634.00804,RS,24250.2,1148097,OPTIDXNIFTY04-08-2026PE24000,OPTIDX,54.74
48935,04-Aug-2026,Index Options,50032,137,Put,-49.88,126586.05216,273.35,1097,24250,NIFTY,126586.05216,RS,24250.2,1375726,OPTIDXNIFTY04-08-2026PE24250,OPTIDX,4460.8
47312,04-Aug-2026,Index Options,50282,95.15,Put,-54.56,67809.43345,209.4,2970,24150,NIFTY,67809.43345,RS,24250.2,1009114,OPTIDXNIFTY04-08-2026PE24150,OPTIDX,1593
46629,04-Aug-2026,Index Options,67994,77.6,Put,-57.09,56254.57526,180.85,21365,24100,NIFTY,56254.57526,RS,24250.2,1022030,OPTIDXNIFTY04-08-2026PE24100,OPTIDX,218.25
35281,04-Aug-2026,Index Options,42636,163,Put,-47.56,114047.11357,310.85,7355,24300,NIFTY,114047.11357,RS,24250.2,1046443,OPTIDXNIFTY04-08-2026PE24300,OPTIDX,479.69
25652,04-Aug-2026,Index Options,76351,22.85,Put,-62.72,9028.18144,61.3,50699,23800,NIFTY,9028.18144,RS,24250.2,539608,OPTIDXNIFTY04-08-2026PE23800,OPTIDX,50.6
22796,04-Aug-2026,Index Options,34983,13,Put,-60.67,1727.46194,33.05,12187,23650,NIFTY,1727.46194,RS,24250.2,187686,OPTIDXNIFTY04-08-2026PE23650,OPTIDX,187.05
22164,04-Aug-2026,Index Options,56819,11,Put,-58.02,2496.69242,26.2,34655,23600,NIFTY,2496.69242,RS,24250.2,320891,OPTIDXNIFTY04-08-2026PE23600,OPTIDX,63.96
21598,04-Aug-2026,Index Options,61084,35.05,Put,-61.33,13773.19866,90.65,39486,23900,NIFTY,13773.19866,RS,24250.2,562355,OPTIDXNIFTY04-08-2026PE23900,OPTIDX,54.7
20082,04-Aug-2026,Index Options,83879,8.5,Put,-52.25,2725.04421,17.8,63797,23500,NIFTY,2725.04421,RS,24250.2,478036,OPTIDXNIFTY04-08-2026PE23500,OPTIDX,31.48
18999,11-Aug-2026,Index Options,21100,170.9,Put,-40.18,6838.48189,285.7,2101,24200,NIFTY,6838.48189,RS,24250.2,58582,OPTIDXNIFTY11-08-2026PE24200,OPTIDX,904.28
18262,04-Aug-2026,Index Options,32758,63.65,Put,-59.07,19230.05264,155.5,14496,24050,NIFTY,19230.05264,RS,24250.2,423971,OPTIDXNIFTY04-08-2026PE24050,OPTIDX,125.98
17070,04-Aug-2026,Index Options,42191,2.95,Put,-19.18,430.37186,3.65,25121,22800,NIFTY,430.37186,RS,24250.2,243423,OPTIDXNIFTY04-08-2026PE22800,OPTIDX,67.95
16934,04-Aug-2026,Index Options,64996,2.2,Put,-8.33,285.51484,2.4,48062,22500,NIFTY,285.51484,RS,24250.2,204304,OPTIDXNIFTY04-08-2026PE22500,OPTIDX,35.23
15596,04-Aug-2026,Index Options,43278,1.8,Put,-5.26,145.72205,1.9,27682,22000,NIFTY,145.72205,RS,24250.2,141891,OPTIDXNIFTY04-08-2026PE22000,OPTIDX,56.34
14384,04-Aug-2026,Index Options,72780,1.35,Put,-15.63,73.63499,1.6,58396,21600,NIFTY,73.63499,RS,24250.2,87142,OPTIDXNIFTY04-08-2026PE21600,OPTIDX,24.63
13560,04-Aug-2026,Index Options,27391,28.4,Put,-61.41,5452.51109,73.6,13831,23850,NIFTY,5452.51109,RS,24250.2,269726,OPTIDXNIFTY04-08-2026PE23850,OPTIDX,98.04
13328,04-Aug-2026,Index Options,97706,3.7,Put,-26,1030.60391,5,84378,23000,NIFTY,1030.60391,RS,24250.2,439209,OPTIDXNIFTY04-08-2026PE23000,OPTIDX,15.8
12143,04-Aug-2026,Index Options,57833,6.8,Put,-44.26,1456.88277,12.2,45690,23400,NIFTY,1456.88277,RS,24250.2,326253,OPTIDXNIFTY04-08-2026PE23400,OPTIDX,26.58
11557,04-Aug-2026,Index Options,64340,15.3,Put,-61.85,4924.47907,40.1,52783,23700,NIFTY,4924.47907,RS,24250.2,438941,OPTIDXNIFTY04-08-2026PE23700,OPTIDX,21.9
11519,04-Aug-2026,Index Options,44796,5.65,Put,-36.52,1038.86329,8.9,33277,23300,NIFTY,1038.86329,RS,24250.2,288493,OPTIDXNIFTY04-08-2026PE23300,OPTIDX,34.62
10681,04-Aug-2026,Index Options,14248,223,Put,-43.32,35214.27221,393.45,3567,24400,NIFTY,35214.27221,RS,24250.2,235373,OPTIDXNIFTY04-08-2026PE24400,OPTIDX,299.44
9529,04-Aug-2026,Index Options,15365,0.6,Call,-20,24.5726,0.75,5836,26200,NIFTY,24.5726,RS,24250.2,58160,OPTIDXNIFTY04-08-2026CE26200,OPTIDX,163.28
