symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
DMART,83037,63850,19187,30.05,159144,126904.34752,84510557671,138351.39924,11447.05171,4075
ICICIGI,25923,21250,4673,21.99,31060,33506.08001,14892297332,36377.04333,2870.96332,1826
BDL,46786,38481,8305,21.58,46154,47746.11946,21484704626,51937.32572,4191.20626,1345
NIFTY,9874835,8440213,1434622,17,159711069,854966.29245,250910073912368,6475711.72613,5620745.43368,24211
HCLTECH,165342,141447,23895,16.89,279395,131279.52612,124798901176,157164.05788,25884.53176,1167
KALYANKJIL,98097,84073,14024,16.68,313145,244076.33826,235878630025,349090.01851,105013.68025,480
BIOCON,37802,33579,4223,12.58,37468,104920.658,28923254225,110844.32525,5923.66725,418
LTF,44205,39269,4936,12.57,120676,92016.6183,82353263962,107622.85792,15606.23962,322
OFSS,29669,26551,3118,11.74,54104,77184.1799,61203217311,90990.12301,13805.94311,11650
NIFTYNXT50,1008,906,102,11.26,420,2665.57874,507762743,2699.08117,33.50243,72111
BLUESTARCO,18116,16344,1772,10.84,25099,19687.43523,12070822250,21707.21774,2019.7825,1665
HAVELLS,40446,36661,3785,10.32,20541,27375.22655,9794575375,29118.9303,1743.70375,1184
GODREJPROP,49710,45168,4542,10.06,37330,34649.91653,22714414914,39330.85068,4680.93414,2134
PAYTM,61108,55548,5560,10.01,74465,88369.60054,69564237511,108979.55566,20609.95511,1342
PNBHOUSING,19658,17911,1747,9.75,13290,18886.79695,8076702003,20636.82699,1750.03003,1110
AMBER,30499,27791,2708,9.74,37105,30818.55649,26586492471,36086.1812,5267.62471,7771
INOXWIND,32829,29932,2897,9.68,11163,12607.6032,4949532864,13406.80384,799.20064,83
FINNIFTY,7301,6658,643,9.66,11127,3340.27699,17904991180,4878.77879,1538.5018,26836
LTM,56538,51583,4955,9.61,171519,110075.12488,97807873476,130741.73464,20666.60976,4060
BAJAJ-AUTO,69220,63157,6063,9.6,93100,117261.28245,61330719974,126369.23219,9107.94974,10155
GRASIM,71496,65281,6215,9.52,34683,48321.7523,23150045220,50940.9545,2619.2022,3216
WAAREEENER,73694,67316,6378,9.47,19306,42917.03087,5652782210,43977.20297,1060.1721,2916
360ONE,17185,15705,1480,9.42,9083,12941.0039,3894075395,13637.35785,696.35395,1131
PGEL,27953,25599,2354,9.2,68336,41302.44139,35215655041,51114.33181,9811.89041,580
VMM,12457,11499,958,8.33,2751,5367.60897,1070173355,5563.80602,196.19705,118
ALKEM,15896,14675,1221,8.32,5643,12245.44003,2827320430,12577.26933,331.8293,5676
ASIANPAINT,65674,60746,4928,8.11,32813,28800.33442,19321001177,31194.4962,2394.16177,2676
NESTLEIND,40602,37579,3023,8.04,15482,27885.45315,8506265510,29183.20825,1297.7551,1450
KFINTECH,21466,19880,1586,7.98,24157,19706.4207,11114839861,22124.21681,2417.79611,904
PIIND,30919,28643,2276,7.95,8853,8474.00832,3293756203,9092.76285,618.75453,2609
UNIONBANK,53498,49670,3828,7.71,61873,78848.21124,39812596902,88755.54463,9907.33339,164
SWIGGY,52297,48750,3547,7.28,32059,44660.55922,11871512142,47421.56814,2761.00892,272
MAZDOCK,44799,41794,3005,7.19,15470,17951.00872,6856190991,19209.74863,1258.73991,2417
TORNTPHARM,34144,31855,2289,7.19,21531,34392.97611,9895425390,35842.04251,1449.0664,4888
PHOENIXLTD,15915,14854,1061,7.14,8391,19822.36865,4419414566,20781.29431,958.92566,2148
KEI,19521,18230,1291,7.08,7826,26905.53451,4523070112,27821.86064,916.32612,5148
EICHERMOT,84694,79105,5589,7.07,29690,40545.97489,18031912548,43126.35037,2580.37548,7370
INFY,556896,521025,35871,6.88,379763,246102.9698,145260816096,274729.89076,28626.92096,1068
AUROPHARMA,35966,33669,2297,6.82,17404,28847.49224,12385602025,30982.2425,2134.75025,1568
IREDA,26000,24347,1653,6.79,6435,12984.18432,2397254816,13420.01286,435.82854,126
CDSL,53081,49720,3361,6.76,68743,55113.60518,42763540753,63708.57272,8594.96753,1431
HDFCAMC,31380,29406,1974,6.71,23058,30131.32584,16384913070,33291.45054,3160.1247,2758
CONCOR,30826,28894,1932,6.69,10619,16544.22175,4673109125,17472.3755,928.15375,464
MPHASIS,27619,25890,1729,6.68,16164,23287.10576,8483413512,25458.90839,2171.80262,2320
OIL,23707,22240,1467,6.6,13468,11037.57984,7185178000,12038.85984,1001.28,425
MOTILALOFS,10795,10130,665,6.56,4731,10438.30698,2636971956,10911.94404,473.63706,978
BANDHANBNK,47626,44782,2844,6.35,26272,30867.24492,17473924512,35324.96004,4457.71512,209
FEDERALBNK,55573,52264,3309,6.33,29947,28249.75175,23030052875,31856.7805,3607.02875,330
MUTHOOTFIN,38198,35926,2272,6.32,21227,38106.27689,14606327810,40911.46749,2805.1906,3133
LODHA,47256,44577,2679,6.01,24258,43868.09725,13634984843,46589.38318,2721.28593,1216
BHARTIARTL,193231,182538,10693,5.86,66731,87856.07115,52347030815,93069.0793,5213.00815,1919
MAXHEALTH,38457,36359,2098,5.77,14614,18999.00145,6751993998,19985.27144,986.26998,1107
NAM-INDIA,14226,13452,774,5.75,7156,5533.19325,4524776943,5933.21268,400.01943,1210
TECHM,60043,56855,3188,5.61,49773,75756.2955,37612827084,83988.71034,8232.41484,1455
ZYDUSLIFE,20234,19211,1023,5.33,8207,14099.06556,7241526504,15307.5006,1208.43504,1152
DRREDDY,77451,73538,3913,5.32,37848,35672.66843,26948118681,39900.79275,4228.12431,1246
CAMS,17927,17031,896,5.26,6801,8558.93791,3648848007,9100.84799,541.91007,792
JUBLFOOD,32643,31092,1551,4.99,16374,11470.76812,8096430725,12777.63787,1306.86975,438
HYUNDAI,23680,22562,1118,4.96,8084,17214.84116,2762298720,17655.28836,440.4472,1986
UNITDSPR,36191,34498,1693,4.91,12133,10422.26552,5821745608,11402.0816,979.81608,1385
PRESTIGE,18604,17762,842,4.74,5400,14353.22187,2796564528,14953.46715,600.24528,1723
POWERINDIA,47259,45128,2131,4.72,22711,22296.93177,17126427937,24493.33615,2196.40437,32630
APLAPOLLO,24066,22992,1074,4.67,7628,10815.59454,3926760652,11445.44107,629.84652,1840
TATASTEEL,133320,127383,5937,4.66,59962,68721.96925,24965235872,73035.75922,4313.78997,191
JINDALSTEL,36455,34841,1614,4.63,13571,19988.04525,7012771143,21390.38168,1402.33643,1052
FORCEMOT,21478,20535,943,4.59,6864,5484.49244,2723686746,5904.3599,419.86746,18170
NUVAMA,8499,8129,370,4.55,5246,8827.77615,4323158785,9601.864,774.08785,1980
POLYCAB,38468,36806,1662,4.52,37992,61111.63035,39560381266,68517.19301,7405.56266,9229
ICICIPRULI,34812,33317,1495,4.49,30127,25321.16367,12439870038,27597.43281,2276.26913,511
AUBANK,36464,34907,1557,4.46,12292,23551.959,10890054010,25511.3991,1959.4401,1072
PREMIERENE,19255,18433,822,4.46,6291,7360.26031,3925135526,8103.86057,743.60026,1111
JSWENERGY,40242,38529,1713,4.45,13870,17214.50003,6729952274,18589.05652,1374.55649,553
DELHIVERY,27735,26561,1174,4.42,10916,19469.3847,10077950138,21229.26358,1759.87888,518
APOLLOHOSP,34516,33078,1438,4.35,24337,17888.89168,25599872006,20925.54925,3036.65756,8850
CGPOWER,44306,42466,1840,4.33,15532,22793.97595,10172682487,24994.30083,2200.32487,916
PERSISTENT,77483,74319,3164,4.26,71406,57409.08287,40666038061,67057.71348,9648.63061,5033
MARUTI,136881,131310,5571,4.24,117637,75285.80835,75285467836,84674.08671,9388.27836,13870
GVT&D,25531,24493,1038,4.24,9908,13327.29461,4549335263,14457.14725,1129.85263,4668
UNOMINDA,14147,13582,565,4.16,3763,5664.39428,1890175155,6022.78583,358.39155,1163
GODFRYPHLP,10369,9956,413,4.15,1782,3291.04083,731517000,3404.51083,113.47,2118
MFSL,29292,28129,1163,4.13,10064,14239.37756,5342706476,15054.52232,815.14476,1635
PATANJALI,34043,32749,1294,3.95,7110,10003.36767,2207520218,10373.35235,369.98468,413
LAURUSLABS,35749,34392,1357,3.95,19738,41210.82064,22476431552,45949.40616,4738.58552,1535
INDHOTEL,35682,34329,1353,3.94,16074,22560.1376,9948861800,24188.0556,1627.918,750
BPCL,39587,38100,1487,3.9,12033,13905.18164,6038409319,14738.67983,833.49819,310
HINDUNILVR,113954,109731,4223,3.85,28357,29418.81804,15657920949,31461.36753,2042.54949,2148
DLF,83313,80244,3069,3.82,40435,65121.54496,19997250986,69040.41732,3918.87236,688
ITC,184174,177390,6784,3.82,38222,24847.69074,16481762745,26573.59757,1725.90683,281
ABB,39950,38483,1467,3.81,15202,25574.10612,10753644371,27366.36233,1792.25621,6826
BAJAJHLDNG,6214,5986,228,3.81,7180,5694.8574,5388061309,6637.4705,942.61309,10650
BOSCHLTD,19750,19031,719,3.78,8049,8169.56449,7920175086,8981.12786,811.56336,41760
COFORGE,67781,65416,2365,3.62,73662,80227.07501,46902355342,94841.21343,14614.13842,1504
ADANIGREEN,55633,53704,1929,3.59,33125,45929.34282,27509376768,54486.7305,8557.38768,1534
BANKBARODA,91437,88326,3111,3.52,27024,54568.31825,15012072416,57353.48716,2785.16891,250
DIVISLAB,65442,63236,2206,3.49,42883,34387.3964,26681702144,37976.56784,3589.17144,6830
RELIANCE,483434,467234,16200,3.47,146903,99193.33105,88419987055,110394.4516,11201.12055,1310
VBL,75563,73034,2529,3.46,31169,35964.71014,15860724816,38653.03706,2688.32691,479
BAJAJFINSV,75207,72723,2484,3.42,21960,18661.36431,10801391295,20386.53726,1725.17295,1917
ICICIBANK,244991,236993,7998,3.37,79554,134238.66568,65941452255,143833.24823,9594.58255,1401
VEDL,116847,113044,3803,3.36,27702,12248.41655,7941922160,13816.72065,1568.3041,272
SIEMENS,34934,33802,1132,3.35,8759,10866.47016,4430436613,11602.92379,736.45363,3489
PAGEIND,26807,25940,867,3.34,20148,27704.40756,14040367364,29435.5812,1731.17364,39425
ADANIPOWER,73504,71132,2372,3.33,19636,31884.89087,12846637618,34496.2233,2611.33243,218
SUPREMEIND,22364,21645,719,3.32,5715,8063.16743,2615826914,8560.92408,497.75664,3325
NYKAA,26476,25637,839,3.27,8727,19387.525,7162850968,20684.00343,1296.47843,329
INDIGO,85275,82591,2684,3.25,57506,47744.84661,40772305242,55406.87403,7662.02742,5299
INDUSTOWER,89131,86337,2794,3.24,24600,31082.18545,14242999024,33147.85069,2065.66524,406
CROMPTON,33878,32826,1052,3.2,6298,10159.26686,2643537015,10518.09326,358.8264,261
HINDPETRO,37142,35997,1145,3.18,15636,25278.4478,10212401875,26910.7278,1632.28,395
TIINDIA,13991,13561,430,3.17,2942,3100.01282,1479123904,3288.01186,187.99904,2962
BANKINDIA,32323,31335,988,3.15,10475,20257.76636,6089869708,21441.53544,1183.76908,144
ASTRAL,36966,35845,1121,3.13,8713,9494.93252,4130952689,10397.24441,902.31189,1336
