symbol,shortName,price,changePct,volume
MRNA,"Moderna, Inc.",67.01,-1.85,8512203
FRMI,Fermi Inc.,6.31,-4.25,21828460
IONS,"Ionis Pharmaceuticals, Inc.",56.75,-2.58,5096098
TARS,"Tarsus Pharmaceuticals, Inc.",59.31,2.01,1113236
ARWR,"Arrowhead Pharmaceuticals, Inc.",74.11,-3.0,2479784
OUST,"Ouster, Inc.",40.03,-7.51,3331769
BEAM,Beam Therapeutics Inc.,31.0,-5.14,2857714
AXTI,AXT Inc,50.46,-11.8,12230392
AGX,"Argan, Inc.",599.74,-4.85,306926
SAIL,"SailPoint, Inc.",14.01,2.19,2729504
SRPT,"Sarepta Therapeutics, Inc.",18.82,-0.69,2456650
BHVN,Biohaven Ltd.,15.17,-2.44,1690810
DOCN,"DigitalOcean Holdings, Inc.",123.32,-5.49,1688585
IBRX,"ImmunityBio, Inc.",7.79,-5.23,9831731
BTDR,Bitdeer Technologies Group,12.13,-8.73,7782767
