symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
NVDA,NVIDIA Corporation,203.53,-7.43,-3.52,113202886,159311521,4929700233216
NU,Nu Holdings Ltd.,13.67,-0.09,-0.65,133025141,55171540,66032721920
SOFI,"SoFi Technologies, Inc.",18.13,-0.65,-3.46,96562789,75493259,23256096768
AAL,"American Airlines Group, Inc.",16.31,-0.64,-3.78,152679077,96283422,10787191808
PATH,"UiPath, Inc.",11.85,0.17,1.46,90814719,43654231,6139725312
FRMI,Fermi Inc.,6.31,-0.28,-4.25,21828460,19733980,4026305792
OPEN,Opendoor Technologies Inc,4.485,-0.28,-5.88,62053386,48389913,4326843904
INTC,Intel Corporation,103.12,-6.72,-6.12,99602024,134594067,518281134080
ONDS,Ondas Inc,6.96,-0.3,-4.13,107164418,70315772,3966076672
PLUG,"Plug Power, Inc.",2.17,-0.06,-2.69,35189375,72525165,3027299840
NOK,Nokia Corporation Sponsored,11.69,-0.75,-6.03,95853408,110516931,65259823104
NFLX,"Netflix, Inc.",73.83,0.46,0.63,34708220,42492262,310883254272
MARA,"MARA Holdings, Inc.",12.19,-0.41,-3.25,34999707,43468750,4647687168
T,AT&T Inc.,21.55,0.42,1.99,57091441,51105529,149736685568
F,Ford Motor Company,13.85,-0.15,-1.07,46661162,60799180,55187996672
BBD,Banco Bradesco Sa,3.61,-0.04,-1.1,26731512,31804598,38160269312
SPCX,Space Exploration Technologies ,139.14,-6.16,-4.24,70450492,147132836,1833056337920
META,"Meta Platforms, Inc.",656.73,-12.48,-1.86,18010409,17884744,1667058630656
QXO,"QXO, Inc.",13.89,-1.1,-7.34,20596760,21366783,14415117312
CRCL,"Circle Internet Group, Inc.",63.0,-3.14,-4.75,12697861,15070686,16839313408
RIG,Transocean Ltd (Switzerland),5.37,0.17,3.27,43455853,34857262,5943302656
RIVN,"Rivian Automotive, Inc.",17.31,-0.17,-0.97,24101893,34725081,25053949952
AAPL,Apple Inc.,317.31,1.99,0.63,41376714,54682654,4660444790784
TSLA,"Tesla, Inc.",394.76,-13.0,-3.19,32685743,53148093,1482609524736
AMZN,"Amazon.com, Inc.",247.31,1.97,0.8,33220841,50288744,2660340858880
