symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
KALYANKJIL,KALYANKJILEQN,511.35,7.39,154485625,154485625,78923616100,476.15,04-Sep-2025,,617.7,327.05,35.2,470.5,510.65,531.9,469,2026-07-13 16:00:27
TCS,TCSEQN,2182.9,5.51,12382622,12382622,26782249297.58,2069,15-Jul-2026,,3399,1976.8,113.9,2075,2181.5,2204.9,2065.1,2026-07-13 16:00:27
INFY,INFYEQN,1102.6,3.24,20994760,20994760,23001859056,1068,10-Jun-2026,,1728,982.4,34.6,1057.1,1102.6,1114.9,1057.1,2026-07-13 16:00:27
NEWGEN,NEWGENEQN,585.85,13.27,32487365,32487365,18683808485.15,517.2,17-Jul-2026,,1125.9,401.05,68.65,511.95,590.5,607,507.05,2026-07-13 16:00:27
HDFCBANK,HDFCBANKEQN,817.5,-0.9,21741736,21741736,17778652361.92,824.95,19-Jun-2026,,1020.5,726.65,-7.45,817,817.95,821.95,811,2026-07-13 16:00:27
ZENSARTECH,ZENSARTECHEQN,541.5,6.54,33053195,33053195,17612064423.8,508.25,17-Jul-2026,,868.95,423,33.25,504,540.2,547.4,496.1,2026-07-13 16:00:27
BHARTIARTL,BHARTIARTLEQN,1903.6,-0.87,7862506,7862506,14981218932.4,1920.4,18-Jul-2025,,2174.5,1740.5,-16.8,1914,1901.8,1917,1896.7,2026-07-13 16:00:27
ICICIBANK,ICICIBANKEQN,1407.8,0.47,10091437,10091437,14161818113.95,1401.2,12-Aug-2025,,1500,1187.6,6.6,1393.5,1409.5,1413,1386.3,2026-07-13 16:00:27
CUPID,CUPIDEQN,207.99,-2,60588172,60588172,12702310259.8,212.24,09-Mar-2026,,226,21.65,-4.25,212.24,206.83,215.25,205,2026-07-13 16:00:27
RELIANCE,RELIANCEEQN,1297,-0.83,9488352,9488352,12329259472.32,1307.8,05-Jun-2026,,1611.8,1253.2,-10.8,1300,1296.9,1306.4,1295,2026-07-13 16:00:27
HCLTECH,HCLTECHEQN,1224,5.15,9028077,9028077,10935619389.33,1164.1,24-Apr-2026,,1780.1,1030,59.9,1162,1221.2,1237,1162,2026-07-13 16:00:27
BAJAJ-AUTO,BAJAJ-AUTOEQN,10410,2.5,1009236,1009236,10363360050.72,10156,24-Jun-2026,,10834,7858.5,254,10080,10381,10442,10030.5,2026-07-13 16:00:27
SONATSOFTW,SONATSOFTWEQN,313.05,9.71,31028990,31028990,9823467944.1,285.35,17-Jul-2026,,447.3,207.15,27.7,285,316.05,329.5,281.5,2026-07-13 16:00:27
JUSTDIAL,JUSTDIALEQN,676.85,20,15126498,15126498,9799550464.32,564.05,02-Jul-2020,,957.9,480.5,112.8,601.95,676.85,676.85,601.95,2026-07-13 16:00:27
DMART,DMARTEQN,3994.5,-2.12,2286738,2286738,9109426629.42,4081.1,09-Aug-2021,,4949.5,3529,-86.6,3950,3994.1,4012.8,3908,2026-07-13 16:00:27
TATASTEEL,TATASTEELEQN,187.18,-2.1,47597415,47597415,8896432837.65,191.19,12-Jun-2026,,224.4,152.51,-4.01,189,187.11,189.27,185.4,2026-07-13 16:00:27
BSE,BSEEQN,3802,-0.25,2327631,2327631,8839574419.77,3811.6,10-Jul-2026,,4446.8,2021.5,-9.6,3778,3804.2,3834.4,3765,2026-07-13 16:00:27
SBIN,SBINEQN,1036.7,0.07,8381510,8381510,8687770375.4,1036,15-May-2026,,1234.7,786.55,0.7,1023.5,1037,1042.9,1022.1,2026-07-13 16:00:27
DIXON,DIXONEQN,13455,0.25,609309,609309,8184348163.62,13421,16-Sep-2025,,18471,9600,34,13355,13490,13549,13200,2026-07-13 16:00:27
COFORGE,COFORGEEQN,1543.9,2.67,5132000,5132000,7809056480,1503.8,30-Jan-2026,,1989.7,1008.1,40.1,1494.1,1540.9,1547.9,1470,2026-07-13 16:00:27
