changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
142477,14-Jul-2026,Index Options,304434,27.9,Put,-20.29,270399.67634,35,161957,24000,NIFTY,270399.67634,RS,24211,8686563,OPTIDXNIFTY14-07-2026PE24000,OPTIDX,87.97
86855,14-Jul-2026,Index Options,209775,42.9,Put,-25.91,375229.07615,57.9,122920,24100,NIFTY,375229.07615,RS,24211,7719651,OPTIDXNIFTY14-07-2026PE24100,OPTIDX,70.66
84487,14-Jul-2026,Index Options,136248,34.55,Put,-23.14,188650.60562,44.95,51761,24050,NIFTY,188650.60562,RS,24211,4736157,OPTIDXNIFTY14-07-2026PE24050,OPTIDX,163.23
54858,14-Jul-2026,Index Options,163958,8.3,Put,-13.99,12423.63008,9.65,109100,23700,NIFTY,12423.63008,RS,24211,2022569,OPTIDXNIFTY14-07-2026PE23700,OPTIDX,50.28
53096,14-Jul-2026,Index Options,269557,6.1,Call,-58.36,25660.39268,14.65,216461,24500,NIFTY,25660.39268,RS,24211,5054741,OPTIDXNIFTY14-07-2026CE24500,OPTIDX,24.53
50607,14-Jul-2026,Index Options,88691,7,Put,-15.66,5211.91375,8.3,38084,23650,NIFTY,5211.91375,RS,24211,1050895,OPTIDXNIFTY14-07-2026PE23650,OPTIDX,132.88
43895,14-Jul-2026,Index Options,101560,22.75,Put,-16.51,69177.16717,27.25,57665,23950,NIFTY,69177.16717,RS,24211,2982803,OPTIDXNIFTY14-07-2026PE23950,OPTIDX,76.12
42742,14-Jul-2026,Index Options,96884,9.7,Put,-15.65,11594.95296,11.5,54142,23750,NIFTY,11594.95296,RS,24211,1484059,OPTIDXNIFTY14-07-2026PE23750,OPTIDX,78.94
41759,14-Jul-2026,Index Options,100445,4.05,Put,-15.63,2909.77086,4.8,58686,23400,NIFTY,2909.77086,RS,24211,1271753,OPTIDXNIFTY14-07-2026PE23400,OPTIDX,71.16
40433,14-Jul-2026,Index Options,145510,5.9,Put,-17.48,6379.43208,7.15,105077,23600,NIFTY,6379.43208,RS,24211,1555390,OPTIDXNIFTY14-07-2026PE23600,OPTIDX,38.48
39190,14-Jul-2026,Index Options,160885,54.9,Put,-26.65,302303.7773,74.85,121695,24150,NIFTY,302303.7773,RS,24211,5247464,OPTIDXNIFTY14-07-2026PE24150,OPTIDX,32.2
38722,14-Jul-2026,Index Options,139375,18.55,Put,-15.1,69716.14728,21.85,100653,23900,NIFTY,69716.14728,RS,24211,4006560,OPTIDXNIFTY14-07-2026PE23900,OPTIDX,38.47
33523,14-Jul-2026,Index Options,85970,9.9,Call,-52.52,23038.248,20.85,52447,24450,NIFTY,23038.248,RS,24211,3090101,OPTIDXNIFTY14-07-2026CE24450,OPTIDX,63.92
32906,14-Jul-2026,Index Options,79380,27.1,Call,-34.54,71011.88997,41.4,46474,24350,NIFTY,71011.88997,RS,24211,4242682,OPTIDXNIFTY14-07-2026CE24350,OPTIDX,70.81
31493,14-Jul-2026,Index Options,116205,3.15,Put,-24.1,2364.89573,4.15,84712,23300,NIFTY,2364.89573,RS,24211,1241741,OPTIDXNIFTY14-07-2026PE23300,OPTIDX,37.18
30980,14-Jul-2026,Index Options,219353,2,Put,-32.2,1982.39154,2.95,188373,23000,NIFTY,1982.39154,RS,24211,1564017,OPTIDXNIFTY14-07-2026PE23000,OPTIDX,16.45
29885,14-Jul-2026,Index Options,188274,72.7,Put,-24.47,468635.03804,96.25,158389,24200,NIFTY,468635.03804,RS,24211,6969328,OPTIDXNIFTY14-07-2026PE24200,OPTIDX,18.87
29518,14-Jul-2026,Index Options,129046,17.1,Call,-41.94,61769.95718,29.45,99528,24400,NIFTY,61769.95718,RS,24211,5499462,OPTIDXNIFTY14-07-2026CE24400,OPTIDX,29.66
26784,14-Jul-2026,Index Options,77478,14.85,Put,-14.16,26805.14647,17.3,50694,23850,NIFTY,26805.14647,RS,24211,2040509,OPTIDXNIFTY14-07-2026PE23850,OPTIDX,52.83
25050,14-Jul-2026,Index Options,110267,2.35,Put,-36.49,1761.79227,3.7,85217,23200,NIFTY,1761.79227,RS,24211,1088534,OPTIDXNIFTY14-07-2026PE23200,OPTIDX,29.4
22799,14-Jul-2026,Index Options,158484,11.15,Put,-21.75,34163.13942,14.25,135685,23800,NIFTY,34163.13942,RS,24211,3313914,OPTIDXNIFTY14-07-2026PE23800,OPTIDX,16.8
20711,14-Jul-2026,Index Options,173880,4.6,Put,-19.3,5211.49513,5.7,153169,23500,NIFTY,5211.49513,RS,24211,1716849,OPTIDXNIFTY14-07-2026PE23500,OPTIDX,13.52
20657,21-Jul-2026,Index Options,39552,7.4,Call,-18.23,659.8755,9.05,18895,25000,NIFTY,659.8755,RS,24211,135721,OPTIDXNIFTY21-07-2026CE25000,OPTIDX,109.33
18049,14-Jul-2026,Index Options,36654,3.75,Put,-15.73,1253.22356,4.45,18605,23350,NIFTY,1253.22356,RS,24211,612075,OPTIDXNIFTY14-07-2026PE23350,OPTIDX,97.01
17802,14-Jul-2026,Index Options,49956,5.7,Put,-8.8,2587.32955,6.25,32154,23550,NIFTY,2587.32955,RS,24211,744020,OPTIDXNIFTY14-07-2026PE23550,OPTIDX,55.36
