symbol,shortName,price,changePct,volume
PLBL,Polibeli Group Ltd,7.25,-10.71,397769
EQPT,EquipmentShare.com Inc,16.825,-9.79,3863652
ALM,Almonty Industries Inc.,15.015,-9.6,6246772
VOD,Vodafone Group Plc,15.47,5.1,8729929
WDFC,WD-40 Company,251.43,-5.09,277852
CCC,CCC Intelligent Solutions Holdi,6.23,5.24,15808339
REZI,"Resideo Technologies, Inc.",35.4,4.3,2153899
BBAR,Banco BBVA Argentina S.A.,19.98,-5.58,443125
GGAL,Grupo Financiero Galicia S.A.,51.41,-4.32,723501
CBRS,Cerebras Systems Inc.,204.62,-4.86,3475274
WHR,Whirlpool Corporation,38.85,-4.59,2421964
KB,KB Financial Group Inc,123.25,0.05,352613
WPP,WPP plc,18.86,2.0,426490
INSW,"International Seaways, Inc.",86.17,-2.61,406626
META,"Meta Platforms, Inc.",656.73,-1.86,18010409
