symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
MVELECTRO,EQ,641.2,81.05,  14.47,20,672.15,559.95,686.5,516.55,146.8933,943.3193939399999
IMAGICAA,EQ,60.21,10.03,  19.99,20,60.21,50.05,60.21,36.84,342.42813,199.87529948099998
STLTECH,BE,695.85,33.1,   4.99,5,695.85,682,695.85,84.6,20.2868,140.93848564
TRAVELFOOD,EQ,1332,44.2,   3.43,10,1416.5,1287.8,1470.9,1035.3,5.38246,73.639049998
SIGMAADV,EQ,763.65,36.35,   5.00,5,763.65,730.95,763.65,126.73,9.42674,71.561211362
PVP,EQ,62.12,5.64,   9.99,10,62.12,57.51,62.12,19.99,65.80316,39.620082636
QPOWER,EQ,1363.1,64.9,   5.00,5,1363.1,1301.5,1441,581,2.2436,30.37452988
AASTHA,EQ,88.37,8.03,  10.00,10,88.37,88.36,140.01,70,27.87093,24.626753748
DEEDEV,EQ,636.85,-0.15,  -0.02,5,668.85,632.25,760,183,3.16732,20.83938194
SETL,EQ,346.9,16.5,   4.99,5,346.9,335.6,346.9,104.56,4.97377,17.167961909
SHAH,EQ,3.79,0.63,  19.94,20,3.79,3.14,5.82,2.56,438.93037,15.845386356999999
ONIXSOLAR,EQ,302,13.35,   4.62,5,303.05,284.75,393.95,262.45,3.50922,10.355006376
BODALCHEM,BE,94.47,4.49,   4.99,5,94.47,88.05,94.47,42.81,10.42178,9.793346666
GATECH,BE,1.03,0.04,   4.04,5,1.03,1.02,1.03,0.4,778.30157,7.938676014
NATCAPSUQ,EQ,211.12,30.84,  17.11,20,216.33,179.17,296,136.36,2.68991,5.484995481
SILKFLEX,SM,239.9,-3.15,  -1.30,5,255.2,233.25,255.2,76,2.16,5.388984
SALSTEEL,EQ,71.95,0.31,   0.43,5,75.22,70.05,81.8,16.85,6.17914,4.5070647159999995
CALSOFT,EQ,33.81,1.61,   5.00,5,33.81,32.3,33.81,10.9,11.0601,3.71066355
GSMFOILS,SM,112,5.3,   4.97,5,112,112,293.85,79.7,2.97,3.3264
BGRENERGY,BE,269.75,12.8,   4.98,5,269.75,261.5,490.8,155.45,1.17938,3.1801981699999997
MON100,EQ,326.94,0.94,   0.29,20,326.94,326.94,342.55,200.65,0.95399,3.118974906
SHRIAHIMSA,ST,480.9,22.9,   5.00,5,480.9,452.5,480.9,208.55,0.51,2.41842
BIRLACABLE,BE,281.06,13.38,   5.00,5,281.06,267.1,308.25,104,0.81583,2.278205275
MVKAGRO,SM,176.45,8.4,   5.00,5,176.45,170.2,819,152.05,1.071,1.876392
