symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
SAGILITY,7037,4489,2548,56.76,8773,11642.796,3749972880,12673.8048,1031.0088,44
ATHERENERG,5590,3603,1987,55.15,8514,15782.34941,3357051086,16839.53527,1057.18586,1495
PREMIERENE,26020,21198,4822,22.75,24105,29442.12212,13165070990,31774.94203,2332.8199,1000
NIFTY,8062281,6610753,1451528,21.96,47336066,708083.61306,74856688078377,2682409.24684,1974325.63377,24090
TATAPOWER,97539,80525,17014,21.13,117486,58774.54737,56387194478,67091.02715,8316.47978,352
MIDCPNIFTY,60122,49903,10219,20.48,75761,28954.9098,134122216489,40175.49469,11220.58489,14948
LICHSGFIN,61022,52096,8926,17.13,108815,97523.8052,49821382030,107764.0255,10240.2203,535
GVT&D,38119,32719,5400,16.5,61564,47845.674,31087101462,57588.43862,9742.76462,4407
KEI,16598,14346,2252,15.7,14792,30515.86622,11363768018,32580.5464,2064.68018,5536
APLAPOLLO,32767,28361,4406,15.54,29873,36885.34416,20053341525,41105.22941,4219.88525,2188
HDFCAMC,30854,26752,4102,15.33,23549,39882.20559,14726526237,42199.31796,2317.11237,2575
AMBER,25440,22110,3330,15.06,63000,43635.32616,45578552666,54579.25282,10943.92666,7701
JINDALSTEL,36016,31414,4602,14.65,25234,27133.85225,16277808093,29644.93318,2511.08093,1170
MAZDOCK,38041,33187,4854,14.63,18622,13649.68451,9956857441,15377.34642,1727.66191,2588
APOLLOHOSP,33014,28865,4149,14.37,17796,16621.24421,18277693195,18262.55116,1641.30695,8800
SOLARINDS,30543,26705,3838,14.37,49119,54704.31194,46505506084,65849.37278,11145.06084,20580
FINNIFTY,4651,4086,565,13.83,7184,1512.38442,11496757717,2618.17159,1105.78717,26280
ADANIPOWER,70753,62330,8423,13.51,109045,136299.05038,72599099346,152080.06134,15781.01096,215
MAHABANK,4440,3919,521,13.29,3628,4789.9982,1606137390,5145.0321,355.0339,84
MANAPPURAM,29181,25763,3418,13.27,21713,55381.2921,18070286370,59458.2558,4076.9637,348
COCHINSHIP,24340,21533,2807,13.04,24015,17047.87704,13800119228,20372.34932,3324.47228,1543
NHPC,28318,25180,3138,12.46,8935,6596.85104,4075636375,7127.58779,530.73675,76
UNOMINDA,12264,10909,1355,12.42,8205,11198.73243,4795191307,12357.85551,1159.12307,1280
FORCEMOT,16177,14434,1743,12.08,4639,5367.31353,1576435462,5822.16815,454.85462,17375
ZYDUSLIFE,17506,15630,1876,12,34103,68527.70136,29894203386,74222.01522,5694.31386,1189
