symbol,shortName,price,changePct,volume
GENB,"Generate Biomedicines, Inc.",16.14,-20.8,3835199
SYRE,"Spyre Therapeutics, Inc.",93.605,-12.81,3114066
FIGR,"Figure Technology Solutions, In",37.08,-9.87,5136680
QBTS,D-Wave Quantum Inc.,17.51,-9.51,25974047
SNAP,Snap Inc.,5.42,-8.45,69118368
RUM,RUM Group Inc.,9.375,-8.36,5059572
TNK,Teekay Tankers Ltd.,83.2,-7.59,1300738
ZM,"Zoom Communications, Inc.",93.83,-7.03,7256293
CHWY,"Chewy, Inc.",22.97,-6.97,8286166
APLD,Applied Digital Corporation,26.87,-6.86,12826894
HSAI,Hesai Group,17.08,-6.67,1974492
FRMI,Fermi Inc.,5.61,-6.66,8668475
IREN,IREN LIMITED,39.58,-6.23,37445517
FRVO,Fervo Energy Company,15.44,-6.14,3587390
HIMS,"Hims & Hers Health, Inc.",29.83,-6.05,11475197
