symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
HDFCBANK,HDFCBANKEQN,711,-2.23,46515020,46515020,33295451316,727.2,19-Jun-2026,,1020.5,710,-16.2,728.15,711,728.15,710,2026-08-27 16:00:29
BBTC,BBTCEQN,1592,11.63,14319956,14319956,23055988357.36,1426.2,20-Feb-2026,,2135,1314.6,165.8,1450,1613.6,1639,1449,2026-08-27 16:00:29
WEL,WELEQN,124.74,-20,129566541,129566541,19442755142.46,155.92,20-Feb-2026,,183.53,75.01,-31.18,157.5,124.74,179.2,124.74,2026-08-27 16:00:29
ICICIBANK,ICICIBANKEQN,1443,0.91,11539716,11539716,16673966442.72,1430,03-Aug-2026,,1480,1187.6,13,1445,1443,1453.8,1433.1,2026-08-27 16:00:29
BHARTIARTL,BHARTIARTLEQN,1878.3,-1.25,8757645,8757645,16582600807.5,1902.1,24-Jul-2026,,2174.5,1740.5,-23.8,1915,1878.3,1915,1878.3,2026-08-27 16:00:29
ADANIPOWER,ADANIPOWEREQN,215,3.76,70024737,70024737,14894961807.27,207.2,22-Sep-2025,,254.2,116.7,7.8,209.15,215,217.4,207.3,2026-08-27 16:00:29
ICICIAMC,ICICIAMCEQN,3093,-4.03,4775198,4775198,14747482743.3,3222.8,12-Jun-2026,,3611,2530,-129.8,3099.7,3093.6,3118.2,3060.7,2026-08-27 16:00:29
RELIANCE,RELIANCEEQN,1282.2,-1.22,11271497,11271497,14564802993.46,1298,05-Jun-2026,,1611.8,1249.8,-15.8,1305,1282.2,1308.4,1282.2,2026-08-27 16:00:29
KOTAKBANK,KOTAKBANKEQN,424.2,1.8,32914085,32914085,13967091969.75,416.7,17-Jul-2026,,453.2,345.5,7.5,415.75,424.2,427.7,415,2026-08-27 16:00:29
MILKYMIST,MILKYMISTEQN,215.15,-3.13,59235093,59235093,13183362298.08,222.11,,,233.8,165,-6.96,227.39,217.31,233.8,212.66,2026-08-27 16:00:29
HINDCOPPER,HINDCOPPEREQN,538.5,-3.16,24102873,24102873,13076772717.42,556.05,13-Feb-2026,,760.05,226.7,-17.55,547.2,536.3,552.9,533.15,2026-08-27 16:00:29
ETERNAL,ETERNALEQN,328.5,0.46,34877860,34877860,11457377010,327,,,368.45,212.6,1.5,329,328.5,330.9,325.3,2026-08-27 16:00:29
NETWEB,NETWEBEQN,5295.1,0.44,2077974,2077974,11071133775.9,5271.9,07-Aug-2026,,5813,2190.7,23.2,5380,5272.2,5450.1,5250,2026-08-27 16:00:29
WELCORP,WELCORPEQN,2406,4.3,4076090,4076090,9791624158.9,2306.7,30-Jun-2026,,2437.3,710,99.3,2315,2405.8,2437.3,2313.7,2026-08-27 16:00:29
INOXINDIA,INOXINDIAEQN,2160.3,12.12,4484559,4484559,9511973866.95,1926.7,09-Jun-2026,,2224,1068.2,233.6,1935.9,2177.9,2224,1916.9,2026-08-27 16:00:29
MVELECTRO,MVELECTROEQN,641.2,14.47,14689330,14689330,9433193939.4,560.15,,,686.5,516.55,81.05,565.5,646.8,672.15,559.95,2026-08-27 16:00:29
KALYANKJIL,KALYANKJILEQN,629.3,3.06,14631430,14631430,9154885751,610.6,04-Sep-2025,,648.95,327.05,18.7,610.6,629.3,635.95,609.9,2026-08-27 16:00:29
AXISBANK,AXISBANKEQN,1256,0.08,7005789,7005789,8823020608.71,1255,10-Jul-2026,,1418.3,1042.5,1,1260,1256,1268.7,1251.4,2026-08-27 16:00:29
BHEL,BHELEQN,433.95,4.44,19967976,19967976,8613386127.36,415.5,17-Jul-2026,,446.5,205.12,18.45,416,433.95,438.2,416,2026-08-27 16:00:29
BSE,BSEEQN,3328,0.07,2498105,2498105,8351090071.85,3325.6,10-Jul-2026,,4446.8,2021.5,2.4,3344,3328,3386.6,3312.1,2026-08-27 16:00:29
