symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
DHOOTTRANS,EQ,1305.75,118.7,  10.00,10,1305.75,1165,1305.75,1131,93.37722,1158.95136603
INDOMIM,EQ,952.75,86.6,  10.00,10,952.75,905,952.75,700,102.46021,966.025597943
HFCL,EQ,230.47,10.97,   5.00,5,230.47,218.01,230.95,59.82,357.39264,815.92739712
PARAS,EQ,1527.3,138.8,  10.00,10,1527.3,1384.7,1527.3,580.5,54.05217,799.582940376
STYLEBAAZA,EQ,402.65,19.15,   4.99,5,402.65,400,427,229.95,48.55079,195.22758166900002
PRABHA,EQ,189,25.62,  15.68,20,196.05,163,266.99,137.91,53.59104,101.71579392000001
IBULLSLTD,EQ,26.92,-0.91,  -3.27,5,29.22,26.67,32.5,8.9,261.07565,74.19769973
SUBEXLTD,EQ,16.49,2.38,  16.87,20,16.93,14.08,16.93,6.61,446.77415,73.136928355
IDEAFORGE,EQ,834.85,39.75,   5.00,5,834.85,780,992.25,366,8.58864,71.144858304
BLISSGVS,BE,546.5,26,   5.00,5,546.5,501.25,553,118,9.57967,51.803981459
WEBELSOLAR,EQ,86.94,4.14,   5.00,5,86.94,81.14,141.5,50.4,42.43102,36.418544466
BHAGYANGR,EQ,401.6,19.1,   4.99,5,401.6,376.05,432.3,86,5.53306,22.006639537999998
MODISONLTD,BE,373.9,17.8,   5.00,5,373.9,357.9,373.9,114,4.39834,16.400090358
MON100,EQ,336.33,-0.48,  -0.14,20,336.33,336.33,342.55,198.73,3.99022,13.420306926
SIGMAADV,EQ,658.45,31.35,   5.00,5,658.45,622,721.5,109.45,1.90567,12.401909793000002
ANAWIL,ST,435,11.55,   2.73,5,444.6,407,444.6,313.2,2.732,11.8617976
HINDADH,EQ,384.1,48.55,  14.47,20,402.65,361,402.65,335.55,2.4679,9.6815717
INDOTECH,EQ,3788.8,180.4,   5.00,5,3788.8,3617,3976.8,1100,0.25073,9.438831142
AQYLON,EQ,22.87,1.08,   4.96,5,22.87,20.87,224.7,20.87,34.02192,7.699160495999999
SUPREMEPWR,SM,230.9,38.45,  19.98,20,230.9,195.9,291.35,130.55,3.18,7.017306
AMANTA,BE,172.33,8.2,   5.00,5,172.33,159.5,189,92,3.07363,5.225785726
BI,EQ,101.38,9.21,   9.99,10,101.38,92.17,101.38,51.62,5.23283,5.225504038
BIRLACABLE,BE,293.09,13.95,   5.00,5,293.09,267.05,308.25,104,1.6256,4.6500288
UNIVASTU,BE,177.13,8.43,   5.00,5,177.13,175.05,177.13,56.02,2.22585,3.936860895
VALIANTLAB,EQ,90.85,4.32,   4.99,5,90.85,88.27,94.95,49.51,4.05249,3.6739874340000003
VHLTD,BE,129.81,6.18,   5.00,5,129.81,122.65,155.36,103,2.88778,3.599906548
OPTIVALUE,ST,192.5,7.25,   3.91,5,194.5,177.05,194.5,56.05,1.728,3.3251904
HEXAGON,BE,66.41,3.16,   5.00,5,66.41,63.02,78.25,48.1,4.68436,3.045302436
MAFANG,EQ,209.43,-1.99,  -0.94,20,209.43,209.43,211.42,149.74,1.41506,2.963560158
GATECH,BE,0.81,0.03,   3.85,5,0.81,0.8,0.93,0.4,301.10999,2.40887992
INVPRECQ,BE,1256.5,59.8,   5.00,5,1256.5,1166,1256.5,551,0.17094,2.1252286440000003
TPHQ,EQ,0.63,0.05,   8.62,10,0.63,0.54,0.86,0.4,334.21785,1.9718853149999997
PURPLEUTED,ST,388.95,18.5,   4.99,5,388.95,385,587.95,244.45,0.45,1.74834
SHERA,ST,183,6,   3.39,5,185.85,177.55,185.85,94.95,0.85,1.557285
GANESHIN,ST,117.3,5.55,   4.97,5,117.3,108,279.8,66.4,1.2,1.38984
AARTECH,BE,51.29,0.47,   0.92,5,53.36,49,64.75,33.51,2.61953,1.35167748
OCCLLTD,BE,164.81,7.84,   4.99,5,164.81,156.95,183.03,75.71,0.78853,1.27663007
SPECTRUM,BE,2231.3,106.2,   5.00,5,2231.3,2051.2,2637.2,1050,0.05337,1.1706762869999998
MYSORPETRO,EQ,116.2,9.93,   9.34,20,127.52,111,0,0,0.86196,1.062451896
MASPTOP50,EQ,81.02,-0.24,  -0.30,20,81.02,81,82.78,62.42,1.11841,0.906023941
GSLSU,EQ,35.39,1.68,   4.98,5,35.39,33.74,139.67,23.06,2.5337,0.8893287
OMFURN,SM,57.1,2.65,   4.87,5,57.15,54.9,140,38,1.596,0.8830668
UHTL,ST,112.45,5.35,   5.00,5,112.45,112.45,131.55,44,0.7,0.78715
PRADPME,BE,524,24.9,   4.99,5,524.05,501.55,596,357.05,0.15087,0.783860172
GCHOTELS,ST,102.55,4.85,   4.96,5,102.55,100.5,255,76.5,0.762,0.7792212
MAHKTECH,EQ,23.1,-0.16,  -0.69,20,23.1,23.1,35.59,21,3.33488,0.77035728
MENONBE,BE,253.21,12.05,   5.00,5,253.21,253.21,254.25,101.5,0.29561,0.7485140809999999
CORDSCABLE,BE,224.75,10.7,   5.00,5,224.75,213.9,259.4,127.01,0.30808,0.68439972
CALSOFT,EQ,27.12,1.29,   4.99,5,27.12,26.19,27.83,10.9,2.48678,0.6721766339999999
FRESHARA,ST,358.7,17.05,   4.99,5,358.7,338,388.75,130,0.192,0.6669888
BIKEWO,ST,110.3,5.25,   5.00,5,110.3,110.3,110.3,13.65,0.58,0.63974
PRAMARA,SM,116.7,10.6,   9.99,10,116.7,104.5,374.8,104.5,0.56,0.61768
RUBYMILLS,BE,401.55,19.1,   4.99,5,401.55,384.7,424.9,169.02,0.15176,0.603686104
BHADORA,ST,107.1,5.1,   5.00,5,107.1,104,128.85,49.5,0.48,0.51072
SUPTANERY,EQ,8.19,1.36,  19.91,20,8.19,7.15,8.19,6.81,5.78158,0.46079192599999996
EPWINDIA,ST,225.75,10.75,   5.00,5,225.75,215,282.05,98,0.204,0.4474944
FILATFASH,EQ,0.19,0.01,   5.56,5,0.19,0.18,0.68,0.14,221.62574,0.398926332
EBIX,EQ,17.06,0.81,   4.98,5,17.06,16.03,17.4,16.03,2.29126,0.38607731
FOCUS,BE,70,1.07,   1.55,5,72.37,67.9,99.9,57.06,0.49091,0.351540651
UTKAL,SM,52.95,1.15,   2.22,5,54.35,50.9,66,22.6,0.64,0.340672
MONQ50,EQ,151.2,-0.2,  -0.13,20,151.2,151.2,151.4,79.02,0.19945,0.3015684
GOLDSTAR,SM,8.4,0.35,   4.35,5,8.45,8.1,9.95,4.5,3.15,0.264285
VIGOR,ST,91.75,3.9,   4.44,5,92.2,85.7,114.4,44.75,0.288,0.2575584
GVKPIL,BE,2.37,0.03,   1.28,2,2.38,2.31,4.06,2.31,9.45506,0.221248404
HPTL,SM,325.2,15.45,   4.99,5,325.2,325,330.3,175,0.06,0.195108
SANGINITA,BE,59.53,2.83,   4.99,5,59.53,59.53,68.02,9.23,0.31343,0.186584879
NOVAAGRI,BE,25.21,-0.5,  -1.94,5,26.99,24.6,53.74,18.12,0.67636,0.173756884
ADDICTIVE,SM,43.85,0.6,   1.39,5,45.4,43.25,152.05,37.15,0.315,0.1416555
SMARTEN,ST,52.95,2.5,   4.96,5,52.95,51.1,109,42,0.264,0.1387584
AKSHOPTFBR,BE,7.32,0.34,   4.87,5,7.32,7.32,9,3.82,1.73111,0.126717252
OSIAHYPER,BE,2.7,0.12,   4.65,5,2.7,2.68,33.08,2.4,4.08435,0.10986901499999999
MOS,ST,11.15,0.5,   4.69,5,11.15,10.85,28.55,9.05,0.92,0.10212
IL&FSENGG,BZ,37.57,1.78,   4.97,5,37.57,36.55,37.57,21,0.25615,0.09595379
EQUIPPP,BE,22.83,1.08,   4.97,5,22.83,21.5,25.89,13.85,0.41194,0.093469186
GIRIRAJ,SM,72.2,3.4,   4.94,5,72.2,72.2,378,52.3,0.105,0.07581
AAKAAR,SM,53.05,2.5,   4.95,5,53.05,50.6,98.8,46,0.144,0.0752832
SIDDHIKA,SM,224,8.95,   4.16,5,225.8,224,250,180.65,0.03,0.067518
BULKCORP,SM,68.25,3.25,   5.00,5,68.25,67,86.95,38.05,0.096,0.065136
MCON,SM,48.5,2.3,   4.98,5,48.5,47.95,94,37.3,0.13,0.062881
CMRSL,SM,69.85,3.3,   4.96,5,69.85,69.5,96.75,52.45,0.088,0.061424
MEDIORG,SM,24.3,1.15,   4.97,5,24.3,24.3,41,19.1,0.24,0.05832
GENSOL,BZ,18.32,0.87,   4.99,5,18.32,17.45,46.02,16.4,0.30008,0.0547646
VIVIMEDLAB,BE,5.4,0.25,   4.85,5,5.4,5,29.4,4.75,0.98838,0.05287833000000001
CTE,EQ,42.8,2.03,   4.98,5,42.8,42.8,59.93,20.51,0.12043,0.05154404
PALREDTEC,BE,55.74,2.65,   4.99,5,55.74,51,73.6,27.45,0.093,0.0513267
SIMBHALS,BZ,7.17,0.34,   4.98,5,7.17,6.85,15.99,6.47,0.59892,0.04252332
VCL,EQ,1.85,0.08,   4.52,5,1.85,1.85,2.66,0.87,2.23453,0.041338805
KALANA,SM,21,1,   5.00,5,21,20.8,46.85,15.1,0.16,0.03352
BOHRAIND,EQ,15.35,1.34,   9.56,10,15.41,13.6,33.25,12.02,0.21453,0.032158046999999995
21STCENMGM,EQ,45.81,0.88,   1.96,2,45.82,45.11,57.98,28.25,0.06929,0.031651672
MEGAFLEX,SM,99.75,4.75,   5.00,5,99.75,95,155.05,43.5,0.03,0.029448
SHYAMCENT,BE,5.07,0.24,   4.97,5,5.07,4.76,9.75,3.68,0.55125,0.027342
GATECHDVR,BE,0.52,0.02,   4.00,5,0.52,0.5,0.67,0.36,4.62301,0.023577351
RAJRILTD,BE,22.02,0.09,   0.41,2,22.36,21.67,28.9,19.41,0.10186,0.02266385
GRAPHISAD,SM,26.5,0.5,   1.92,5,27.3,26,52.8,26,0.084,0.0221928
GRANDOAK,EQ,39.88,1.73,   4.53,5,40.05,38.1,55.76,24,0.05451,0.021602313
SANWARIA,BZ,0.2,0.01,   5.26,2,0.2,0.19,0.39,0.19,9.92931,0.018865689
SIEL,EQ,38.57,3.5,   9.98,10,38.57,38.57,38.57,30,0.0484,0.018667879999999998
BNALTD,BE,401,19,   4.97,5,401.1,385.3,589,310.4,0.00469,0.018349625
VERA,SM,86.25,4.1,   4.99,5,86.25,86.25,86.25,65.55,0.015,0.0129375
STLSTRINF,EQ,17.81,-1.18,  -6.21,20,22.78,17.35,0,0,0.06166,0.012782117999999999
CRAYONS,SM,26.9,1.25,   4.87,5,26.9,26.9,64,23.6,0.03,0.00807
JALAN,ST,1.75,0.05,   2.94,5,1.75,1.75,7,1.5,0.45,0.007875
KAMANWALA,EQ,16.26,2.71,  20.00,20,16.26,16.25,18,13.55,0.04545,0.007385625
OPTIFIN,EQ,11.77,0.32,   2.79,20,13.74,11.41,13.74,11.25,0.0573,0.00714531
SEYAIND,BE,12.4,-0.08,  -0.64,2,12.72,12.28,23.99,8.54,0.05392,0.0067777440000000005
MEP,BZ,0.64,0.01,   1.59,2,0.64,0.64,2.87,0.5,0.97103,0.006214592
IMPEXFERRO,BZ,3.71,0.07,   1.92,2,3.71,3.71,3.71,1.3,0.14487,0.005374677
SETUINFRA,BZ,0.43,0.02,   4.88,5,0.43,0.41,0.78,0.37,1.20406,0.005057051999999999
FEL,BZ,0.4,0.01,   2.56,2,0.4,0.39,0.65,0.34,1.22378,0.004772742
MTEDUCARE,BE,1.85,-0.05,  -2.63,5,1.99,1.82,2.53,1.17,0.2036,0.00384804
DSKULKARNI,BE,14.65,0.69,   4.94,5,14.65,14.65,14.65,8.6,0.01777,0.0026033049999999998
EASTSILK,BE,59,2.41,   4.26,5,59.41,59,99.25,24,0.0036,0.00213372
BLUECHIP,EQ,1.87,0.03,   1.63,2,1.87,1.87,4.6,1.65,0.03337,0.000624019
