symbol,shortName,price,changePct,volume
KLAR,Klarna Group plc,15.06,-22.81,34414868
FN,Fabrinet,482.59,-19.38,3150877
AEHR,Aehr Test Systems,123.25,-15.36,3208741
AAOI,"Applied Optoelectronics, Inc.",131.41,-15.16,14318110
MXL,"MaxLinear, Inc",72.63,-14.31,2702230
AXTI,AXT Inc,82.31,-14.23,15565449
KALU,Kaiser Aluminum Corporation,161.24,-13.08,477112
CRDO,Credo Technology Group Holding ,245.97,-13.03,7695939
CIFR,Cipher Digital Inc.,16.095,-13.0,53141494
COHR,Coherent Corp.,306.43,-12.75,8892316
BIDU,"Baidu, Inc.",90.87,-12.73,16127990
CBRS,Cerebras Systems Inc.,220.01,-12.69,13245459
EROC,"ERock, Inc.",15.22,-12.53,3504432
SMTC,Semtech Corporation,135.23,-12.31,3952269
CRWV,"CoreWeave, Inc.",93.17,-12.1,36876919
