symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
NOK,Nokia Corporation Sponsored,10.39,-0.39,-3.62,105096955,102320593,58002530304
INTC,Intel Corporation,96.685,-6.81,-6.58,121164464,121163579,511087050752
PATH,"UiPath, Inc.",15.58,-0.41,-2.56,92044900,65220903,8072313344
NU,Nu Holdings Ltd.,14.35,-0.39,-2.65,87662296,75571541,69320384512
SPCX,Space Exploration Technologies ,143.34,-2.89,-1.98,83747344,122026775,1888387858432
NVDA,NVIDIA Corporation,219.74,-5.27,-2.34,102376166,145128235,5322322739200
ONDS,Ondas Inc,9.06,0.06,0.67,78109929,87078825,5169204224
AUR,"Aurora Innovation, Inc.",6.15,-0.82,-11.76,77051926,27190422,12325555200
PLUG,"Plug Power, Inc.",2.16,-0.12,-5.26,59363807,60555985,3017942016
HL,Hecla Mining Company,17.95,-0.87,-4.62,56484038,32628682,12039287808
CIFR,Cipher Digital Inc.,16.095,-2.41,-13.0,53141494,27652617,6679919104
SAN,"Banco Santander, S.A. Sponsored",14.24,-0.35,-2.4,50846900,10301643,202871357440
WULF,TeraWulf Inc.,15.62,-1.98,-11.25,48265512,32005377,7793890816
AAL,"American Airlines Group, Inc.",14.05,-0.38,-2.63,50974679,109026875,9300677632
SMCI,"Super Micro Computer, Inc.",37.41,-0.87,-2.27,49300276,58711451,24199520256
MARA,"MARA Holdings, Inc.",8.96,-0.76,-7.77,44380652,43880185,3461241600
RIG,Transocean Ltd (Switzerland),5.82,-0.05,-0.85,38664244,38303659,6500242432
AAPL,Apple Inc.,310.03,4.44,1.45,46601840,56250820,4524633751552
OPEN,Opendoor Technologies Inc,3.36,-0.18,-5.08,37253750,58905338,3241515008
CDE,"Coeur Mining, Inc.",18.51,-0.8,-4.14,38506402,35571714,19027077120
IREN,IREN LIMITED,42.0,-2.9,-6.46,42394762,45682282,15009904640
GRAB,Grab Holdings Limited,3.45,-0.13,-3.63,39332375,48318885,14114992128
NKE,"Nike, Inc.",40.06,0.97,2.48,35927998,24139095,59428962304
KLAR,Klarna Group plc,15.06,-4.45,-22.81,34414868,4613754,5694389248
CRWV,"CoreWeave, Inc.",93.17,-12.83,-12.1,36876919,29941825,51386662912
