symbol,regPrice,postPrice,postChange,direction
SMCI,46.88,48.27,2.96,UP
AVGO,459.97,472.08,2.63,UP
NOW,135.86,132.36,-2.57,DOWN
ORCL,248.15,241.99,-2.48,DOWN
