symbol,shortName,price,changePct,volume
FLNC,"Fluence Energy, Inc.",27.15,43.8,44955609
TMHC,Taylor Morrison Home Corporatio,71.55,22.31,20113388
MDB,"MongoDB, Inc.",403.88,20.36,6677962
TWLO,Twilio Inc.,227.54,19.36,6873917
SKM,"SK Telecom Co., Ltd.",44.43,18.99,7375697
HUBS,"HubSpot, Inc.",262.2,18.84,3565727
EWTX,"Edgewise Therapeutics, Inc.",40.26,17.86,4398141
AAOI,"Applied Optoelectronics, Inc.",185.67,17.21,15956592
MGM,MGM Resorts International,50.69,16.08,26172379
KVYO,"Klaviyo, Inc. Series A",18.36,15.91,11302366
ARM,Arm Holdings plc,408.85,15.73,20449499
NBIS,Nebius Group N.V.,264.51,14.46,23568945
MNDY,monday.com Ltd.,95.47,14.17,3956792
CRWV,"CoreWeave, Inc.",124.82,13.96,56162496
OKTA,"Okta, Inc.",139.79,13.4,9704018
