symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
SMCI,"Super Micro Computer, Inc.",37.61,6.01,19.02,164567403,53923498,24328894464
SPCX,Space Exploration Technologies ,146.15,12.86,9.65,165771792,121716390,1926517096448
INTC,Intel Corporation,100.95,3.24,3.32,161584069,121990977,509191749632
NOK,Nokia Corporation Sponsored,10.32,0.88,9.32,111389496,104009222,57611751424
NVDA,NVIDIA Corporation,224.09,6.59,3.03,106431963,149666624,5427683655680
PLUG,"Plug Power, Inc.",2.29,0.07,3.15,91152011,63218424,3199577088
ONDS,Ondas Inc,9.77,0.03,0.31,83493622,89258025,5574296576
CRWV,"CoreWeave, Inc.",107.73,17.41,19.28,86984872,28433670,58774298624
PATH,"UiPath, Inc.",15.26,-0.46,-2.93,59559496,62826454,7906515456
NBIS,Nebius Group N.V.,259.2,65.97,34.14,62364592,20202225,65810415616
ACHR,Archer Aviation Inc.,6.29,-0.5,-7.36,49227697,44026809,4843468800
IREN,IREN LIMITED,43.67,3.92,9.86,48407033,45370662,15606726656
HL,Hecla Mining Company,18.1,0.34,1.91,47436392,30866430,12159008768
NU,Nu Holdings Ltd.,13.56,-0.09,-0.66,45694766,75666051,65501372416
RIG,Transocean Ltd (Switzerland),5.7,-0.11,-1.89,45087543,37475537,6366216704
ORCL,Oracle Corporation,153.28,7.8,5.36,43399366,31560100,441518587904
CDE,"Coeur Mining, Inc.",18.8,0.22,1.18,42925616,34449654,19325175808
KEEL,Keel Infrastructure Corp.,3.54,0.25,7.6,42350235,44457259,2186209024
MARA,"MARA Holdings, Inc.",9.64,-0.04,-0.41,39576795,43790032,3723925248
AAL,"American Airlines Group, Inc.",14.93,-0.36,-2.35,39484580,109325983,9883210752
UWMC,UWM Holdings Corporation,1.51,-0.02,-1.31,35741209,23272524,4327647232
SOFI,"SoFi Technologies, Inc.",17.94,-0.04,-0.22,35730075,78447032,23170770944
WULF,TeraWulf Inc.,17.19,0.44,2.63,34546339,31747766,8577271808
RIOT,"Riot Platforms, Inc.",20.32,0.08,0.4,33148691,17719622,7625261568
GRAB,Grab Holdings Limited,3.61,-0.13,-3.48,35279838,49280270,14725189632
