symbol,shortName,price,changePct,volume
MAAS,Maase Inc.,16.42,-21.4,419950
FRVO,Fervo Energy Company,20.16,-16.59,7955035
LQDA,Liquidia Corporation,78.79,-10.52,3984134
ALMR,"Alamar Biosciences, Inc.",33.12,-9.43,558003
LB,LandBridge Company LLC,76.32,-9.05,404826
ACM,AECOM,61.04,-8.96,4158018
GRAL,"GRAIL, Inc.",68.94,-8.66,564586
BSP,Bending Spoons S.p.A.,48.98,-8.35,3424083
CENX,Century Aluminum Company,48.17,-7.88,3140280
ACHR,Archer Aviation Inc.,6.29,-7.36,49227697
DJT,Trump Media & Technology Group ,8.27,-7.18,6464773
LIME,"Neutron Holdings, Inc.",37.66,-6.94,306601
BVC,BitVentures Limited,13.14,-6.68,182088
AEO,"American Eagle Outfitters, Inc.",16.24,-6.45,7464708
GPGI,"GPGI, Inc.",13.28,-6.28,1033721
