symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
NOK,Nokia Corporation Sponsored,10.68,0.08,0.75,161804230,85429261,59793526784
TTD,"The Trade Desk, Inc.",13.92,-0.34,-2.38,147866393,20865001,6540732416
SPCX,Space Exploration Technologies ,152.71,-2.1,-1.36,335217990,93002482,2012989751296
GRAB,Grab Holdings Limited,2.795,-0.01,-0.53,105302096,46765716,11435189248
NVDA,NVIDIA Corporation,222.27,2.93,1.34,188794542,128310301,5367153557504
INTC,Intel Corporation,108.6,-0.2,-0.18,174380597,107640025,574070980608
AAPL,Apple Inc.,336.13,-0.87,-0.26,86241049,52916338,4905541566464
MARA,"MARA Holdings, Inc.",13.24,1.6,13.75,84047799,48452935,5114602496
T,AT&T Inc.,25.4,0.01,0.04,83569530,58581325,174050590720
PSKY,Paramount Skydance Corporation,10.21,-0.41,-3.86,78574491,10965059,11455066112
PFE,"Pfizer, Inc.",27.66,0.02,0.07,75434065,40258866,157652975616
BE,Bloom Energy Corporation,265.63,-15.13,-5.39,73325656,15293014,78235303936
NU,Nu Holdings Ltd.,13.65,-0.19,-1.37,70782283,77791156,65938898944
JHX,James Hardie Industries plc.,25.82,-0.09,-0.35,71113475,7482124,14989090816
KEEL,Keel Infrastructure Corp.,4.01,0.4,11.08,67334361,38536193,2476468736
AMC,"AMC Entertainment Holdings, Inc",2.7,-0.01,-0.37,67197374,37064943,2410032384
CRWV,"CoreWeave, Inc.",81.36,1.48,1.85,66136182,27839211,44873015296
SMR,NuScale Power Corporation,8.27,-0.77,-8.52,63999605,32461640,3393921536
ONDS,Ondas Inc,7.39,0.0,0.0,63670972,82291390,4303129600
NFLX,"Netflix, Inc.",71.79,-3.52,-4.67,113606170,38783650,298929225728
P,"Everpure, Inc.",104.14,0.15,0.14,73078698,2934920,34702286848
F,Ford Motor Company,13.21,-0.4,-2.94,109932145,48825940,52676141056
PURR,Hyperliquid Strategies Inc,14.09,1.26,9.82,57372085,16279224,2787531776
CDE,"Coeur Mining, Inc.",19.76,-0.22,-1.1,57685348,35996666,20311994368
PLUG,"Plug Power, Inc.",2.09,-0.03,-1.42,54971772,54592775,2920137984
