symbol,shortName,price,changePct,volume
MSTR,Strategy Inc,153.92,16.39,54152295
BTDR,Bitdeer Technologies Group,12.97,15.39,18642297
MARA,"MARA Holdings, Inc.",13.24,13.75,84047799
PS,Pershing Square Inc.,49.83,13.69,2317869
SBET,"SharpLink, Inc.",9.35,13.2,16131816
COIN,"Coinbase Global, Inc.",194.25,11.66,21822131
IMOS,ChipMOS TECHNOLOGIES INC.,61.3,11.27,205232
SNDK,Sandisk Corporation,1791.82,10.99,17602837
GLXY,Galaxy Digital Inc.,24.69,10.82,7188176
ALVO,Alvotech,5.87,9.93,3526676
BLSH,Bullish,38.34,9.83,2750518
PURR,Hyperliquid Strategies Inc,14.09,9.82,57372085
HOOD,"Robinhood Markets, Inc.",119.82,9.12,39158459
ALMR,"Alamar Biosciences, Inc.",34.85,8.87,2027452
BMNR,"BitMine Immersion Technologies,",25.99,8.79,64793330
