symbol,shortName,price,changePct,volume
RIVN,"Rivian Automotive, Inc.",16.49,-18.12,90129214
FRVO,Fervo Energy Company,23.8,-14.63,8104109
UCTT,"Ultra Clean Holdings, Inc.",90.78,-13.98,2619322
COHU,"Cohu, Inc.",50.97,-13.17,2687825
OUST,"Ouster, Inc.",44.06,-11.58,6021251
ALAB,"Astera Labs, Inc.",382.89,-11.52,7166354
KLIC,"Kulicke and Soffa Industries, I",105.87,-11.49,1359744
ICHR,Ichor Holdings,85.01,-11.14,1220779
BETA,"Beta Technologies, Inc.",16.97,-10.68,1176248
FORM,"FormFactor, Inc.",106.05,-10.63,2735103
RKLB,Rocket Lab Corporation,83.41,-10.4,25993513
NOVT,Novanta Inc.,147.85,-10.33,931199
MXL,"MaxLinear, Inc",85.82,-10.31,2923979
FRMI,Fermi Inc.,7.38,-10.11,11276748
RDW,Redwire Corporation,10.21,-10.12,16485968
