symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
INTC,Intel Corporation,110.39,-11.81,-9.66,139490262,136799404,554820108288
AAL,"American Airlines Group, Inc.",17.2,-0.55,-3.1,134360511,91327931,11375824896
NVDA,NVIDIA Corporation,196.93,1.38,0.71,122966441,159413006,4769841152000
RIVN,"Rivian Automotive, Inc.",16.49,-3.65,-18.12,90129214,30844765,22143866880
OPEN,Opendoor Technologies Inc,4.79,-0.3,-5.89,87224796,44043460,4621088256
SPCX,Space Exploration Technologies ,149.47,-10.95,-6.83,83309952,170505113,1969145774080
CRNX,"Crinetics Pharmaceuticals, Inc.",83.53,41.5,98.74,80918837,1295175,8807420928
SOFI,"SoFi Technologies, Inc.",17.75,-0.86,-4.62,77188768,73208401,22768656384
PATH,"UiPath, Inc.",11.65,-0.18,-1.52,73273736,40527536,6036100608
NOK,Nokia Corporation Sponsored,11.85,-0.66,-5.28,69294047,113115834,66153033728
PLUG,"Plug Power, Inc.",2.48,-0.16,-6.06,66834863,73588109,3459771392
NU,Nu Holdings Ltd.,13.61,-0.45,-3.2,66582929,52300057,66168295424
T,AT&T Inc.,21.09,0.51,2.48,66229747,50071863,146540462080
ONDS,Ondas Inc,7.35,-0.47,-6.01,59596985,68926347,3894224384
PLTR,Palantir Technologies Inc.,134.37,1.83,1.38,52334140,46368559,322126807040
MU,"Micron Technology, Inc.",938.38,-46.37,-4.71,51785317,51396462,1059799957504
WULF,TeraWulf Inc.,20.24,-1.97,-8.87,51129116,31421072,10029580288
GRAB,Grab Holdings Limited,3.93,0.08,2.08,44738650,54238370,16073699328
JOBY,"Joby Aviation, Inc.",8.12,-0.8,-8.97,45069088,33977373,7987180032
AAPL,Apple Inc.,310.66,-2.0,-0.64,42097217,54200514,4562774130688
IREN,IREN LIMITED,39.815,-4.1,-9.33,42069337,46466268,14229031936
AMZN,"Amazon.com, Inc.",245.98,1.82,0.75,40399011,51536454,2646033825792
F,Ford Motor Company,13.56,-0.27,-1.95,43224333,60400598,54032433152
BBD,Banco Bradesco Sa,3.4,-0.03,-0.96,38233712,32436296,35940421632
ORCL,Oracle Corporation,141.6,-2.16,-1.5,42797656,29421562,407874732032
