symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
ITDC,EQ,702.8,117.1,  19.99,20,702.8,586.4,712.8,368,136.36321,905.001715807
SHAREINDIA,EQ,164.91,27.48,  20.00,20,164.91,137.99,211,115.36,540.04222,842.897896976
IOLCP,EQ,164.6,20.14,  13.94,20,173.35,145.25,173.35,67.19,411.76929,689.507676105
RAMCOSYS,EQ,874,-5.55,  -0.63,10,967.5,863.1,967.5,342.1,58.42534,542.637030318
SAKSOFT,EQ,175.7,5.91,   3.48,10,186.76,170,253.99,107.59,82.27819,147.05580898699998
SETL,EQ,261.45,-6.25,  -2.33,5,281.05,258.05,305.3,104.56,17.13344,46.306548288
JAYBARMARU,EQ,189.12,9,   5.00,5,189.12,178.95,189.12,71.01,19.20819,35.471764473
SIGMAADV,EQ,547.9,8.55,   1.59,5,566.3,532.4,638.1,92.4,5.95041,33.134263044
BLISSGVS,BE,507,16.6,   3.38,5,514.9,470.25,553,118,5.39322,27.075582366000003
POWERICA,EQ,559,10.7,   1.95,5,575.7,552.05,676.95,365.1,3.92497,22.192172877
KOTIC,EQ,179.99,19.66,  12.26,20,192.39,167,223.7,142.15,8.7252,16.286458319999998
MON100,EQ,327.28,-0.63,  -0.19,20,327.28,327.28,342.55,183.15,4.09068,13.387977504
FRESHARA,SM,297,44.75,  17.74,20,302.7,258.9,302.7,130,3.708,10.6375104
DPEL,SM,559,24.15,   4.52,5,561.55,543.1,561.55,123,1.29,7.122864
KAMDHENU,BE,32.8,-0.01,  -0.03,5,34.45,32.1,34.75,16.15,16.07965,5.34809159
RAJESHEXPO,BZ,97.01,-0.43,  -0.44,5,102.31,95.01,237.88,72.63,5.17986,5.202651384
SHIVAUM,EQ,440.9,40.05,   9.99,10,440.9,397.95,451,275,1.24101,4.979924928
RFBL,SM,96.15,15.95,  19.89,20,96.2,82.85,96.2,52.5,4.89,4.520316
ARROWGREEN,BE,663.4,31.55,   4.99,5,663.4,615.85,817.95,341.95,0.58346,3.827089178
TAC,SM,402.05,19.1,   4.99,5,402.05,384,899.65,347.4,0.844,3.36123
SUBEXLTD,BE,12,0.45,   3.90,5,12.12,11.5,15.02,6.61,23.14323,2.7771876
DBSTOCKBRO,EQ,40.36,4.33,  12.02,20,43.23,35.27,43.23,23.15,6.58685,2.7506685600000003
MAFANG,EQ,191.78,0,   0.00,20,191.78,191.78,208.38,132.86,1.17307,2.249713646
UNIHEALTH,ST,688.6,32.75,   4.99,5,688.6,660,688.6,133.65,0.295,2.020514
ZSARACOM,EQ,12404,2067,  20.00,20,12404,10700,12404,9000,0.01477,1.761161507
UNIVASTU,BE,97.47,4.64,   5.00,5,97.47,93.1,106.67,56.02,1.35137,1.300963899
ALLETEC,ST,146.9,6.9,   4.93,5,147,139,374,115.8,0.76,1.070156
EPWINDIA,ST,269.05,12.8,   5.00,5,269.05,269,269.05,98,0.348,0.9362592
AMANTA,BE,179.8,8.56,   5.00,5,179.8,179.8,179.8,92,0.50723,0.91199954
AUTOIND,BE,87.82,4.18,   5.00,5,87.82,82.5,93.14,48.35,0.98513,0.854206223
CHEMBONDCH,BE,249,8.91,   3.71,5,252.09,240.09,252.09,104.85,0.26511,0.661502472
MANAKSTEEL,BE,80.2,0.09,   0.11,5,84.11,76.51,87.13,45.11,0.76887,0.628628112
PRIMECAB,ST,135.65,6.45,   4.99,5,135.65,135.65,136.7,70.4,0.448,0.607712
SICALLOG,EQ,93.05,3.57,   3.99,5,93.95,89.95,0,0,0.5922,0.55009458
TAKE,BE,24.85,1.13,   4.76,5,24.9,23.75,50.14,8.49,2.1379,0.52613719
GREENLEAF,ST,106.65,5.05,   4.97,5,106.65,106.6,185.9,52.5,0.49,0.522536
SETCO,BE,16.67,0.79,   4.97,5,16.67,15.35,28.5,11.56,3.00431,0.476483566
CLASSICEIL,ST,50.1,2.35,   4.92,5,50.1,49.2,113.9,34.75,0.8,0.40032
SPCENET,EQ,3.82,0.16,   4.37,5,3.84,3.6,11.24,3,10.46927,0.396785333
AARADHYA,SM,79,7,   9.72,20,86.4,79,182,67.15,0.444,0.3742476
MAHKTECH,EQ,22.02,0.2,   0.92,20,22.02,22.02,35.59,20.51,1.69521,0.373285242
DELPHIFX,BE,8.66,0.2,   2.36,5,8.88,8.25,18.25,7.29,4.11427,0.343952972
MONQ50,EQ,145.29,-0.29,  -0.20,20,145.29,145.29,147.24,72.18,0.20132,0.29249782799999996
BHADORA,ST,99.1,4.7,   4.98,5,99.1,99.1,128.85,49.5,0.288,0.285408
TECHLABS,ST,126.3,6,   4.99,5,126.3,123.3,660,105,0.21125,0.265604625
PENINLAND,BE,16.43,0.78,   4.98,5,16.43,16.2,46,13.82,1.61428,0.265064776
ACCORD,ST,187.25,8.9,   4.99,5,187.25,187.25,187.25,19.85,0.14,0.26215
FILATFASH,BE,0.19,0.01,   5.56,5,0.19,0.18,0.74,0.14,139.98535,0.25197363
GRADIENTE,EQ,3.42,0.16,   4.91,5,3.42,3.41,9.4,2.08,5.87128,0.200210648
GRANDOAK,EQ,52.82,2.51,   4.99,5,52.82,50.39,55.76,24,0.37082,0.194754664
SERVICE,SM,53.5,1.5,   2.88,5,54.6,52.75,60,39.2,0.36,0.194076
SEL,ST,195.3,9.3,   5.00,5,195.3,193,279.5,115.25,0.096,0.1865568
ROLLT,BE,2.73,0.13,   5.00,5,2.73,2.5,3.74,1.02,6.75803,0.180439401
MASPTOP50,EQ,77.97,0,   0.00,20,77.97,77.97,82.78,53.26,0.16968,0.132299496
DHARAN,BZ,0.17,0.01,   6.25,5,0.17,0.16,0.61,0.11,78.90699,0.12625118400000002
SIGNORIA,ST,123.3,5.85,   4.98,5,123.3,122,123.3,53.1,0.09,0.110835
NFPSAMPOOR,SM,24.4,1.15,   4.95,5,24.4,23.7,54.5,21.85,0.42,0.101976
RBS,ST,78,1.25,   1.63,5,80.55,77,143,58.8,0.128,0.1012992
GURUNANAK,ST,42.9,0.15,   0.35,5,44.85,42.9,60,22.45,0.224,0.0999712
COOLCAPS,ST,25.4,1.1,   4.53,5,25.5,24.3,99.5,20.8,0.3875,0.09714625
DELTIC,ST,33.85,1.6,   4.96,5,33.85,31,83.95,28.05,0.29,0.096164
KONSTELEC,ST,48.4,2.3,   4.99,5,48.4,46.1,75.65,28,0.2,0.0956
BIKEWO,ST,48.05,2.25,   4.91,5,48.05,48.05,48.05,13.65,0.18,0.08649
SMARTEN,ST,59.55,2.8,   4.93,5,59.55,59.3,157.95,42,0.144,0.0856224
WHITEFORCE,ST,37.2,1.75,   4.94,5,37.2,37.2,94.8,28.25,0.208,0.077376
HVAX,SM,620.85,29.55,   5.00,5,620.85,618,1024.95,585.2,0.012,0.0744588
JFLLIFE,SM,10.95,0.5,   4.78,5,10.95,10.9,16.81,8.55,0.66,0.072204
BONLON,EQ,41.5,-0.41,  -0.98,5,44,41.06,57,34.51,0.16452,0.070200684
CBAZAAR,SM,6.1,0.15,   2.52,5,6.2,5.95,6.8,3.05,1.12,0.068768
BOHRAIND,EQ,14.8,0.31,   2.14,5,15.21,14.3,35.58,12.66,0.3594,0.05290368
WALPAR,SM,35.35,1.65,   4.90,5,35.35,34.95,51.5,21.25,0.14,0.049112
TGL,SM,17.9,0.85,   4.99,5,17.9,17.9,146.5,14.8,0.17,0.03043
SHIVAMAUTO,BE,19.64,0.93,   4.97,5,19.64,19.64,35.79,13.05,0.13015,0.02556146
111ESFB31,N0,99609.6,16601.6,  20.00,20,99609.6,99609.6,101750,83008,2e-05,0.019921920000000003
SANWARIA,BZ,0.19,0,   0.00,2,0.2,0.19,0.4,0.19,9.55838,0.018160922
VITAL,BE,52.56,2.5,   4.99,5,52.56,52.35,69.4,35.4,0.02944,0.015464832000000001
SEYAIND,BE,13.25,0.24,   1.84,2,13.27,12.84,23.99,8.54,0.10216,0.013495335999999998
THESL,ST,13.65,0.65,   5.00,5,13.65,13.65,43.5,11.4,0.09,0.012285
CRAYONS,SM,28.8,1.3,   4.73,5,28.85,28.55,70,23.6,0.04,0.01148
883GS2041,GS,114.46,5.45,   5.00,5,114.46,114.46,129.15,109,0.00989,0.011320094000000001
SITINET,BZ,0.33,0,   0.00,2,0.34,0.33,0.58,0.28,2.79526,0.009224358
RADIOWALLA,ST,26,1.2,   4.84,5,26,26,72.5,22.2,0.032,0.00832
HRHNEXT,SM,27.5,1.25,   4.76,5,27.55,27.5,46,21,0.03,0.008256
LCCINFOTEC,EQ,4.61,-0.14,  -2.95,5,4.98,4.56,5.89,3.64,0.16733,0.00786451
MIEL,SM,12.7,0.6,   4.96,5,12.7,12.5,35,10.7,0.06,0.007578
SABEVENTS,BE,8.7,0.37,   4.44,5,8.74,8.29,18.25,5.6,0.07822,0.006797317999999999
21STCENMGM,EQ,31.6,0.61,   1.97,2,31.6,30.9,64.19,28.25,0.01911,0.005975697
JALAN,ST,2.15,0.1,   4.88,5,2.15,2,7.45,1.65,0.24,0.00492
BALCO,ST,21.15,1,   4.96,5,21.15,21.15,36.55,13.4,0.012,0.002538
