symbol,shortName,price,changePct,volume
CRNX,"Crinetics Pharmaceuticals, Inc.",83.53,98.74,80918837
AGIO,"Agios Pharmaceuticals, Inc.",44.01,17.71,2775122
NIQ,NIQ Global Intelligence plc,11.0,12.02,2668657
BAND,Bandwidth Inc.,67.56,11.36,1842838
VKTX,"Viking Therapeutics, Inc.",42.13,8.83,4342929
TRVI,"Trevi Therapeutics, Inc.",19.5,8.64,5525839
NET,"Cloudflare, Inc.",268.83,8.6,6152115
MAAS,Maase Inc.,16.6,8.43,315548
BCRX,"BioCryst Pharmaceuticals, Inc.",10.99,8.06,10249217
VRDN,"Viridian Therapeutics, Inc.",20.47,7.79,3472622
EWTX,"Edgewise Therapeutics, Inc.",43.13,7.56,1281052
MBX,"MBX Biosciences, Inc.",62.0,7.45,756531
BEAM,Beam Therapeutics Inc.,37.92,7.36,3938115
ALMS,Alumis Inc.,29.27,7.33,3120620
KNSA,Kiniksa Pharmaceuticals Interna,67.29,7.2,946918
