changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
-4379,28-Jul-2026,Stock Futures,287830,1073.1,-,2.82,202167.2964,1043.7,292209,0,INFY,202167.2964,SR,1071.9,47066,FUTSTKINFY28-07-2026XX0,FUTSTK,-1.5
-3649,28-Jul-2026,Index Options,10518,24.9,Put,0.81,215.15422,24.7,14167,23300,NIFTY,215.15422,SR,24398.7,14850,OPTIDXNIFTY28-07-2026PE23300,OPTIDX,-25.76
-2904,07-Jul-2026,Index Options,1231,601.1,Put,3.09,4591.16872,583.1,4135,25000,NIFTY,4591.16872,SR,24398.7,13002,OPTIDXNIFTY07-07-2026PE25000,OPTIDX,-70.23
-2883,28-Jul-2026,Stock Options,4815,82.1,Call,30.42,2122.53888,62.95,7698,1000,INFY,2122.53888,SR,1071.9,6446,OPTSTKINFY28-07-2026CE1000,OPTSTK,-37.45
-2451,28-Jul-2026,Stock Options,6265,96.55,Call,18.9,1951.45807,81.2,8716,5000,HEROMOTOCO,1951.45807,SR,4992,13419,OPTSTKHEROMOTOCO28-07-2026CE5000,OPTSTK,-28.12
-2193,28-Jul-2026,Stock Options,5966,45.6,Call,37.76,2036.138,33.1,8159,1050,INFY,2036.138,SR,1071.9,11030,OPTSTKINFY28-07-2026CE1050,OPTSTK,-26.88
-1998,28-Jul-2026,Stock Futures,40221,4943.5,-,1.32,57924.81288,4878.9,42219,0,HEROMOTOCO,57924.81288,SR,4992,7818,FUTSTKHEROMOTOCO28-07-2026XX0,FUTSTK,-4.73
-1546,28-Jul-2026,Index Options,40359,571.05,Put,3.1,11741.02385,553.9,41905,58000,BANKNIFTY,11741.02385,SR,58200.7,74697,OPTIDXBANKNIFTY28-07-2026PE58000,OPTIDX,-3.69
-1532,28-Jul-2026,Index Options,110017,108.9,Put,7.98,4374.31995,100.85,111549,24000,NIFTY,4374.31995,SR,24398.7,73953,OPTIDXNIFTY28-07-2026PE24000,OPTIDX,-1.37
-1368,28-Jul-2026,Stock Futures,94155,1152.9,-,2.86,52698.6856,1120.8,95523,0,HCLTECH,52698.6856,SR,1170,11470,FUTSTKHCLTECH28-07-2026XX0,FUTSTK,-1.43
-1366,28-Jul-2026,Stock Options,3135,51.8,Call,37.04,1176.64112,37.8,4501,1040,INFY,1176.64112,SR,1071.9,5567,OPTSTKINFY28-07-2026CE1040,OPTSTK,-30.35
-1190,28-Jul-2026,Index Options,34028,640.65,Put,10.34,4439.34904,580.6,35218,25000,NIFTY,4439.34904,SR,24398.7,12163,OPTIDXNIFTY28-07-2026PE25000,OPTIDX,-3.38
-1037,28-Jul-2026,Index Options,10672,29.8,Put,1.88,191.84097,29.25,11709,23400,NIFTY,191.84097,SR,24398.7,11252,OPTIDXNIFTY28-07-2026PE23400,OPTIDX,-8.86
-1031,25-Aug-2026,Index Options,1529,27.05,Put,14.38,55.98028,23.65,2560,22300,NIFTY,55.98028,SR,24398.7,3584,OPTIDXNIFTY25-08-2026PE22300,OPTIDX,-40.27
-1004,28-Jul-2026,Stock Options,1525,140.9,Call,18.25,783.53055,119.15,2529,4900,HEROMOTOCO,783.53055,SR,4992,3762,OPTSTKHEROMOTOCO28-07-2026CE4900,OPTSTK,-39.7
-978,28-Jul-2026,Stock Options,2126,146.35,Call,38.72,3490.29437,105.5,3104,4500,TITAN,3490.29437,SR,4591.2,13771,OPTSTKTITAN28-07-2026CE4500,OPTSTK,-31.51
-843,28-Jul-2026,Stock Futures,40910,4875.6,-,3.81,44703.94853,4696.6,41753,0,PERSISTENT,44703.94853,SR,4889,7427,FUTSTKPERSISTENT28-07-2026XX0,FUTSTK,-2.02
-805,28-Jul-2026,Stock Options,1047,65.15,Call,32.02,398.84352,49.35,1852,1020,INFY,398.84352,SR,1071.9,1488,OPTSTKINFY28-07-2026CE1020,OPTSTK,-43.47
-756,28-Jul-2026,Stock Futures,204070,2092.9,-,1.89,109843.41926,2054.1,204826,0,TCS,109843.41926,SR,2095.9,23345,FUTSTKTCS28-07-2026XX0,FUTSTK,-0.37
-712,28-Jul-2026,Stock Options,4886,121.75,Call,27.09,981.36495,95.8,5598,2000,TCS,981.36495,SR,2095.9,3660,OPTSTKTCS28-07-2026CE2000,OPTSTK,-12.72
-710,07-Jul-2026,Index Options,368,1103.95,Put,1.63,901.08103,1086.25,1078,25500,NIFTY,901.08103,SR,24398.7,1347,OPTIDXNIFTY07-07-2026PE25500,OPTIDX,-65.86
-684,28-Jul-2026,Stock Options,1648,58.15,Call,33.83,407.80432,43.45,2332,1030,INFY,407.80432,SR,1071.9,1676,OPTSTKINFY28-07-2026CE1030,OPTSTK,-29.33
-663,28-Jul-2026,Stock Options,2355,44.5,Call,48.58,734.965,29.95,3018,1140,HCLTECH,734.965,SR,1170,4565,OPTSTKHCLTECH28-07-2026CE1140,OPTSTK,-21.97
-633,25-Aug-2026,Index Options,11499,30.85,Put,5.11,98.00856,29.35,12132,22500,NIFTY,98.00856,SR,24398.7,5328,OPTIDXNIFTY25-08-2026PE22500,OPTIDX,-5.22
-630,28-Jul-2026,Stock Options,614,392.7,Put,277.6,1334.86368,104,1244,3300,TRENT,1334.86368,SR,2921,1873,OPTSTKTRENT28-07-2026PE3300,OPTSTK,-50.64
