symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
DIFFNKG,EQ,493.2,82.2,  20.00,20,493.2,415.15,493.2,216.8,78.17913,365.604701445
SETL,EQ,368.5,4.3,   1.18,5,382.4,356.45,382.4,104.56,25.3665,93.95497935
QPOWER,EQ,1445,13.8,   0.96,5,1502.7,1430,1502.7,581,5.99422,88.552012638
BODALCHEM,EQ,118.89,19.81,  19.99,20,118.89,106.41,118.89,42.81,70.34891,80.978630301
HAPPYFORGE,EQ,2419.1,112.1,   4.86,5,2422.3,2280.9,2422.3,862.05,2.4175,57.66583625
BLISSGVS,BE,617.35,29.25,   4.97,5,617.5,580,617.5,118,7.46998,45.564637006
PVP,EQ,68.48,3.26,   5.00,5,68.48,63.33,68.48,20.1,63.46569,42.560091713999995
SUDEEPPHRM,EQ,1209.7,57.6,   5.00,5,1209.7,1143.65,1209.7,524.05,3.29218,39.072909112
ASIANHOTNR,EQ,357,41.05,  12.99,20,379.1,309.95,402.55,247.5,10.07905,36.817761745
JAIBALAJI,EQ,71.9,2.67,   3.86,5,72.69,68.75,108,53.65,40.88355,29.52609981
VIDYAWIRES,EQ,90.54,0.47,   0.52,5,94.57,90,117.35,42.51,25.61121,23.685247008
ONIXSOLAR,EQ,329.55,13.5,   4.27,5,331.85,325,393.95,262.45,5.92882,19.658781356
GATECH,BE,1.11,0.05,   4.72,5,1.11,1.1,1.11,0.4,1711.70871,18.82879581
MODISONLTD,EQ,454.05,41.25,   9.99,10,454.05,418.7,454.05,114,3.92989,17.647564034000002
MVKAGRO,SM,194.5,9.25,   4.99,5,194.5,189,819,152.05,8.871,17.2505466
PRUDENT,EQ,3600,178.7,   5.22,20,4105.5,3365.9,4105.5,2121,0.43144,15.563680272
MON100,EQ,332.2,5.1,   1.56,20,332.2,332.2,342.55,200.65,4.62295,15.3574399
KODYTECH,ST,1490,70.9,   5.00,5,1490.05,1365.1,1490.05,556.05,0.927,13.7257182
BIRLACABLE,BE,309.86,14.75,   5.00,5,309.86,292,309.86,104,3.70744,11.407051392
STLNETWORK,EQ,28.12,0.84,   3.08,5,28.64,27.55,35.4,15.75,38.90428,10.967116531999999
INNOVISION,EQ,272.1,24.85,  10.05,20,296.7,257,470,246.2,3.44387,9.750629131
SGRL,EQ,606,63.4,  11.68,20,651.1,588.95,651.1,477.05,1.43393,8.866562762000001
KALYANIFRG,EQ,914.3,152.35,  19.99,20,914.3,741.5,914.3,523.6,0.60208,5.259530047999999
GAUDIUMIVF,BE,127.8,6.08,   5.00,5,127.8,119.98,163.18,69.18,3.54347,4.452015708
MAFANG,EQ,209.95,2.82,   1.36,20,209.95,209.95,211.42,149.74,2.05427,4.312939865
