symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
INTC,Intel Corporation,86.3,-5.37,-5.86,148828659,131350093,435297189888
NVDA,NVIDIA Corporation,197.01,0.5,0.25,125138253,154089254,4771778920448
NOK,Nokia Corporation Sponsored,8.93,-0.3,-3.3,107823243,112622162,49852030976
AAL,"American Airlines Group, Inc.",15.36,0.41,2.74,85985836,109897447,10167858176
JBLU,JetBlue Airways Corporation,6.0,0.57,10.5,85524503,28434162,2232113152
PLUG,"Plug Power, Inc.",1.96,-0.1,-4.85,82651405,67479208,2734335488
SOFI,"SoFi Technologies, Inc.",16.74,-0.14,-0.83,80973236,79830996,21473087488
SPCX,Space Exploration Technologies ,116.41,2.91,2.56,80968276,118018156,1533607149568
F,Ford Motor Company,14.96,0.28,1.91,74031557,63765203,59611004928
ONDS,Ondas Inc,7.86,-0.16,-2.0,61574729,85496663,4478931456
AMC,"AMC Entertainment Holdings, Inc",2.67,0.16,6.37,61823883,43910400,2383254272
MARA,"MARA Holdings, Inc.",11.38,-0.39,-3.31,61773115,45237904,4338858496
NU,Nu Holdings Ltd.,14.68,0.15,1.03,59169581,74038377,70911516672
MU,"Micron Technology, Inc.",820.53,-79.67,-8.85,58476265,52317519,926700994560
T,AT&T Inc.,24.66,0.24,0.98,50553014,61115432,168979824640
PATH,"UiPath, Inc.",12.19,0.57,4.91,45086917,57689714,6315885568
GLW,Corning Incorporated,126.01,-17.35,-12.1,44125982,14761736,108448972800
RIG,Transocean Ltd (Switzerland),4.99,-0.29,-5.49,44373401,36001021,5522733568
QS,QuantumScape Corporation,5.17,-0.01,-0.19,42873122,25426088,3180300032
SKHY,SK hynix Inc.,130.17,-12.85,-8.98,44965601,55049408,924018081792
PLTR,Palantir Technologies Inc.,123.53,-8.0,-6.08,42804212,41543013,296139948032
PFE,"Pfizer, Inc.",25.25,0.58,2.35,49293694,41008772,143910961152
SOUN,"SoundHound AI, Inc.",6.24,-0.17,-2.65,41245179,30130436,2718606848
SNAP,Snap Inc.,4.77,0.25,5.53,41031392,41845465,7904657920
AAPL,Apple Inc.,340.08,3.17,0.94,50765695,55539493,4994876047360
