symbol,shortName,price,changePct,volume
AMKR,"Amkor Technology, Inc.",45.69,-24.74,19983479
CVLT,"Commvault Systems, Inc.",120.02,-19.7,2251260
SANM,Sanmina Corporation,172.43,-17.46,2035574
STRL,"Sterling Infrastructure, Inc.",538.09,-15.21,2755043
SNDK,Sandisk Corporation,1096.1,-14.25,25404136
MTRN,Materion Corporation,209.7,-13.28,692915
FRMI,Fermi Inc.,6.28,-13.14,21876970
ICHR,Ichor Holdings,68.1,-13.03,1474936
SKM,"SK Telecom Co., Ltd.",30.73,-12.8,3559592
LGN,Legence Corp.,59.21,-12.45,2002342
NVTS,Navitas Semiconductor Corporati,10.01,-12.27,28646475
TTMI,"TTM Technologies, Inc.",108.69,-12.14,5922753
GLW,Corning Incorporated,126.01,-12.1,44125982
VSH,"Vishay Intertechnology, Inc.",32.72,-12.0,6549417
FRVO,Fervo Energy Company,21.12,-11.93,3005203
