symbol,shortName,price,changePct,volume
IBM,International Business Machines,217.07,-25.21,66683527
PSNY,Polestar Automotive Holding UK ,15.31,-14.99,377991
DNLI,Denali Therapeutics Inc.,22.65,-14.46,5742302
ERIC,Ericsson,10.14,-13.48,39311170
BIIB,Biogen Inc.,191.95,-8.17,3901678
VIRT,"Virtu Financial, Inc.",59.57,-7.89,1921011
NBIS,Nebius Group N.V.,194.09,-7.8,17379284
TDC,Teradata Corporation,31.42,-7.48,4916344
FRHC,Freedom Holding Corp.,148.91,-7.41,210748
TEAM,Atlassian Corporation,89.08,-7.36,4277501
WULF,TeraWulf Inc.,19.41,-7.08,57848912
HCA,"HCA Healthcare, Inc.",363.6,-6.95,3893129
ISRG,"Intuitive Surgical, Inc.",379.5,-6.78,5668144
IMOS,ChipMOS TECHNOLOGIES INC.,64.47,-6.75,144775
KRYS,"Krystal Biotech, Inc.",339.43,-6.61,498776
