symbol,shortName,price,changePct,volume
SKHY,SK Hynix Inc. American Depositary Shares,193.92,27.29,68533119
CHRN,ChronoScale Holdings Corporatio,23.01,16.68,329433
AXTI,AXT Inc,57.57,14.09,10231568
ATAI,AtaiBeckley Inc.,5.67,14.08,11813318
SEZL,Sezzle Inc.,182.39,13.82,742179
TGB,Trekor Metals Limited,7.97,13.53,5758195
CRWD,"CrowdStrike Holdings, Inc.",210.73,12.14,11893962
AAOI,"Applied Optoelectronics, Inc.",125.45,12.13,9888238
RGC,Regencell Bioscience Holdings L,5.65,11.88,454546
BMNR,"BitMine Immersion Technologies,",16.29,11.5,43447439
NTSK,"Netskope, Inc.",14.27,11.48,9985662
TSEM,Tower Semiconductor Ltd.,255.49,11.24,4631174
YSS,York Space Systems Inc.,21.26,11.13,1564447
OKTA,"Okta, Inc.",154.62,10.81,4517498
TXG,"10x Genomics, Inc.",45.79,9.62,3832719
