symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
BIOCON,51831,37080,14751,39.78,187003,251416.14425,183597408875,287145.858,35729.71375,437
TATAELXSI,72326,52491,19835,37.79,87179,47001.10622,37579673943,54640.84566,7639.73943,3710
HCLTECH,204815,163281,41534,25.44,355227,251658.58032,147131742432,273128.60464,21470.02432,1164
NIFTY,11840699,9706818,2133881,21.98,385761805,915099.70683,603905242726544,7621676.14228,6706576.43544,24052
DIVISLAB,77181,65289,11892,18.21,223250,126629.33132,147894206929,149081.55061,22452.21929,7196
KALYANKJIL,110659,97699,12960,13.27,204984,159006.37513,133979112517,215339.06781,56332.69267,531
IREDA,29401,26001,3400,13.08,10416,18381.94234,4183769976,19575.5491,1193.60676,122
HDFCAMC,35194,31257,3937,12.6,23465,32500.974,16223820735,35630.95335,3129.97935,2662
BLUESTARCO,20059,17984,2075,11.54,29377,17270.10584,15101807279,19595.60863,2325.50279,1745
ICICIGI,26678,23996,2682,11.18,14992,22416.2468,6585467138,23669.36819,1253.12138,1800
MAZDOCK,49447,44631,4816,10.79,18532,19966.72464,8275699444,21365.11408,1398.38944,2360
PAYTM,68113,61668,6445,10.45,40963,65943.23934,35793457661,77077.90846,11134.66911,1385
LT,192404,174353,18051,10.35,83388,89682.93607,49158680884,95248.26491,5565.32884,3845
TORNTPHARM,36709,33321,3388,10.17,22172,42527.60737,9551149808,43981.73046,1454.12308,4974
FINNIFTY,7969,7253,716,9.87,13243,2364.31598,21345426963,4037.42562,1673.10963,26536
BHEL,64092,58367,5725,9.81,44036,50455.062,44272676700,59941.46025,9486.39825,402
LTF,47772,43712,4060,9.29,55080,56230.25017,35093649105,61323.85372,5093.60355,315
BAJAJFINSV,80607,73920,6687,9.05,37223,29160.66387,18430067394,31312.07781,2151.41394,1864
LICI,30985,28420,2565,9.03,16202,22792.97958,7729194144,23809.94602,1016.96644,433
DMART,88271,81004,7267,8.97,56672,35567.23491,31280957328,38769.60819,3202.37328,3919
SBIN,218917,201438,17479,8.68,143932,137743.7934,98532740910,149728.4025,11984.6091,1012
SHRIRAMFIN,66526,61442,5084,8.27,38088,95949.85092,23408697526,100580.40118,4630.55026,1012
MARUTI,145417,134536,10881,8.09,106196,52422.4999,69315931332,61072.51323,8650.01332,13480
CONCOR,32960,30585,2375,7.77,67420,56917.31262,36432443412,64428.43425,7511.12162,492
OBEROIRLTY,31805,29564,2241,7.58,17132,31060.40889,8620567466,32795.89355,1735.48466,1910
BDL,50126,46669,3457,7.41,33202,23531.51381,16435431202,26536.87084,3005.35702,1276
WAAREEENER,78612,73213,5399,7.37,23083,38708.50007,7896212549,40112.72557,1404.22549,2810
UNIONBANK,57176,53294,3882,7.28,43175,67470.66141,26607373930,74228.44884,6757.78743,170
HDFCLIFE,74380,69367,5013,7.23,37524,47354.36035,18940218055,50454.8209,3100.46055,556
SUNPHARMA,103930,96999,6931,7.15,60257,27222.12829,38750646518,31005.67347,3783.54518,1944
ITC,195782,182820,12962,7.09,71152,47409.5669,30249696841,50422.66994,3013.10304,275
TECHM,63639,59600,4039,6.78,25149,67596.2259,16182744660,70710.2805,3114.0546,1484
ONGC,84266,79014,5252,6.65,46647,32117.77305,23440094527,34967.33707,2849.56402,248
VMM,13218,12406,812,6.55,3500,7486.27182,1240015844,7698.50151,212.22969,114
APOLLOHOSP,36564,34329,2235,6.51,25477,41561.87753,24478420085,44140.14088,2578.26335,8910
FORCEMOT,22865,21485,1380,6.42,7739,5703.29698,3088301521,6087.68719,384.39021,17642
TMPV,133995,126063,7932,6.29,47498,40493.79792,22933245680,43492.09472,2998.2968,333
