buySell,clientName,date,name,qty,remarks,symbol,watp
BUY,MONET SECURITIES PRIVATE LTD,13-Jul-2026,Jana Small Fin Bank Ltd,1077288,,JSFB,488.3
SELL,QRG INVESTMENTS AND HOLDINGS LIMITED,13-Jul-2026,Jana Small Fin Bank Ltd,1077288,,JSFB,488.3
