symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
KALYANKJIL,KALYANKJILEQN,531,3.99,95814205,95814205,50366653142.35,510.65,04-Sep-2025,,617.7,327.05,20.35,515.55,529.75,535,507.3,2026-07-14 16:00:28
JUSTDIAL,JUSTDIALEQN,803,18.64,42569366,42569366,32473189465.78,676.85,02-Jul-2020,,957.9,480.5,126.15,712.4,790.15,809,712,2026-07-14 16:00:28
BIOCON,BIOCONBLO,400,-2.66,0,45983509,24923061878,281.05,04-Jul-2025,,400,400,-10.95,400,400,400,400,2026-07-14 16:00:28
TCS,TCSEQN,2197,0.71,9546290,9546290,21005656516,2181.5,15-Jul-2026,,3350,1976.8,15.5,2182.9,2200.6,2228,2179,2026-07-14 16:00:28
HDFCBANK,HDFCBANKEQN,809,-1.09,25605395,25605395,20789020200.5,817.95,19-Jun-2026,,1020.5,726.65,-8.95,811.4,809.4,818.4,807,2026-07-14 16:00:28
ICICIBANK,ICICIBANKEQN,1406.4,-0.22,14133017,14133017,19847419763.61,1409.5,12-Aug-2025,,1500,1187.6,-3.1,1400,1407.7,1411.8,1392,2026-07-14 16:00:28
BIOCON,BIOCONEQN,437,6.34,43015136,43015136,18770945047.68,410.95,03-Jul-2026,,444.5,331,26.05,427.35,437.3,444.5,422.2,2026-07-14 16:00:28
RELIANCE,RELIANCEEQN,1295,-0.15,13511284,13511284,17521162865.52,1296.9,05-Jun-2026,,1611.8,1253.2,-1.9,1290,1293,1308,1286.9,2026-07-14 16:00:28
INFY,INFYEQN,1092.1,-0.95,14819413,14819413,16290832516.77,1102.6,10-Jun-2026,,1728,982.4,-10.5,1107.8,1092.9,1113.5,1090,2026-07-14 16:00:28
BHARTIARTL,BHARTIARTLEQN,1934,1.69,6964062,6964062,13446141268.98,1901.8,18-Jul-2025,,2174.5,1740.5,32.2,1885,1936.5,1941.1,1885,2026-07-14 16:00:28
CUPID,CUPIDEQN,217.4,5.11,61486978,61486978,13157598422.22,206.83,09-Mar-2026,,226,23.8,10.57,207.9,216.77,217.99,207.76,2026-07-14 16:00:28
ADANIPOWER,ADANIPOWEREQN,225.98,4.88,55601636,55601636,12473671020.24,215.46,22-Sep-2025,,254.2,110.45,10.52,216.35,226.17,228.94,216.3,2026-07-14 16:00:28
ETERNAL,ETERNALEQN,286,0.28,42966836,42966836,12157466246.2,285.2,,,368.45,212.6,0.8,283.05,286.15,287.9,278.55,2026-07-14 16:00:28
SBIN,SBINEQN,1012.7,-2.34,11562326,11562326,11784438282.46,1037,15-May-2026,,1234.7,786.55,-24.3,1033.3,1015.4,1033.7,1011.4,2026-07-14 16:00:28
HCLTECH,HCLTECHEQN,1164.6,-4.63,9754723,9754723,11554176751.81,1221.2,17-Jul-2026,,1780.1,1030,-56.6,1200,1166.7,1209.1,1164,2026-07-14 16:00:28
CARTRADE,CARTRADEEQN,2898,3.53,3742773,3742773,11076437271.66,2799.3,23-Sep-2021,,3290.5,1600,98.7,2793,2895,3081.5,2793,2026-07-14 16:00:28
BSE,BSEEQN,3799.5,-0.12,2788229,2788229,10647019730.24,3804.2,10-Jul-2026,,4446.8,2021.5,-4.7,3802,3792.7,3867.5,3765,2026-07-14 16:00:28
MCX,MCXEQN,2899,4.2,3673525,3673525,10555396529.25,2782.1,02-Jan-2026,,3480,1460.8,116.9,2780,2891.3,2899,2779,2026-07-14 16:00:28
LT,LTEQN,3845.7,-2.11,2409089,2409089,9298457176.86,3928.5,22-May-2026,,4440,3288.1,-82.8,3892,3848.7,3897.9,3843,2026-07-14 16:00:28
FINOPB,FINOPBEQN,175.39,8.72,50668801,50668801,9096569843.53,161.33,,,339,110.03,14.06,164.8,176.4,189.47,163.65,2026-07-14 16:00:28
