symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
NU,Nu Holdings Ltd.,13.99,0.32,2.34,145644367,56670418,67578478592
AAL,"American Airlines Group, Inc.",15.67,-0.64,-3.92,138332530,97279257,10363905024
SKHYV,SK hynix Inc. - American Deposi,168.01,0.0,0.0,107674661,82102147,1192627142656
ONDS,Ondas Inc,7.36,0.4,5.75,107332140,71394331,4194012160
NVDA,NVIDIA Corporation,211.8,8.27,4.06,118014431,158654698,5130007609344
OPEN,Opendoor Technologies Inc,4.55,0.07,1.45,98260871,48964840,4389552128
SOFI,"SoFi Technologies, Inc.",18.55,0.42,2.32,88638131,76150711,23794849792
PATH,"UiPath, Inc.",11.94,0.09,0.76,85786053,44753396,6186355712
NOK,Nokia Corporation Sponsored,11.7,0.01,0.09,82213777,110585273,65315647488
INTC,Intel Corporation,107.76,4.64,4.5,90744188,134396375,541601759232
CLSK,"CleanSpark, Inc.",13.45,1.09,8.82,75483451,21268431,3451385856
SKHY,SK Hynix Inc. American Depositary Shares,193.92,41.57,27.29,68533119,82102147,1376550518784
IBM,International Business Machines,217.07,-73.16,-25.21,66683527,9113872,204020908032
WULF,TeraWulf Inc.,19.41,-1.48,-7.08,57848912,31559632,9618288640
MARA,"MARA Holdings, Inc.",12.16,-0.03,-0.25,55787227,43298903,4636249088
BAC,Bank of America Corporation,60.62,1.12,1.88,49159846,35823409,430195343360
JOBY,"Joby Aviation, Inc.",7.89,0.41,5.48,46461445,35566226,7760942080
PLTR,Palantir Technologies Inc.,133.72,3.68,2.83,49516261,43204347,320568557568
ORCL,Oracle Corporation,127.94,-3.6,-2.74,45418183,29641931,368527474688
T,AT&T Inc.,21.28,-0.27,-1.25,44697826,51484898,147860652032
SPCX,Space Exploration Technologies ,136.08,-3.06,-2.2,45278731,143353300,1792743440384
BMNR,"BitMine Immersion Technologies,",16.29,1.68,11.5,43447439,37396500,9278406656
BBD,Banco Bradesco Sa,3.63,0.02,0.55,41732716,31183503,38371684352
PLUG,"Plug Power, Inc.",2.27,0.1,4.61,42409247,71695937,3166806784
F,Ford Motor Company,13.94,0.09,0.65,38779051,60816177,55546613760
