symbol,shortName,price,changePct,volume
TNGX,"Tango Therapeutics, Inc.",30.93,52.97,21813313
GLXY,Galaxy Digital Inc.,30.51,21.36,19313804
CBRS,Cerebras Systems Inc.,237.83,18.32,8648747
MARA,"MARA Holdings, Inc.",13.78,11.85,32752741
OSCR,"Oscar Health, Inc.",27.39,11.75,14927957
IDYA,"IDEAYA Biosciences, Inc.",31.48,11.28,2574994
INTC,Intel Corporation,110.27,11.19,136446915
AAOI,"Applied Optoelectronics, Inc.",196.64,11.1,14849160
SYNA,Synaptics Incorporated,136.0,10.77,1148466
IONQ,"IonQ, Inc.",62.8,10.6,28472632
KEEL,Keel Infrastructure Corp.,5.66,10.33,71754065
MU,"Micron Technology, Inc.",949.28,9.87,53799609
SRAD,Sportradar Group AG,15.26,9.78,6473240
MRVL,"Marvell Technology, Inc.",288.85,9.63,84183793
KLAC,KLA Corporation,2108.06,9.27,1165535
