symbol,shortName,price,changePct,volume
BRC,Brady Corporation,75.28,-15.06,1292535
AGX,"Argan, Inc.",619.98,-10.76,689621
TLK,"PT Telekomunikasi Indonesia, Tb",14.07,-9.46,3043037
FRVO,Fervo Energy Company,33.96,-8.76,2825040
ENSG,"The Ensign Group, Inc.",156.42,-8.15,2358358
WIX,Wix.com Ltd.,48.21,-7.98,2832219
PLBL,Polibeli Group Ltd,5.52,-7.23,24578
UNFI,"United Natural Foods, Inc.",51.64,-6.99,1184131
KB,KB Financial Group Inc,100.39,-6.97,357010
GWRE,"Guidewire Software, Inc.",127.19,-6.52,1985367
APAM,Artisan Partners Asset Manageme,34.79,-6.45,1503569
CLF,Cleveland-Cliffs Inc.,12.68,-6.28,26647769
PS,Pershing Square Inc.,33.52,-6.24,515527
ANDG,Andersen Group Inc.,36.08,-5.99,391625
TXG,"10x Genomics, Inc.",29.18,-5.99,3106686
