symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
NVDA,NVIDIA Corporation,208.64,3.54,1.73,137815036,166389520,5053469425664
INTC,Intel Corporation,110.27,11.1,11.19,136446915,122528149,554216980480
AAL,"American Airlines Group, Inc.",13.6,0.1,0.74,109040171,67493293,8994838528
NOK,Nokia Corporation Sponsored,14.59,0.21,1.46,102546591,95525415,81449172992
MRVL,"Marvell Technology, Inc.",288.85,25.38,9.63,84183793,30691420,252903538688
SOFI,"SoFi Technologies, Inc.",16.5,0.47,2.93,79085783,67117300,21165230080
AAPL,Apple Inc.,301.54,-5.8,-1.89,77764805,44645993,4428825362432
KEEL,Keel Infrastructure Corp.,5.66,0.53,10.33,71754065,34855452,3417670144
NU,Nu Holdings Ltd.,11.6,-0.37,-3.09,58290385,53084522,56396197888
MU,"Micron Technology, Inc.",949.28,85.27,9.87,53799609,48323617,1070535409664
TSLA,"Tesla, Inc.",408.95,17.95,4.59,50178344,59863080,1535903268864
PLUG,"Plug Power, Inc.",3.19,-0.03,-0.78,44978026,78359174,4450270208
GRAB,Grab Holdings Limited,3.33,-0.01,-0.3,42653846,50192722,13619699712
SNAP,Snap Inc.,5.65,-0.11,-1.91,41982428,49923323,9362959360
PFE,"Pfizer, Inc.",25.62,-0.42,-1.61,41946407,37143103,146019762176
T,AT&T Inc.,22.5,-0.25,-1.1,41918748,39664052,156337618944
IREN,IREN LIMITED,59.19,4.84,8.91,41025977,42454177,21153243136
ONDS,Ondas Inc,10.3,-0.13,-1.25,39294960,76163026,5250091520
ACHR,Archer Aviation Inc.,5.73,0.19,3.43,39208355,36371282,4371215872
LYG,Lloyds Banking Group Plc,5.3,-0.01,-0.19,39041001,20687598,77198811136
PATH,"UiPath, Inc.",11.17,-0.07,-0.62,38900538,34369066,5787403264
BMNR,"BitMine Immersion Technologies,",16.85,0.95,5.97,38364553,41013615,9597369344
AVGO,Broadcom Inc.,396.6,10.87,2.82,37029738,24438841,1877769453568
TE,T1 Energy Inc.,9.13,-0.3,-3.18,36649332,24766600,2549747968
RGTI,"Rigetti Computing, Inc.",21.765,1.08,5.25,35407396,38283353,7234659840
