symbol,shortName,price,changePct,volume
ABVX,Abivax SA,72.5,-44.1,16036019
CELC,Celcuity Inc.,91.42,-25.65,5669000
PRAX,"Praxis Precision Medicines, Inc",258.08,-23.0,1536216
BRAI,Braiin Limited,9.87,-15.75,217802
XMTR,"Xometry, Inc.",85.0,-10.76,2966129
FIG,"Figma, Inc.",24.29,-10.44,20216153
KOD,Kodiak Sciences Inc,33.215,-10.01,836894
KYMR,"Kymera Therapeutics, Inc.",71.29,-9.15,836961
TTD,"The Trade Desk, Inc.",21.1,-9.13,20978796
BRZE,"Braze, Inc.",25.69,-9.13,3638863
MSTR,Strategy Inc,136.08,-9.15,30321696
INTU,Intuit Inc.,322.14,-8.94,7353037
DNTH,"Dianthus Therapeutics, Inc.",81.57,-8.81,1053510
WIX,Wix.com Ltd.,57.07,-8.75,1602025
THR,"Thermon Group Holdings, Inc.",61.14,-8.49,2869759
