symbol,shortName,price,changePct,volume
LEGN,Legend Biotech Corporation,36.28,42.22,14611777
MRVL,"Marvell Technology, Inc.",290.79,32.52,101985331
AEHR,Aehr Test Systems,113.0,20.7,2551304
HPE,Hewlett Packard Enterprise Comp,56.15,19.47,147217258
PENG,"Penguin Solutions, Inc.",70.65,18.32,4832602
COHR,Coherent Corp.,426.89,17.63,9080057
TE,T1 Energy Inc.,12.04,15.66,37121835
WOLF,"Wolfspeed, Inc.",61.06,15.32,8749523
STM,STMicroelectronics N.V.,79.51,15.2,19871343
CAMT,Camtek Ltd.,187.52,14.98,706742
LITE,Lumentum Holdings Inc.,1029.15,13.72,7809021
UEC,Uranium Energy Corp.,15.44,13.61,13320774
ENPH,"Enphase Energy, Inc.",72.33,13.48,8181904
GLW,Corning Incorporated,200.4,13.41,15687597
RMBS,"Rambus, Inc.",166.78,13.09,3206823
