symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
NU,Nu Holdings Ltd.,11.93,-1.06,-8.16,171802930,50689006,58000572416
NVDA,NVIDIA Corporation,222.82,-1.54,-0.69,164860193,166417685,5396923154432
HPE,Hewlett Packard Enterprise Comp,56.15,9.15,19.47,147217258,20164711,74502864896
NOK,Nokia Corporation Sponsored,16.85,0.6,3.69,129557620,93468331,94065704960
MRVL,"Marvell Technology, Inc.",290.79,71.36,32.52,101985331,27578885,254602100736
INTC,Intel Corporation,107.93,-1.4,-1.28,104474192,121821558,542456152064
ONDS,Ondas Inc,13.58,0.12,0.89,89363475,76445185,6769482752
PLUG,"Plug Power, Inc.",4.09,0.15,3.81,81610386,81521690,5705832448
RGTI,"Rigetti Computing, Inc.",26.88,1.25,4.88,73682202,36759357,8934880256
SOFI,"SoFi Technologies, Inc.",17.74,-0.84,-4.52,73212770,66858638,22755829760
F,Ford Motor Company,16.15,-0.48,-2.89,61467074,59636900,64352784384
SMR,NuScale Power Corporation,13.95,1.06,8.22,59988130,29766222,4828175872
PATH,"UiPath, Inc.",12.18,-0.92,-7.02,58751435,34034861,6339000832
OPEN,Opendoor Technologies Inc,5.41,0.1,1.88,56390756,37022780,5219225088
SMCI,"Super Micro Computer, Inc.",50.17,3.29,7.02,54511922,40518101,30173165568
BB,BlackBerry Limited,10.32,0.6,6.17,47627381,19994095,6048153088
AAL,"American Airlines Group, Inc.",13.93,-0.41,-2.86,49125806,68184423,9213094912
ACHR,Archer Aviation Inc.,6.74,-0.1,-1.46,46634854,35910150,5141709312
QBTS,D-Wave Quantum Inc.,29.91,0.73,2.5,48171032,31732130,11080015872
KEEL,Keel Infrastructure Corp.,6.14,0.04,0.66,45916224,34417822,3707507968
MU,"Micron Technology, Inc.",1064.1,29.36,2.84,46275666,48068530,1200021700608
AAPL,Apple Inc.,315.2,8.89,2.9,44374534,44378274,4629454651392
IREN,IREN LIMITED,66.6,1.27,1.94,51260026,41813326,23801419776
AMZN,"Amazon.com, Inc.",256.52,-4.74,-1.81,41263898,45008666,2759413727232
BMNR,"BitMine Immersion Technologies,",17.97,-0.88,-4.67,46798165,41182346,10235295744
