type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
RR,NIFTY,Index Options,19-May-2026,Put,23800,235.25,229,2.73,44621,28109,16512,3969717,495601.30372,495601.30372,23643.5,OPTIDXNIFTY19-05-2026PE23800,OPTIDX,58.74
RR,NIFTY,Index Options,19-May-2026,Call,25100,1.25,1.2,4.17,43736,30620,13116,170669,136.44986,136.44986,23643.5,OPTIDXNIFTY19-05-2026CE25100,OPTIDX,42.83
RR,NIFTY,Index Options,26-May-2026,Put,23000,88,86.2,2.09,82172,72798,9374,133440,6821.7864,6821.7864,23643.5,OPTIDXNIFTY26-05-2026PE23000,OPTIDX,12.88
RR,INFY,Stock Futures,26-May-2026,-,0,1114,1099.1,1.36,196996,189580,7416,28640,128391.9744,128391.9744,1116,FUTSTKINFY26-05-2026XX0,FUTSTK,3.91
RR,NIFTY,Index Options,19-May-2026,Put,23700,178.15,175.95,1.25,80386,73321,7065,5855959,587513.72657,587513.72657,23643.5,OPTIDXNIFTY19-05-2026PE23700,OPTIDX,9.64
RR,BHARTIARTL,Stock Futures,26-May-2026,-,0,1903,1884.9,0.96,117690,110777,6913,24458,221461.87038,221461.87038,1904,FUTSTKBHARTIARTL26-05-2026XX0,FUTSTK,6.24
RR,NIFTY,Index Options,26-May-2026,Put,23800,350,341.8,2.4,23690,17502,6188,107493,22241.16164,22241.16164,23643.5,OPTIDXNIFTY26-05-2026PE23800,OPTIDX,35.36
RR,NIFTY,Index Options,19-May-2026,Put,23650,154.2,153.75,0.29,35959,30131,5828,2583919,233221.94502,233221.94502,23643.5,OPTIDXNIFTY19-05-2026PE23650,OPTIDX,19.34
RR,NIFTY,Index Options,26-May-2026,Put,23700,305.7,291.7,4.8,30262,24743,5519,121427,21948.1731,21948.1731,23643.5,OPTIDXNIFTY26-05-2026PE23700,OPTIDX,22.31
RR,ADANIPORTS,Stock Futures,26-May-2026,-,0,1794.5,1779.1,0.87,49002,44568,4434,16013,137001.66348,137001.66348,1791,FUTSTKADANIPORTS26-05-2026XX0,FUTSTK,9.95
RR,TMPV,Stock Options,26-May-2026,Call,360,5.8,3.95,46.84,9380,4987,4393,89095,5780.4836,5780.4836,356.15,OPTSTKTMPV26-05-2026CE360,OPTSTK,88.09
RR,BANKNIFTY,Index Options,26-May-2026,Put,54000,845.95,734.45,15.18,28981,25091,3890,209030,47981.79135,47981.79135,53710.35,OPTIDXBANKNIFTY26-05-2026PE54000,OPTIDX,15.5
RR,BHARTIARTL,Stock Options,26-May-2026,Call,1920,13.25,13.15,0.76,5288,1400,3888,32595,3161.55202,3161.55202,1904,OPTSTKBHARTIARTL26-05-2026CE1920,OPTSTK,277.71
RR,SUNPHARMA,Stock Futures,26-May-2026,-,0,1879.6,1865,0.78,67437,63882,3555,7708,50680.06146,50680.06146,1878,FUTSTKSUNPHARMA26-05-2026XX0,FUTSTK,5.56
RR,NIFTY,Index Options,26-May-2026,Put,23100,105.15,104.05,1.06,10430,6963,3467,59935,3638.26427,3638.26427,23643.5,OPTIDXNIFTY26-05-2026PE23100,OPTIDX,49.79
RR,NIFTY,Index Options,26-May-2026,Put,23300,152,151.3,0.46,16070,12700,3370,43882,3982.99361,3982.99361,23643.5,OPTIDXNIFTY26-05-2026PE23300,OPTIDX,26.54
RR,NIFTY,Index Options,26-May-2026,Put,23200,128,126.65,1.07,18990,15919,3071,43556,3313.84937,3313.84937,23643.5,OPTIDXNIFTY26-05-2026PE23200,OPTIDX,19.29
RR,BANKNIFTY,Index Options,30-Jun-2026,Put,60000,5804.35,5521.35,5.13,7831,4850,2981,3795,6304.92192,6304.92192,53710.35,OPTIDXBANKNIFTY30-06-2026PE60000,OPTIDX,61.46
RR,BANKNIFTY,Index Options,26-May-2026,Put,51500,156.7,150.5,4.12,13998,11084,2914,31418,1398.54085,1398.54085,53710.35,OPTIDXBANKNIFTY26-05-2026PE51500,OPTIDX,26.29
RR,WIPRO,Stock Futures,26-May-2026,-,0,186.88,185.8,0.58,103582,100731,2851,7463,42039.8253,42039.8253,190.29,FUTSTKWIPRO26-05-2026XX0,FUTSTK,2.83
RR,BANKNIFTY,Index Options,26-May-2026,Put,52000,228,211.7,7.7,23040,20601,2439,66251,4186.73194,4186.73194,53710.35,OPTIDXBANKNIFTY26-05-2026PE52000,OPTIDX,11.84
RR,INFY,Stock Futures,30-Jun-2026,-,0,1113.6,1096.3,1.58,33895,31472,2423,6076,27167.0112,27167.0112,1116,FUTSTKINFY30-06-2026XX0,FUTSTK,7.7
RR,TMPV,Stock Options,26-May-2026,Call,370,2.75,2.35,17.02,5818,3427,2391,51400,1891.52,1891.52,356.15,OPTSTKTMPV26-05-2026CE370,OPTSTK,69.77
RR,NIFTY,Index Options,19-May-2026,Put,23850,269.15,259.25,3.82,7845,5456,2389,1004477,139892.50731,139892.50731,23643.5,OPTIDXNIFTY19-05-2026PE23850,OPTIDX,43.79
RR,TCS,Stock Futures,26-May-2026,-,0,2239.5,2221,0.83,220051,217686,2365,17748,70080.28524,70080.28524,2267,FUTSTKTCS26-05-2026XX0,FUTSTK,1.09
