symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
MUTHOOTFIN,47323,30218,17105,56.61,246459,186322.55144,215375713506,220971.4865,34648.93506,3309
SOLARINDS,29415,22614,6801,30.07,113398,108291.22136,87408366084,125586.0072,17294.78584,17340
HAL,106007,88527,17480,19.75,210310,129126.82194,132524150683,148097.97877,18971.15683,4377
GODFRYPHLP,15882,13642,2240,16.42,12016,16842.46159,6562892003,19047.25163,2204.79003,2413
COCHINSHIP,17507,15089,2418,16.02,14809,17218.2234,8171721136,18968.79476,1750.57136,1595
NIFTY,8369184,7315134,1054050,14.41,97203978,1487512.56841,150155260836982,7581920.85823,6094408.28982,23643
ABCAPITAL,27210,24248,2962,12.22,26337,55404.34793,24387781344,59363.86137,3959.51344,356
CROMPTON,56563,50471,6092,12.07,132577,102949.14896,62920094796,115167.20192,12218.05296,301
AMBER,43302,38640,4662,12.07,55309,75433.30869,40703628078,86142.18947,10708.88078,8519
OFSS,35206,31462,3744,11.9,48496,28592.15674,31058926968,33545.62643,4953.46968,9020
MANKIND,31298,28176,3122,11.08,26372,31304.63169,11918718009,33639.99678,2335.36509,2504
NHPC,38688,34908,3780,10.83,20426,16618.44217,8962608384,17840.94201,1222.49984,76
ADANIPORTS,94851,85911,8940,10.41,148673,150991.28534,113876643910,171075.05945,20083.7741,1791
ADANIGREEN,74877,68035,6842,10.06,89725,108121.35642,67183520346,128342.93988,20221.58346,1373
VEDL,98569,89841,8728,9.71,156907,102575.09398,50464775053,113844.78452,11269.69053,330
PREMIERENE,33428,30585,2843,9.3,17950,29492.45023,7250934914,30832.66937,1340.21914,983
RELIANCE,460244,421978,38266,9.07,393296,193331.1684,253665550015,220211.91855,26880.75015,1339
BHARTIARTL,223204,204787,18417,8.99,282762,236875.77889,235457916679,259469.52068,22593.74179,1904
IRFC,36650,33652,2998,8.91,29243,19575.05842,11198299037,22251.0913,2676.03287,98
BANKNIFTY,1325589,1221511,104078,8.52,3105302,498824.43712,5096398870867,955459.2558,456634.81867,53710
BDL,27172,25040,2132,8.51,20624,12268.20459,9069374026,13637.96485,1369.76026,1325
FINNIFTY,14240,13131,1109,8.45,23481,3976.4088,36537023432,6414.50312,2438.09432,25343
VOLTAS,71798,66228,5570,8.41,104227,72374.6958,44491123207,78817.85287,6443.15707,1234
DELHIVERY,24796,22924,1872,8.17,19775,40969.2814,16266942766,44516.91906,3547.63766,476
BPCL,63007,58426,4581,7.84,39287,27677.4051,20546764533,31845.24918,4167.84408,284
ADANIPOWER,47631,44248,3383,7.65,62597,99549.64528,40960087227,109841.72505,10292.07977,221
TMPV,179345,166807,12538,7.52,584363,179715.91056,153283803208,206063.26264,26347.35208,356
IOC,48536,45157,3379,7.48,31895,33692.04052,18688209345,36986.65522,3294.6147,134
ADANIENT,130016,121148,8868,7.32,262071,224041.79992,205385988495,280539.09548,56497.29555,2718
MOTHERSON,37003,34489,2514,7.29,23196,49693.20663,14130248733,53033.35896,3340.15233,130
TATASTEEL,141553,131972,9581,7.26,170007,89435.48515,95782140905,105390.4192,15954.93405,217
FORCEMOT,19700,18446,1254,6.8,29161,13057.62949,14665370380,15576.58329,2518.9538,20275
HINDALCO,76593,71912,4681,6.51,80604,102211.24088,51863535066,111834.17154,9622.93066,1065
JSWSTEEL,97387,91489,5898,6.45,84696,90224.33042,66937304218,100862.9826,10638.65218,1279
UNOMINDA,15408,14523,885,6.09,10005,12501.73716,5237301124,13227.3284,725.59124,1130
SUNPHARMA,156201,147540,8661,5.87,76497,53534.30862,45112636751,58640.90613,5106.59751,1878
MPHASIS,30594,28949,1645,5.68,19625,17049.35034,10249251361,18327.45395,1278.10361,2086
UNITDSPR,54879,52130,2749,5.27,127287,51811.79952,64176899668,62629.5562,10817.75668,1315
RBLBANK,38909,37009,1900,5.13,21042,37991.55374,19511039051,41590.38926,3598.83551,336
JSWENERGY,45699,43488,2211,5.08,40727,39790.82624,17908145300,42887.32924,3096.503,514
POLICYBZR,35587,33910,1677,4.95,20917,38607.60666,8741649539,40269.20205,1661.59539,1685
ASHOKLEY,75027,71541,3486,4.87,46330,54726.377,32507559650,59895.0985,5168.7215,153
MCX,42244,40293,1951,4.84,68728,157824.89973,130420727832,185363.65306,27538.75332,3378
LTM,44068,42036,2032,4.83,43094,24744.65274,24493291282,27659.39056,2914.73782,3963
HINDZINC,66627,63756,2871,4.5,108692,67923.82866,81319336271,79722.06887,11798.24021,636
PAGEIND,24855,23801,1054,4.43,9763,11429.12605,4169349844,12216.38699,787.26094,36870
HYUNDAI,61995,59468,2527,4.25,16778,34877.29668,5126912953,35450.72621,573.42953,1822
POWERGRID,74028,71027,3001,4.23,46369,25824.14146,25112399142,29393.14288,3569.00142,305
KFINTECH,29021,27889,1132,4.06,14035,12323.08081,4978820870,12841.28951,518.2087,809
BIOCON,34585,33246,1339,4.03,56077,59241.697,55069958950,68908.7865,9667.0895,430
RVNL,63454,61042,2412,3.95,18438,28276.07588,5515402699,29339.75287,1063.67699,283
PNB,70457,67826,2631,3.88,26151,40342.7864,18290225360,43347.2,3004.4136,102
PGEL,25635,24698,937,3.79,9966,8224.79248,4146821867,9083.07616,858.28367,486
PRESTIGE,19810,19096,714,3.74,6834,8762.65263,3556855638,9151.46901,388.81638,1330
NUVAMA,11035,10652,383,3.6,5655,9493.38295,3443129890,9958.08185,464.6989,1456
MIDCPNIFTY,127540,123318,4222,3.42,199873,69844.79174,337497328195,101821.95369,31977.16195,14168
NATIONALUM,56316,54494,1822,3.34,33999,49279.99762,21906493293,52537.11806,3257.12043,402
LAURUSLABS,43601,42211,1390,3.29,24175,45082.44552,22856307126,48350.29678,3267.85126,1314
NAUKRI,48412,46875,1537,3.28,10129,10062.61955,2746228027,10358.99983,296.38027,927
KPITTECH,52767,51099,1668,3.26,23779,13505.48247,6202353877,14286.52125,781.03877,702
COFORGE,101062,97913,3149,3.22,83037,42770.37372,36992583277,49321.5065,6551.13277,1279
WIPRO,206418,200059,6359,3.18,68029,65998.6692,32894300700,70115.8512,4117.182,190
DLF,77842,75507,2335,3.09,50109,32179.11231,21123666440,34963.39796,2784.28565,566
ASTRAL,30966,30052,914,3.04,14796,16930.44437,8528191644,18417.49081,1487.04644,1554
BHARATFORG,29481,28614,867,3.03,17161,23298.7734,14462661850,25074.4919,1775.7185,1920
TECHM,59458,57721,1737,3.01,44698,31759.18578,34727718144,36616.00722,4856.82144,1367
BAJFINANCE,148856,144586,4270,2.95,55622,56611.43962,33673534222,61336.25685,4724.81722,910
ULTRACEMCO,91857,89228,2629,2.95,54495,29821.68498,27531818484,31831.26983,2009.58484,11507
BLUESTARCO,22626,21982,644,2.93,9034,12102.38474,3917306854,12602.72828,500.34354,1654
IDFCFIRSTB,73868,71793,2075,2.89,49315,44486.49128,26968850627,48821.2358,4334.74452,67
NIFTYNXT50,1262,1227,35,2.85,687,4163.37019,802147136,4255.06655,91.69636,69280
ANGELONE,26672,25947,725,2.79,21184,28354.66075,14011505250,31123.96325,2769.3025,305
AUBANK,42166,41033,1133,2.76,38025,49400.4912,33458035280,53788.844,4388.3528,990
HINDPETRO,40957,39860,1097,2.75,34904,42453.81051,22824985808,47068.3386,4614.52808,366
CANBK,64488,62771,1717,2.74,28044,54425.8548,19998635940,57669.9642,3244.1094,128
ZYDUSLIFE,22113,21527,586,2.72,21802,31432.42017,16947204912,34235.80929,2803.38912,1007
CHOLAFIN,39964,38923,1041,2.67,10168,21353.72931,8083896712,22626.82143,1273.09212,1550
BHEL,91587,89257,2330,2.61,63918,89154.8868,59970312937,100607.98492,11453.09812,397
CDSL,60951,59412,1539,2.59,28199,19504.43969,15227295395,21066.54364,1562.10395,1185
PIIND,24784,24161,623,2.58,8372,9046.95317,3802415071,9832.99388,786.04071,3119
IDEA,133048,129717,3331,2.57,93412,178232.82608,73958405307,201941.86266,23709.03657,12
BSE,63761,62172,1589,2.56,86939,120528.9539,120905267996,145100.44636,24571.49246,3996
PERSISTENT,69050,67346,1704,2.53,75475,36533.38295,33184308775,42293.4707,5760.08775,4694
LODHA,45821,44719,1102,2.46,21320,10598.68414,7521791733,11343.04147,744.35733,845
COLPAL,36503,35636,867,2.43,9787,12671.25017,3615381069,13199.37086,528.12069,2153
MAXHEALTH,35963,35111,852,2.43,14140,15111.1203,6430484970,16154.835,1043.7147,1049
