symbol,shortName,price,changePct,volume
POET,POET Technologies Inc.,15.97,-22.36,99550994
TNGX,"Tango Therapeutics, Inc.",20.56,-17.33,6857158
YSS,York Space Systems Inc.,24.02,-17.0,4602464
DLO,DLocal Limited,11.01,-13.03,8362032
USAS,Americas Gold and Silver Corpor,6.25,-12.59,14840707
HTFL,"Heartflow, Inc.",28.315,-12.17,2009107
FRMI,Fermi Inc.,6.51,-11.67,17361562
WOLF,"Wolfspeed, Inc.",62.13,-11.19,9974506
INFQ,"Infleqtion, Inc.",12.44,-10.95,10991538
EMAT,Evolution Metals & Technologies,7.86,-10.68,137661
QUBT,Quantum Computing Inc.,10.505,-10.44,21631853
TGB,"Taseko Mines, Ltd.",6.83,-10.37,4354532
FPS,"Forgent Power Solutions, Inc.",45.02,-10.3,6967323
XNDU,Xanadu Quantum Technologies Lim,13.6,-10.11,4870526
AG,First Majestic Silver Corp.,20.42,-9.89,18220542
