type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
RS,NIFTY,Index Options,19-May-2026,Call,24000,40.05,59.05,-32.18,164595,106518,58077,4382352,186208.32765,186208.32765,23643.5,OPTIDXNIFTY19-05-2026CE24000,OPTIDX,54.52
RS,NIFTY,Index Options,19-May-2026,Call,24500,5.15,7.1,-27.46,171673,124465,47208,1369303,6977.96808,6977.96808,23643.5,OPTIDXNIFTY19-05-2026CE24500,OPTIDX,37.93
RS,NIFTY,Index Options,19-May-2026,Call,25000,1.45,1.65,-12.12,151569,106685,44884,643550,698.57352,698.57352,23643.5,OPTIDXNIFTY19-05-2026CE25000,OPTIDX,42.07
RS,NIFTY,Index Options,19-May-2026,Call,24700,2.85,3.4,-16.18,80021,36992,43029,714752,1732.91622,1732.91622,23643.5,OPTIDXNIFTY19-05-2026CE24700,OPTIDX,116.32
RS,NIFTY,Index Options,19-May-2026,Call,24300,9.95,15.9,-37.42,91792,55129,36663,1387778,15867.15976,15867.15976,23643.5,OPTIDXNIFTY19-05-2026CE24300,OPTIDX,66.5
RS,NIFTY,Index Options,19-May-2026,Call,23900,61.6,87.25,-29.4,79212,43568,35644,2938310,183923.51445,183923.51445,23643.5,OPTIDXNIFTY19-05-2026CE23900,OPTIDX,81.81
RS,NIFTY,Index Options,19-May-2026,Call,23800,93.15,124.75,-25.33,96694,63393,33301,5163431,471617.46067,471617.46067,23643.5,OPTIDXNIFTY19-05-2026CE23800,OPTIDX,52.53
RS,NIFTY,Index Options,19-May-2026,Call,24400,6.9,10.35,-33.33,89552,57951,31601,943611,7041.22528,7041.22528,23643.5,OPTIDXNIFTY19-05-2026CE24400,OPTIDX,54.53
RS,NIFTY,Index Options,19-May-2026,Call,25500,0.75,0.8,-6.25,79313,52013,27300,176852,87.36488,87.36488,23643.5,OPTIDXNIFTY19-05-2026CE25500,OPTIDX,52.49
RS,NIFTY,Index Options,19-May-2026,Put,23000,16.55,21.75,-23.91,139700,112896,26804,1765650,18098.79532,18098.79532,23643.5,OPTIDXNIFTY19-05-2026PE23000,OPTIDX,23.74
RS,NIFTY,Index Options,19-May-2026,Call,24100,25.2,38.15,-33.94,68872,42979,25893,1906572,52557.51703,52557.51703,23643.5,OPTIDXNIFTY19-05-2026CE24100,OPTIDX,60.25
RS,BANKNIFTY,Index Options,30-Jun-2026,Call,60000,58,110.3,-47.42,36068,10312,25756,51711,1078.79488,1078.79488,53710.35,OPTIDXBANKNIFTY30-06-2026CE60000,OPTIDX,249.77
RS,NIFTY,Index Options,19-May-2026,Call,24250,12.4,19.9,-37.69,44111,18767,25344,980388,14102.39118,14102.39118,23643.5,OPTIDXNIFTY19-05-2026CE24250,OPTIDX,135.05
RS,NIFTY,Index Options,19-May-2026,Call,24200,15.55,25.1,-38.05,84359,59887,24472,1968811,35115.71299,35115.71299,23643.5,OPTIDXNIFTY19-05-2026CE24200,OPTIDX,40.86
RS,NIFTY,Index Options,19-May-2026,Put,22900,11.45,16,-28.44,57502,35524,21978,732859,5416.19443,5416.19443,23643.5,OPTIDXNIFTY19-05-2026PE22900,OPTIDX,61.87
RS,NIFTY,Index Options,19-May-2026,Call,24550,4.4,5.75,-23.48,34160,12570,21590,432598,1768.67692,1768.67692,23643.5,OPTIDXNIFTY19-05-2026CE24550,OPTIDX,171.76
RS,NIFTY,Index Options,19-May-2026,Call,24900,1.8,2.05,-12.2,47386,26657,20729,351196,483.94808,483.94808,23643.5,OPTIDXNIFTY19-05-2026CE24900,OPTIDX,77.76
RS,NIFTY,Index Options,19-May-2026,Put,22800,8.35,12.35,-32.39,82667,62981,19686,848147,4641.90853,4641.90853,23643.5,OPTIDXNIFTY19-05-2026PE22800,OPTIDX,31.26
RS,NIFTY,Index Options,19-May-2026,Call,24600,3.65,4.75,-23.16,60012,40989,19023,705239,2397.45998,2397.45998,23643.5,OPTIDXNIFTY19-05-2026CE24600,OPTIDX,46.41
RS,NIFTY,Index Options,19-May-2026,Put,23500,96.8,100.45,-3.63,124163,105167,18996,4014882,220282.52325,220282.52325,23643.5,OPTIDXNIFTY19-05-2026PE23500,OPTIDX,18.06
RS,NIFTY,Index Options,19-May-2026,Call,23850,76,103.9,-26.85,34650,16185,18465,2390722,187455.31665,187455.31665,23643.5,OPTIDXNIFTY19-05-2026CE23850,OPTIDX,114.09
RS,NIFTY,Index Options,19-May-2026,Call,24350,8.35,12.65,-33.99,46975,28772,18203,659236,6029.04283,6029.04283,23643.5,OPTIDXNIFTY19-05-2026CE24350,OPTIDX,63.27
RS,NIFTY,Index Options,19-May-2026,Call,24800,2.3,2.5,-8,70413,52854,17559,570918,1039.07076,1039.07076,23643.5,OPTIDXNIFTY19-05-2026CE24800,OPTIDX,33.22
RS,NIFTY,Index Options,19-May-2026,Put,23600,132.55,134.2,-1.23,77008,60441,16567,3601374,275078.34818,275078.34818,23643.5,OPTIDXNIFTY19-05-2026PE23600,OPTIDX,27.41
RS,NIFTY,Index Options,19-May-2026,Call,23700,135.55,171.95,-21.17,77540,61204,16336,3781673,439309.38906,439309.38906,23643.5,OPTIDXNIFTY19-05-2026CE23700,OPTIDX,26.69
