type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
SS,NIFTY,Index Options,19-May-2026,Put,23400,69.65,72.2,-3.53,82318,103695,-21377,2139792,85510.3679,85510.3679,23643.5,OPTIDXNIFTY19-05-2026PE23400,OPTIDX,-20.62
SS,NIFTY,Index Options,19-May-2026,Call,23500,250.4,295.5,-15.26,45468,56969,-11501,440004,85591.9981,85591.9981,23643.5,OPTIDXNIFTY19-05-2026CE23500,OPTIDX,-20.19
SS,NIFTY,Index Options,19-May-2026,Call,26000,0.5,0.6,-16.67,51455,58629,-7174,75686,25.0899,25.0899,23643.5,OPTIDXNIFTY19-05-2026CE26000,OPTIDX,-12.24
SS,NIFTY,Index Options,19-May-2026,Put,23300,48.95,54.3,-9.85,63111,69735,-6624,1833524,51878.64481,51878.64481,23643.5,OPTIDXNIFTY19-05-2026PE23300,OPTIDX,-9.5
SS,NIFTY,Index Options,19-May-2026,Put,22500,4.05,6.2,-34.68,109960,116461,-6501,832310,2136.95592,2136.95592,23643.5,OPTIDXNIFTY19-05-2026PE22500,OPTIDX,-5.58
SS,NIFTY,Index Options,19-May-2026,Put,21800,1.6,2.4,-33.33,22460,28794,-6334,110843,110.95384,110.95384,23643.5,OPTIDXNIFTY19-05-2026PE21800,OPTIDX,-22
SS,NIFTY,Index Options,19-May-2026,Put,21600,1.5,2.05,-26.83,10434,16755,-6321,64639,58.40133,58.40133,23643.5,OPTIDXNIFTY19-05-2026PE21600,OPTIDX,-37.73
SS,BANKNIFTY,Index Options,26-May-2026,Call,60000,11.95,13.7,-12.77,62420,68454,-6034,75830,261.15852,261.15852,53710.35,OPTIDXBANKNIFTY26-05-2026CE60000,OPTIDX,-8.81
SS,NIFTY,Index Options,19-May-2026,Put,21900,1.7,2.65,-35.85,10102,15549,-5447,100542,109.13834,109.13834,23643.5,OPTIDXNIFTY19-05-2026PE21900,OPTIDX,-35.03
SS,NIFTY,Index Options,19-May-2026,Put,21300,1.4,1.75,-20,6361,11316,-4955,40253,33.75214,33.75214,23643.5,OPTIDXNIFTY19-05-2026PE21300,OPTIDX,-43.79
SS,NIFTY,Index Options,19-May-2026,Call,23400,324,368.3,-12.03,13805,18356,-4551,102119,24975.80548,24975.80548,23643.5,OPTIDXNIFTY19-05-2026CE23400,OPTIDX,-24.79
SS,NIFTY,Index Options,19-May-2026,Put,23450,81.35,86.1,-5.52,23219,27705,-4486,1269741,60051.13085,60051.13085,23643.5,OPTIDXNIFTY19-05-2026PE23450,OPTIDX,-16.19
SS,NIFTY,Index Options,19-May-2026,Put,21100,1.25,1.6,-21.88,78612,83003,-4391,195753,143.78057,143.78057,23643.5,OPTIDXNIFTY19-05-2026PE21100,OPTIDX,-5.29
SS,NIFTY,Index Options,26-May-2026,Call,23500,385.35,417.1,-7.61,32224,36245,-4021,48740,13694.42906,13694.42906,23643.5,OPTIDXNIFTY26-05-2026CE23500,OPTIDX,-11.09
SS,NIFTY,Index Options,26-May-2026,Put,21000,4.25,5.2,-18.27,25787,28993,-3206,24292,56.68538,56.68538,23643.5,OPTIDXNIFTY26-05-2026PE21000,OPTIDX,-11.06
SS,NIFTY,Index Options,19-May-2026,Put,23550,114.15,115.7,-1.34,31883,34916,-3033,1706635,111130.95129,111130.95129,23643.5,OPTIDXNIFTY19-05-2026PE23550,OPTIDX,-8.69
SS,NIFTY,Index Options,19-May-2026,Put,22300,2.75,4.5,-38.89,53909,56764,-2855,344931,618.80621,618.80621,23643.5,OPTIDXNIFTY19-05-2026PE22300,OPTIDX,-5.03
SS,SBIN,Stock Options,26-May-2026,Call,1100,0.95,1.3,-26.92,26321,29149,-2828,17504,133.9056,133.9056,961.6,OPTSTKSBIN26-05-2026CE1100,OPTSTK,-9.7
SS,NIFTY,Index Options,26-May-2026,Call,26000,1.7,2.35,-27.66,65072,67788,-2716,40824,47.49872,47.49872,23643.5,OPTIDXNIFTY26-05-2026CE26000,OPTIDX,-4.01
SS,NIFTY,Index Options,19-May-2026,Call,25800,0.55,0.65,-15.38,22202,24895,-2693,63733,24.4416,24.4416,23643.5,OPTIDXNIFTY19-05-2026CE25800,OPTIDX,-10.82
SS,NIFTY,Index Options,19-May-2026,Put,22400,3.15,5.3,-40.57,36094,38726,-2632,335166,694.9667,694.9667,23643.5,OPTIDXNIFTY19-05-2026PE22400,OPTIDX,-6.8
SS,CIPLA,Stock Options,26-May-2026,Put,1200,0.4,1,-60,1701,4300,-2599,6033,11.31187,11.31187,1428.7,OPTSTKCIPLA26-05-2026PE1200,OPTSTK,-60.44
SS,NIFTY,Index Options,19-May-2026,Call,26500,0.45,0.5,-10,11936,14501,-2565,55106,13.96937,13.96937,23643.5,OPTIDXNIFTY19-05-2026CE26500,OPTIDX,-17.69
SS,HDFCBANK,Stock Options,30-Jun-2026,Call,800,12.9,14.65,-11.95,9446,11986,-2540,5667,434.1772,434.1772,770,OPTSTKHDFCBANK30-06-2026CE800,OPTSTK,-21.19
SS,NIFTY,Index Options,19-May-2026,Call,26550,0.35,0.5,-30,7601,9716,-2115,27920,7.2592,7.2592,23643.5,OPTIDXNIFTY19-05-2026CE26550,OPTIDX,-21.77
