type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
SR,TMPV,Stock Futures,26-May-2026,-,0,357.25,339.1,5.35,79163,83599,-4436,50422,145005.60448,145005.60448,356.15,FUTSTKTMPV26-05-2026XX0,FUTSTK,-5.31
SR,INFY,Stock Options,26-May-2026,Call,1100,29.7,22.55,31.71,2211,4779,-2568,12902,1746.9308,1746.9308,1116,OPTSTKINFY26-05-2026CE1100,OPTSTK,-53.74
SR,NIFTY,Index Options,19-May-2026,Put,24300,653.95,614.55,6.41,6320,8802,-2482,17050,6264.93725,6264.93725,23643.5,OPTIDXNIFTY19-05-2026PE24300,OPTIDX,-28.2
SR,NIFTY,Index Options,19-May-2026,Call,25850,0.7,0.65,7.69,3197,5276,-2079,19375,8.06,8.06,23643.5,OPTIDXNIFTY19-05-2026CE25850,OPTIDX,-39.4
SR,TCS,Stock Options,26-May-2026,Call,2300,19.05,16.75,13.73,7294,9082,-1788,34495,1614.19352,1614.19352,2267,OPTSTKTCS26-05-2026CE2300,OPTSTK,-19.69
SR,NIFTY,Index Options,19-May-2026,Put,24500,846,796.2,6.25,5754,7374,-1620,15674,7584.42916,7584.42916,23643.5,OPTIDXNIFTY19-05-2026PE24500,OPTIDX,-21.97
SR,NIFTY,Index Options,26-May-2026,Put,24000,474.75,453.85,4.61,55998,57571,-1573,49394,13777.04857,13777.04857,23643.5,OPTIDXNIFTY26-05-2026PE24000,OPTIDX,-2.73
SR,NIFTY,Index Options,19-May-2026,Put,24400,749.7,700.1,7.08,4218,5546,-1328,7900,3457.13875,3457.13875,23643.5,OPTIDXNIFTY19-05-2026PE24400,OPTIDX,-23.95
SR,BANKNIFTY,Index Options,26-May-2026,Put,54500,1116.5,969.1,15.21,6693,7960,-1267,48322,14494.71544,14494.71544,53710.35,OPTIDXBANKNIFTY26-05-2026PE54500,OPTIDX,-15.92
SR,TMPV,Stock Options,26-May-2026,Call,340,19.35,10.5,84.29,1409,2505,-1096,5804,1011.75328,1011.75328,356.15,OPTSTKTMPV26-05-2026CE340,OPTSTK,-43.75
SR,INDUSTOWER,Stock Options,26-May-2026,Call,420,13.15,11.2,17.41,1220,2276,-1056,3904,929.81568,929.81568,428.55,OPTSTKINDUSTOWER26-05-2026CE420,OPTSTK,-46.4
SR,VEDL,Stock Options,26-May-2026,Put,310,3.5,2.55,37.25,1944,2992,-1048,8295,412.0956,412.0956,330,OPTSTKVEDL26-05-2026PE310,OPTSTK,-35.03
SR,HDFCBANK,Stock Options,26-May-2026,Put,800,34.65,33.45,3.59,7753,8769,-1016,2731,451.51623,451.51623,770,OPTSTKHDFCBANK26-05-2026PE800,OPTSTK,-11.59
SR,CROMPTON,Stock Options,26-May-2026,Call,300,8.55,3.4,151.47,1455,2385,-930,17953,2569.0743,2569.0743,301.8,OPTSTKCROMPTON26-05-2026CE300,OPTSTK,-38.99
SR,NIFTY,Index Options,26-May-2026,Put,24100,546.55,525.6,3.99,10705,11613,-908,6995,2225.36132,2225.36132,23643.5,OPTIDXNIFTY26-05-2026PE24100,OPTIDX,-7.82
SR,NIFTY,Index Options,26-May-2026,Put,23400,185,178.7,3.53,20446,21321,-875,43227,4724.32205,4724.32205,23643.5,OPTIDXNIFTY26-05-2026PE23400,OPTIDX,-4.1
SR,INFY,Stock Options,26-May-2026,Call,1140,11.45,8.35,37.13,2704,3577,-873,17085,1041.5016,1041.5016,1116,OPTSTKINFY26-05-2026CE1140,OPTSTK,-24.41
SR,CROMPTON,Stock Options,26-May-2026,Call,290,15.05,7,115,758,1629,-871,4639,978.64344,978.64344,301.8,OPTSTKCROMPTON26-05-2026CE290,OPTSTK,-53.47
SR,DRREDDY,Stock Options,26-May-2026,Call,1300,51.5,25.6,101.17,1370,2163,-793,5161,1215.73806,1215.73806,1343.2,OPTSTKDRREDDY26-05-2026CE1300,OPTSTK,-36.66
SR,TCS,Stock Options,26-May-2026,Call,2400,6.4,6.1,4.92,9448,10231,-783,12401,179.25645,179.25645,2267,OPTSTKTCS26-05-2026CE2400,OPTSTK,-7.65
SR,VEDL,Stock Options,26-May-2026,Put,320,6.45,4.25,51.76,2284,3043,-759,12786,1117.4964,1117.4964,330,OPTSTKVEDL26-05-2026PE320,OPTSTK,-24.94
SR,KOTAKBANK,Stock Options,26-May-2026,Call,385,8.6,6.6,30.3,979,1706,-727,4747,902.8794,902.8794,388.5,OPTSTKKOTAKBANK26-05-2026CE385,OPTSTK,-42.61
SR,TCS,Stock Options,26-May-2026,Call,2340,11.65,10.4,12.02,2666,3386,-720,8191,226.19446,226.19446,2267,OPTSTKTCS26-05-2026CE2340,OPTSTK,-21.26
SR,MARUTI,Stock Options,26-May-2026,Call,13500,104.35,98.3,6.15,5944,6632,-688,12437,808.46718,808.46718,13230,OPTSTKMARUTI26-05-2026CE13500,OPTSTK,-10.37
SR,PATANJALI,Stock Futures,26-May-2026,-,0,458.55,449.65,1.98,35468,36151,-683,7959,33057.7065,33057.7065,458.9,FUTSTKPATANJALI26-05-2026XX0,FUTSTK,-1.89
