symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
NVDA,NVIDIA Corporation,225.32,-10.42,-4.42,177323868,170457870,5457368842240
ONDS,Ondas Inc,10.62,-0.59,-5.26,139381786,74989000,5263769600
NU,Nu Holdings Ltd.,12.19,-0.74,-5.72,138727844,51778593,59250704384
INTC,Intel Corporation,108.77,-7.16,-6.18,132577167,112989217,546677981184
NOK,Nokia Corporation Sponsored,13.95,-0.51,-3.53,108661751,83175961,77876346880
F,Ford Motor Company,13.4,-1.08,-7.46,107514613,55925090,53394882560
POET,POET Technologies Inc.,15.97,-4.6,-22.36,99550994,28827264,2438797568
PLUG,"Plug Power, Inc.",3.78,-0.01,-0.26,97187044,82278348,5273360896
FIG,"Figma, Inc.",22.92,2.68,13.24,77115947,17124987,12078218240
AAPL,Apple Inc.,300.23,2.02,0.68,54675423,43612950,4409585041408
RDW,Redwire Corporation,14.06,0.07,0.5,53168245,22176482,2796797184
TSLA,"Tesla, Inc.",422.24,-21.06,-4.75,52085091,62659316,1585816797184
MSFT,Microsoft Corporation,421.92,12.49,3.05,50237244,33880309,3134205460480
BMNR,"BitMine Immersion Technologies,",19.87,-2.13,-9.68,49888442,41998320,11317491712
SOFI,"SoFi Technologies, Inc.",15.61,-0.41,-2.56,49790347,66449754,20023590912
IREN,IREN LIMITED,52.94,-5.46,-9.35,48431705,39041575,18919626752
MU,"Micron Technology, Inc.",724.66,-51.35,-6.62,47938161,43834924,817223696384
PATH,"UiPath, Inc.",10.27,0.6,6.2,46808753,31759285,5344953856
BAC,Bank of America Corporation,49.77,-0.08,-0.16,45985310,38823572,353197326336
ACHR,Archer Aviation Inc.,6.05,-0.36,-5.62,45738494,31213772,4595568128
T,AT&T Inc.,24.03,-0.62,-2.52,44170481,39129020,166968590336
GRAB,Grab Holdings Limited,3.55,-0.02,-0.56,46861765,48807027,14519499776
AUR,"Aurora Innovation, Inc.",7.71,-0.47,-5.75,42133573,22384020,15120875520
RIVN,"Rivian Automotive, Inc.",13.79,-0.73,-5.03,42023897,27517854,18518128640
AMZN,"Amazon.com, Inc.",264.14,-3.08,-1.15,40582258,46845019,2841383010304
