symbol,shortName,price,changePct,volume
SEDG,"SolarEdge Technologies, Inc.",61.76,22.93,14444133
FIG,"Figma, Inc.",22.92,13.24,77115947
MICC,The Magnum Ice Cream Company N.,16.66,10.92,7281942
ENPH,"Enphase Energy, Inc.",52.89,10.16,20275781
SOC,Sable Offshore Corp.,15.13,10.04,4145840
VG,"Venture Global, Inc.",14.23,9.38,23154495
WING,Wingstop Inc.,129.21,8.62,2806545
TEAM,Atlassian Corporation,87.46,8.16,6807474
HUBS,"HubSpot, Inc.",198.38,8.13,2868649
AXTI,AXT Inc,123.78,7.65,9739896
RXO,"RXO, Inc.",18.69,6.74,4236280
INOD,Innodata Inc.,96.1,6.6,2276555
DXCM,"DexCom, Inc.",61.63,6.59,11132048
PATH,"UiPath, Inc.",10.27,6.2,46808753
FRSH,Freshworks Inc.,8.96,6.41,12167556
