symbol,shortName,price,changePct,volume
ASTS,"AST SpaceMobile, Inc.",55.01,-17.04,52709876
MXL,"MaxLinear, Inc",74.4,-16.25,3816956
EROC,"ERock, Inc.",10.15,-15.84,1920674
AXTI,AXT Inc,45.57,-14.69,9108825
MANE,"Veradermics, Incorporated",105.83,-14.45,1309382
BB,BlackBerry Limited,9.16,-13.91,28255244
NBIS,Nebius Group N.V.,171.77,-13.9,24829063
BE,Bloom Energy Corporation,206.73,-13.64,16197840
SKHY,SK hynix Inc.,152.31,-13.69,53469898
CHRN,ChronoScale Holdings Corporatio,25.71,-13.23,704364
IQMX,IQM Quantum Computers Oyj,10.62,-12.88,495932
SNDK,Sandisk Corporation,1411.08,-12.63,17014812
RKLB,Rocket Lab Corporation,67.35,-11.61,30587851
VICR,Vicor Corporation,230.41,-11.45,879085
NVTS,Navitas Semiconductor Corporati,11.755,-11.42,14864772
