symbol,shortName,price,changePct,volume
CDNA,"CareDx, Inc.",40.34,35.6,4449078
ATAI,AtaiBeckley Inc.,7.15,33.4,165656796
MAN,ManpowerGroup,51.65,32.37,4907870
MAAS,Maase Inc.,20.95,26.43,591327
RHI,Robert Half Inc.,41.33,12.62,3262799
KARO,Karooooo Ltd.,65.16,11.23,297647
ABT,Abbott Laboratories,98.83,10.71,27851980
ARX,Accelerant Holdings,13.96,10.09,1435865
LCID,"Lucid Group, Inc.",6.46,8.57,45435548
SMG,Scotts Miracle-Gro Company (The,73.47,8.06,1612959
JBHT,"J.B. Hunt Transport Services, I",298.41,8.01,2454379
HUBG,"Hub Group, Inc.",51.41,7.55,1501928
BTI,British American Tobacco  Indus,63.16,7.54,9626066
FDXF,"FedEx Freight Holding Company, ",152.43,7.5,929252
ERIE,Erie Indemnity Company,225.94,7.49,418138
