symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
ICICIGI,50794,28038,22756,81.16,229416,126746.25528,111100425419,145210.22948,18463.97419,1619
TORNTPHARM,58063,39686,18377,46.31,91301,243294.36023,31903692398,247199.78422,3905.42398,4930
POLYCAB,63940,44053,19887,45.14,188770,180318.46681,205196898900,208570.58081,28252.114,9241
ABB,59862,42810,17052,39.83,298955,330084.86705,258767139086,386137.07041,56052.20336,7655
SIEMENS,44856,33968,10888,32.05,144089,130879.76886,83383216232,145521.35619,14641.58732,3650
HDFCAMC,53859,40887,12972,31.73,95807,90561.24969,68686875957,100836.19926,10274.94957,2601
360ONE,23433,18115,5318,29.36,27399,27281.6688,12508969485,29493.26365,2211.59485,1085
BHEL,82195,65765,16430,24.98,300691,453874.33822,297357556046,534301.48931,80427.15108,440
FINNIFTY,9984,8202,1782,21.73,14150,2048.56473,22749637546,3672.99019,1624.42546,26556
RBLBANK,28331,23657,4674,19.76,22227,88053.81614,17691208362,91217.35852,3163.54237,363
DIXON,146384,125799,20585,16.36,448315,299627.33898,297057371267,361907.30165,62279.96267,14499
AMBER,34084,30340,3744,12.34,76522,58486.51325,56234942525,68807.0385,10320.52525,8010
NAM-INDIA,15321,13641,1680,12.32,13159,23295.83462,7246804293,24361.62756,1065.79293,1155
ANGELONE,30545,27509,3036,11.04,101982,101646.696,80176856725,117002.51325,15355.81725,334
NIFTY,7170672,6502789,667883,10.27,42777999,836267.35182,67166389039474,2963149.86657,2126882.51474,24072
ICICIPRULI,44673,40693,3980,9.78,65652,40896.5119,27728374582,45011.70897,4115.19707,509
CUMMINSIND,35678,32570,3108,9.54,37434,56566.2243,37527310602,61036.43032,4470.20602,5600
SONACOMS,24385,22385,2000,8.93,19556,32020.90122,13554487653,34878.494,2857.59278,684
HYUNDAI,34109,31381,2728,8.69,49269,45370.22935,23593648721,49406.14657,4035.91721,2009
GVT&D,28469,26233,2236,8.52,22244,22235.13442,11013664360,24476.65302,2241.5186,4580
SRF,35583,32802,2781,8.48,94254,49909.14094,50570918942,60857.31036,10948.16942,2890
KFINTECH,23070,21289,1781,8.37,12005,15222.31338,4735048065,16095.31403,873.00065,873
TECHM,72434,67048,5386,8.03,76568,126712.7088,58147765782,138287.51862,11574.80982,1515
HDFCLIFE,83403,77226,6177,8,104638,87200.43992,57940208007,95092.95499,7892.51507,568
FEDERALBNK,59881,55480,4401,7.93,40939,43678.73525,31674719475,46542.805,2864.06975,329
JIOFIN,130891,121969,8922,7.31,48120,37780.60619,23671475975,41356.15469,3575.5485,235
BAJAJFINSV,83397,77762,5635,7.25,38473,34603.72395,18244465197,37289.15592,2685.43197,1832
INDHOTEL,39246,36717,2529,6.89,9957,28597.6777,4619664940,29328.2771,730.5994,733
LT,218074,204073,14001,6.86,86829,77919.2317,51464613191,83369.40361,5450.17191,3779
MIDCPNIFTY,122173,114711,7462,6.51,172665,37066.46938,304722202090,56792.68029,19726.2109,14793
KEI,22817,21588,1229,5.69,9179,31627.62239,5117788193,32720.76682,1093.14443,5065
ADANIPOWER,80171,75912,4259,5.61,31539,62345.54907,19381001350,66953.87507,4608.326,216
