symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
EMMVEE,EQ,364.55,26.75,   7.92,10,371.55,348.35,371.55,171.51,231.57763,841.6457384720001
GRINDWELL,EQ,2411,365.1,  17.85,20,2455,2054.9,2455,1329,3.12817,73.279259152
GVPIL,EQ,822.05,-7.55,  -0.91,5,871.05,812.05,1084,270.9,6.32509,53.660798542
AMIRCHAND,EQ,179.2,8.52,   4.99,5,179.21,172.02,200,117.02,14.65165,26.169312065
TAC,SM,484.05,2.05,   0.43,5,506.1,463.9,899.65,347.4,4.04,19.7152
SVLL,BE,713.05,33.95,   5.00,5,713.05,656,897.45,445.15,2.8047,18.578052330000002
IZMO,EQ,1119.5,53.3,   5.00,5,1119.5,1066.1,1374.7,350.05,1.27545,14.119614134999999
MON100,EQ,333.61,5.56,   1.69,20,333.61,333.61,342.55,191,2.90236,9.682563195999998
PRIMECAB,ST,190.5,8.95,   4.93,5,190.6,173.25,190.6,70.4,2.624,4.8932352
GAUDIUMIVF,BE,137.38,6.54,   5.00,5,137.38,126.1,137.38,69.18,3.51906,4.709909904
MVKAGRO,SM,406.3,36.9,   9.99,10,406.3,374.55,819,191.6,1.125,4.521375
UTSSAV,ST,550,24.25,   4.61,5,552,527.3,552,160.05,0.822,4.468803
BHAGYANGR,BE,391.3,18.6,   4.99,5,391.3,365.85,432.3,85.62,0.90635,3.448208575
TECHD,ST,663.85,31.6,   5.00,5,663.85,615.75,843.6,360,0.489,3.2003583
KECL,BE,121.52,5.78,   4.99,5,121.52,117.2,148,75.47,2.39546,2.89611114
MODISONLTD,BE,302.45,14.4,   5.00,5,302.45,284.9,362.7,114,0.71345,2.126295035
AKIKO,ST,306.65,14.6,   5.00,5,306.65,293,306.65,62,0.696,2.0923848
SICALLOG,EQ,93.88,3.85,   4.28,5,94.53,91.83,103.3,60.11,2.22612,2.0914397399999998
BNALTD,EQ,539.55,89.9,  19.99,20,539.55,461.85,539.55,310.4,0.36335,1.9300788649999998
AARNAV,EQ,31.35,5.22,  19.98,20,31.35,26.96,31.35,21,5.946,1.825422
AFFORDABLE,BE,208,7.37,   3.67,5,210.66,190.7,534.4,119.71,0.76968,1.56283524
