symbol,regPrice,postPrice,postChange,direction
RDDT,173.45,167.99,-3.15,DOWN
INTC,99.17,96.95,-2.24,DOWN
MRVL,263.47,268.97,2.09,UP
ARM,342.93,335.88,-2.06,DOWN
